TimerId,ParentId,TimerName,Count,Inc.Time,Exc.Time,NumFrames
5569,5085,SSourceControlControls [SourceControlMenuHelpers.cpp(450)],658,0.000140700001,0.000140700001,659
5568,5085,SSeparator [SourceControlMenuHelpers.cpp(443)],658,0.000110500001,0.000110500001,659
5567,5085,SUnsavedAssetsStatusBarWidget [UnsavedAssetsTrackerModule.cpp(62)],658,0.0003881,0.0003881,659
5566,5085,SComboButton [SZenStatusBar.cpp(307)],658,0.000196999999,0.000196999999,659
5565,5085,SZenStatusBarWidget [ZenEditor.cpp(104)],658,0.000361900002,0.000361900002,659
5272,5085,SEditorPerformanceStatusBarWidget [EditorPerformanceModule.cpp(206)],658,0.0003618,0.0003618,659
5271,5085,UE::TraceTools::SToggleTraceButton [SInsightsStatusBar.cpp(182)],658,0.000388799998,0.000388799998,659
5270,5085,SComboButton [SInsightsStatusBar.cpp(148)],658,0.000214299999,0.000214299999,659
5268,5085,SInsightsStatusBarWidget [SInsightsStatusBar.cpp(102)],658,0.000715499998,0.000579400001,659
5269,5268,SInsightsStatusBarWidget::Tick,658,0.000136099997,0.000136099997,659
5267,5085,SConsoleInputBox [OutputLogModule.cpp(227)],658,0.0003287,0.0003287,659
5266,5085,SWidgetDrawer [SStatusBar.cpp(593)],658,4.33000008e-05,4.33000008e-05,659
5265,5085,SStatusBar [StatusBarSubsystem.cpp(516)],658,0.000376699998,0.000376699998,659
5811,5085,SScrollBar [SDetailsView.cpp(114)],658,0.0011339,0.0011339,659
5264,5085,SCheckBox [SPropertyEditorBool.cpp(23)],658,8.03e-05,8.03e-05,659
5263,5085,SPropertyEditorBool [PropertyEditorHelpers.cpp(310)],658,8.28000007e-05,8.28000007e-05,659
5262,5085,SDetailRowIndent [DetailAdvancedDropdownNode.cpp(49)],658,1.81000004e-05,1.81000004e-05,659
5261,5085,SAdvancedDropdownRow [DetailAdvancedDropdownNode.cpp(204)],658,4.47000027e-05,4.47000027e-05,659
5260,5085,SPropertyEditor [PropertyEditorHelpers.cpp(339)],658,9.05000014e-05,9.05000014e-05,659
5259,5085,SPropertyValueWidget [DetailPropertyRow.cpp(1158)],1316,3.93000001e-05,3.93000001e-05,659
5258,5085,SPropertyNameWidget [DetailPropertyRow.cpp(1087)],1316,3.34999996e-05,3.34999996e-05,659
5257,5085,SClassPropertyEntryBox [GameModeInfoCustomizer.h(92)],3948,0.000110899998,0.000110899998,659
5256,5085,SPropertyEditorButton [PropertyCustomizationHelpers.cpp(627)],4606,9.5999997e-05,9.5999997e-05,659
5255,5085,SPropertyEditorButton [PropertyCustomizationHelpers.cpp(616)],4606,9.80000002e-05,9.80000002e-05,659
5254,5085,SPropertyEditorButton [PropertyCustomizationHelpers.cpp(181)],4606,0.000214000001,0.000214000001,659
5253,5085,SComboButton [SPropertyEditorClass.cpp(227)],4606,0.000209899997,0.000209899997,659
5252,5085,SPropertyEditorClass [PropertyCustomizationHelpers.cpp(1033)],4606,0.000219399997,0.000219399997,659
5251,5085,SClassPropertyEntryBox [GameModeInfoCustomizer.h(149)],658,0.0002806,0.0002806,659
5250,5085,SConstrainedBox [SDetailSingleItemRow.cpp(424)],6580,0.0001925,0.0001925,659
5249,5085,SPropertyEditorTitle [PropertyEditorHelpers.cpp(55)],1974,0.000146500001,0.000146500001,659
5248,5085,SPropertyNameWidget [PropertyHandleImpl.cpp(2673)],658,1.97000003e-05,1.97000003e-05,659
5247,5085,SEditConditionWidget [SDetailSingleItemRow.cpp(552)],6580,0.000239500001,0.000239500001,659
5246,5085,SDetailExpanderArrow [SDetailSingleItemRow.cpp(543)],6580,0.000172899998,0.000172899998,659
5245,5085,SDetailRowIndent [SDetailSingleItemRow.cpp(482)],6580,0.000178399997,0.000178399997,659
5244,5085,SSplitter [SDetailSingleItemRow.cpp(455)],6580,0.0002081,0.0002081,659
5243,5085,SDetailSingleItemRow [DetailItemNode.cpp(279)],6580,0.00869680001,0.00869680001,659
5242,5085,SConstrainedBox [SDetailExpanderArrow.cpp(15)],3290,0.000165300001,0.000165300001,659
5241,5085,SDetailExpanderArrow [SDetailCategoryTableRow.cpp(80)],1974,0.000117299999,0.000117299999,659
5240,5085,SDetailRowIndent [SDetailCategoryTableRow.cpp(72)],1974,9.39999999e-05,9.39999999e-05,659
5239,5085,SDetailCategoryTableRow [DetailCategoryBuilderImpl.cpp(930)],1974,0.000147,0.000147,659
5238,5085,SDetailTree [SDetailsView.cpp(511)],658,0.0012056,0.000264799999,659
5212,5238,STreeView::Tick,658,0.000940799999,0.0002159,659
5215,5212,STableViewBase::Tick,658,0.000724899999,0.000724899999,659
5237,5085,SComboButton [SDetailsView.cpp(370)],658,0.000218299999,0.000218299999,659
5236,5085,SSearchBox [SDetailsView.cpp(305)],658,0.000109300001,0.000109300001,659
5234,5085,SDetailsView [PropertyEditorModule.cpp(277)],658,0.0691293,0.0005959,659
5235,5234,SDetailsViewBase::Tick,658,0.0685334,0.0685334,659
5233,5085,SDockTab [SLevelEditor.cpp(1180)],658,2.40000016e-05,2.40000016e-05,659
5232,5085,SDockTab [SLevelEditor.cpp(813)],658,2.00999991e-05,2.00999991e-05,659
5231,5085,SScrollBar [STableViewBase.cpp(169)],658,0.0010377,0.0010377,659
5230,5085,SInlineEditableTextBlock [ActorTreeItem.cpp(55)],5922,0.000192400003,0.000192400003,659
5229,5085,SActorTreeLabel [ActorTreeItem.cpp(345)],5922,0.000235500001,0.000235500001,659
5228,5085,SInlineEditableTextBlock [ActorFolderTreeItem.cpp(37)],1974,0.000156300001,0.000156300001,659
5227,5085,SActorFolderTreeLabel [ActorFolderTreeItem.cpp(308)],1974,0.000132599999,0.000132599999,659
5226,5085,SWorldTreeLabel [WorldTreeItem.cpp(253)],658,0.000104299998,0.000104299998,659
5225,5085,SExpanderArrow [SOutlinerTreeView.cpp(306)],8554,0.000324199998,0.000324199998,659
5224,5085,SSceneOutlinerTreeRow [SSceneOutliner.cpp(1927)],8554,0.0016419,0.0016419,659
5223,5085,SListPanel [STableViewBase.cpp(141)],1316,0.000246399996,0.000246399996,659
5222,5085,SSeparator [SHeaderRow.cpp(1047)],658,4.20000006e-05,4.20000006e-05,659
5221,5085,STableColumnHeader [SHeaderRow.cpp(874)],1974,0.0001239,0.0001239,659
5220,5085,SSplitter [SHeaderRow.cpp(808)],658,2.25999995e-05,2.25999995e-05,659
5219,5085,SHeaderRow [SSceneOutliner.cpp(125)],658,6.65000003e-05,6.65000003e-05,659
5211,5085,SSceneOutlinerTreeView [SSceneOutliner.cpp(266)],658,0.0104796,0.0002471,659
5212,5211,STreeView::Tick,658,0.0102325,0.000337300002,659
5215,5212,STableViewBase::Tick,658,0.0098952,0.0098952,659
5210,5085,SWrapBox [SBasicFilterBar.h(156)],658,0.000181599999,0.000181599999,659
5209,5085,SSceneOutlinerFilterBar [SSceneOutliner.cpp(2784)],658,0.000107400001,0.000107400001,659
5208,5085,SComboButton [SSceneOutliner.cpp(206)],658,0.000116299998,0.000116299998,659
5207,5085,SFilterSearchBoxImpl [SFilterSearchBox.cpp(180)],658,0.0003407,0.0003407,659
5206,5085,SMenuAnchor [SFilterSearchBox.cpp(177)],658,4.52999999e-05,4.52999999e-05,659
5205,5085,SFilterSearchBox [SSceneOutliner.cpp(64)],658,0.0001534,0.0001534,659
5204,5085,SComboButton [SBasicFilterBar.h(264)],658,0.000217599999,0.000217599999,659
5201,5085,SSceneOutliner [SceneOutlinerModule.cpp(86)],658,0.0031529,0.000593799999,659
5202,5201,SSceneOutliner::Tick,658,0.0025591,0.0025591,659
5200,5085,SDockTab [SLevelEditor.cpp(1032)],658,2.06999993e-05,2.06999993e-05,659
5199,5085,SMultiLineEditableTextBox [SOutputLog.cpp(226)],1316,0.000133299999,0.000133299999,659
5198,5085,SComboButton [SOutputLog.cpp(191)],1316,0.000167400002,0.000167400002,659
5197,5085,SMenuAnchor [SOutputLog.cpp(182)],1316,9.7100001e-05,9.7100001e-05,659
5196,5085,SConsoleInputBox [SOutputLog.cpp(1351)],658,0.000316000001,0.000316000001,659
5195,5085,SScrollBar [SMultiLineEditableTextBox.cpp(71)],658,0.000479199998,0.000479199998,659
5194,5085,SScrollBarTrack [SScrollBar.cpp(47)],2632,9.34999975e-05,9.34999975e-05,659
5193,5085,SScrollBar [SMultiLineEditableTextBox.cpp(59)],658,0.0023838,0.0023838,659
5192,5085,SMultiLineEditableText [SMultiLineEditableTextBox.cpp(97)],1974,0.007925,0.007925,659
5191,5085,SMultiLineEditableTextBox [SOutputLog.cpp(1225)],658,0.0001077,0.0001077,659
5190,5085,SComboButton [SOutputLog.cpp(1313)],658,2.9e-05,2.9e-05,659
5189,5085,SComboButton [SOutputLog.cpp(1262)],658,0.000143699999,0.000143699999,659
5188,5085,SSearchBox [SOutputLog.cpp(1252)],658,0.000114799999,0.000114799999,659
5176,5085,SOutputLog [OutputLogModule.cpp(113)],658,0.000972200001,0.000972200001,659
