Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,1318,1318.000000,25.244819,0.006907,0.038417,0.019154,0.017092,3.948981,0.000071,0.009340,0.002996,0.002786
RenderGraphExecute,6602,6602.000000,19.195238,0.000010,0.027495,0.002907,0.002370,9.574257,0.000003,0.027495,0.001450,0.000003
FEngineLoop::Tick,659,659.000000,18.028721,0.019828,0.041837,0.027358,0.026053,0.004302,0.000002,0.000103,0.000007,0.000006
Frame,659,659.000000,18.022013,0.019818,0.041828,0.027348,0.026043,0.029644,0.000004,0.000298,0.000045,0.000040
Tick_Engine,659,659.000000,13.886856,0.014029,0.034337,0.021073,0.019773,0.237776,0.000249,0.000635,0.000361,0.000347
SceneRender,2648,2648.000000,12.416314,0.000899,0.011957,0.004689,0.004585,1.777213,0.000001,0.002977,0.000671,0.000272
UWorld_Tick,2635,2635.000000,12.122203,0.000137,0.019468,0.004600,0.004823,1.667309,0.000059,0.005274,0.000633,0.000322
Scene,2648,2648.000000,9.182033,0.000895,0.008655,0.003468,0.003403,1.082782,0.000089,0.002386,0.000409,0.000321
TickCompletionEvents,13179,13179.000000,6.604466,0.000000,0.003696,0.000501,0.000038,0.018881,0.000000,0.000108,0.000001,0.000001
ProcessUntilTasksComplete,13179,13179.000000,6.585585,0.000000,0.003692,0.000500,0.000037,1.593973,0.000000,0.001158,0.000121,0.000012
Slate::Tick (Time and Widgets),658,658.000000,3.391295,0.004522,0.006500,0.005154,0.005101,0.039235,0.000048,0.000198,0.000060,0.000056
Slate::DrawWindows,658,658.000000,3.344688,0.004444,0.006430,0.005083,0.005026,0.030708,0.000034,0.000250,0.000047,0.000043
FActorComponentTickFunction::ExecuteTick,433668,433668.000000,2.613097,0.000000,0.006726,0.000006,0.000000,0.038650,0.000000,0.000119,0.000000,0.000000
RayTracingDynamicGeometry,2646,2646.000000,1.772137,0.000075,0.002602,0.000670,0.000509,0.008753,0.000001,0.000011,0.000003,0.000003
Slate::DrawWindow,1316,1316.000000,1.548490,0.000206,0.003132,0.001177,0.001610,0.008749,0.000003,0.000082,0.000007,0.000007
Slate_PaintSlowPath,1316,1316.000000,1.539741,0.000200,0.003125,0.001170,0.001604,1.108913,0.000036,0.002619,0.000843,0.001275
Slate::Prepass,658,658.000000,1.524240,0.002119,0.003350,0.002316,0.002293,1.510785,0.002099,0.003325,0.002296,0.002272
RayTracingDynamicGeometryUpdate,2646,2646.000000,1.453973,0.000036,0.002599,0.000549,0.000308,1.453973,0.000036,0.002599,0.000549,0.000308
Door,480168,480168.000000,1.374469,0.000001,0.000166,0.000003,0.000003,0.054246,0.000000,0.000139,0.000000,0.000000
CharMoveComp,63264,63264.000000,1.325908,0.000000,0.000376,0.000021,0.000008,0.008868,0.000000,0.000049,0.000000,0.000000
SK_RPF_Door,480168,480168.000000,1.320223,0.000001,0.000166,0.000003,0.000003,0.409928,0.000000,0.000145,0.000001,0.000000
