seconds,frame_ms,sim_steps,sim_ms,combat_ms,alive,ordered_moving,observed_moving,blocked,arrived,in_bytes_s,out_bytes_s,pose_age_ms
0.017253,17.25290,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,7.346
0.034479,17.22620,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,24.572
0.052252,17.77310,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,16.746
0.069106,16.85340,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,33.599
0.086100,16.99440,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,16.102
0.102808,16.70790,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,32.809
0.119398,16.59020,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,15.523
0.136280,16.88240,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,32.405
0.153318,17.03750,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,15.969
0.171069,17.75150,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,33.720
0.187979,16.90970,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,15.995
0.206439,18.46020,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,34.455
0.222789,16.35010,0,0.00000,0.00000,1200,1200,1200,0,0,58723,2884,15.563
0.240557,17.76780,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,33.331
0.258880,18.32280,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,17.393
0.275218,16.33830,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,33.731
0.292579,17.36110,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,16.382
0.309010,16.43090,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,32.813
0.327412,18.40160,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,17.581
0.344246,16.83380,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,15.978
0.360757,16.51170,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,15.662
0.379660,18.90260,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,17.749
0.398304,18.64400,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,17.855
0.415832,17.52760,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,16.546
0.430632,14.80070,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,31.347
0.448123,17.49080,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,16.286
0.465896,17.77260,0,0.00000,0.00000,1200,1200,1200,0,0,67546,2966,17.003
