Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3632,3632.000000,59.684084,0.000898,0.020318,0.016433,0.016591,0.541146,0.000002,0.002591,0.000149,0.000081
SceneRender,3632,3632.000000,58.293527,0.000874,0.019739,0.016050,0.016309,10.581744,0.000001,0.007553,0.002913,0.003014
RenderGraphExecute,7262,7262.000000,48.417215,0.000032,0.019115,0.006667,0.002634,1.794445,0.000002,0.003546,0.000247,0.000038
Scene,3631,3631.000000,45.484539,0.000105,0.017694,0.012527,0.012364,1.990775,0.000002,0.003963,0.000548,0.000322
FEngineLoop::Tick,1816,1816.000000,29.998597,0.000010,0.021335,0.016519,0.016596,0.016379,0.000002,0.000047,0.000009,0.000009
Frame,1816,1816.000000,29.957984,0.000009,0.021313,0.016497,0.016579,0.006873,0.000000,0.000037,0.000004,0.000003
FrameTime,3631,3631.000000,29.921909,0.000008,0.020978,0.008241,0.000432,0.096817,0.000001,0.000115,0.000027,0.000007
Frame Sync Time,1814,1814.000000,15.988374,0.002849,0.014128,0.008814,0.008888,0.018657,0.000007,0.000047,0.000010,0.000010
GameThreadWaitForTask,1814,1814.000000,15.954006,0.002826,0.014112,0.008795,0.008868,0.002090,0.000001,0.000014,0.000001,0.000001
Game thread idle time,1814,1814.000000,15.951916,0.002825,0.014111,0.008794,0.008867,15.951916,0.002825,0.014111,0.008794,0.008867
Tick_Engine,1815,1815.000000,10.050652,0.004286,0.007811,0.005538,0.005496,0.002343,0.000001,0.000002,0.000001,0.000001
GameEngine Tick,1815,1815.000000,10.048309,0.004284,0.007810,0.005536,0.005495,0.092871,0.000038,0.000147,0.000051,0.000050
DiffuseIndirectAndAO,3629,3629.000000,8.758123,0.000043,0.007171,0.002413,0.002491,0.074756,0.000001,0.002071,0.000021,0.000001
UWorld_Tick,1815,1815.000000,7.822893,0.003203,0.006509,0.004310,0.004272,0.038782,0.000016,0.000050,0.000021,0.000021
World Tick Time,1815,1815.000000,7.765300,0.003170,0.006455,0.004278,0.004232,0.045330,0.000019,0.000062,0.000025,0.000025
LumenScreenProbeGather,3628,3628.000000,7.680815,0.000041,0.006487,0.002117,0.002190,5.215669,0.000001,0.006155,0.001438,0.000903
PostProcessing,3630,3630.000000,7.166634,0.000230,0.005189,0.001974,0.002184,0.650213,0.000003,0.002918,0.000179,0.000121
Tick Time,7260,7260.000000,6.286819,0.000003,0.002827,0.000866,0.001272,0.016886,0.000000,0.000020,0.000002,0.000002
ReleaseTickGroup Block,10890,10890.000000,6.088574,0.000035,0.002487,0.000559,0.000307,0.001716,0.000000,0.000007,0.000000,0.000000
TickCompletionEvents,12705,12705.000000,6.086859,0.000011,0.002486,0.000479,0.000236,0.013900,0.000000,0.000021,0.000001,0.000001
