Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3678,3678.000000,59.669038,0.005131,0.019678,0.016223,0.016445,0.488089,0.000002,0.002724,0.000133,0.000084
SceneRender,3678,3678.000000,58.244267,0.005105,0.019493,0.015836,0.016005,10.507672,0.000101,0.008129,0.002857,0.003061
RenderGraphExecute,7354,7354.000000,48.544801,0.000001,0.018372,0.006601,0.004084,2.041260,0.000000,0.003619,0.000278,0.000037
Scene,3678,3678.000000,45.370652,0.002399,0.016901,0.012336,0.012067,1.847536,0.000038,0.003783,0.000502,0.000303
FEngineLoop::Tick,1839,1839.000000,29.998477,0.010219,0.020946,0.016312,0.016503,0.015320,0.000002,0.000027,0.000008,0.000008
Frame,1839,1839.000000,29.957506,0.010199,0.020917,0.016290,0.016478,0.007709,0.000001,0.000017,0.000004,0.000004
FrameTime,3677,3677.000000,29.920151,0.000097,0.020670,0.008137,0.009864,0.099283,0.000001,0.000179,0.000027,0.000041
Frame Sync Time,1839,1839.000000,18.027765,0.000007,0.014666,0.009803,0.009928,0.019937,0.000003,0.000332,0.000011,0.000010
GameThreadWaitForTask,1838,1838.000000,17.992070,0.003065,0.014648,0.009789,0.009851,0.002519,0.000001,0.000018,0.000001,0.000001
Game thread idle time,1838,1838.000000,17.989551,0.003064,0.014646,0.009788,0.009850,17.989534,0.003064,0.014646,0.009788,0.009850
Tick_Engine,1839,1839.000000,8.959302,0.000391,0.016152,0.004872,0.004690,0.002253,0.000001,0.000004,0.000001,0.000001
GameEngine Tick,1839,1839.000000,8.957050,0.000391,0.016151,0.004871,0.004689,0.092352,0.000013,0.000178,0.000050,0.000050
DiffuseIndirectAndAO,3676,3676.000000,8.794612,0.000042,0.007136,0.002392,0.002515,0.072173,0.000001,0.002441,0.000020,0.000001
LumenScreenProbeGather,3676,3676.000000,7.745407,0.000040,0.006202,0.002107,0.002126,5.277649,0.000001,0.005386,0.001436,0.000600
PostProcessing,3676,3676.000000,7.156376,0.000224,0.005599,0.001947,0.002179,0.669370,0.000003,0.002534,0.000182,0.000131
UWorld_Tick,1838,1838.000000,6.867088,0.002081,0.015105,0.003736,0.003528,0.039931,0.000016,0.000071,0.000022,0.000021
World Tick Time,1838,1838.000000,6.807042,0.002051,0.015076,0.003704,0.003499,0.049430,0.000020,0.000057,0.000027,0.000027
Tick Time,7352,7352.000000,5.260246,0.000004,0.002793,0.000715,0.000567,0.017558,0.000000,0.000026,0.000002,0.000002
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,3676,3676.000000,5.180155,0.000219,0.004602,0.001409,0.001237,5.180155,0.000219,0.004602,0.001409,0.001237
ReleaseTickGroup Block,11028,11028.000000,5.026722,0.000009,0.002271,0.000456,0.000238,0.001817,0.000000,0.000004,0.000000,0.000000
TickCompletionEvents,12866,12866.000000,5.024905,0.000001,0.002270,0.000391,0.000070,0.012429,0.000000,0.000016,0.000001,0.000001
