Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
BufferPoolCopyOps,3542,3542.000000,0.003940,0.000000,0.000018,0.000001,0.000001,0.003940,0.000000,0.000018,0.000001,0.000001
TexturePoolCopyOps,3542,3542.000000,0.003917,0.000000,0.000002,0.000001,0.000001,0.003917,0.000000,0.000002,0.000001,0.000001
Frame,3542,3542.000000,99.169353,0.014423,0.071632,0.027998,0.024247,14.461551,0.000075,0.024360,0.004083,0.004245
WorldTick,7084,7084.000000,0.087552,0.000000,0.028099,0.000012,0.000000,0.087552,0.000000,0.028099,0.000012,0.000000
SendAllEndOfFrameUpdates,5313,5313.000000,0.007212,0.000000,0.000009,0.000001,0.000001,0.007212,0.000000,0.000009,0.000001,0.000001
SceneRender,7122,7122.000000,54.369371,0.003454,0.021994,0.007634,0.007199,9.074684,0.000107,0.012566,0.001274,0.001114
RayTracingGeometry,3561,3561.000000,0.001655,0.000000,0.000003,0.000000,0.000000,0.001655,0.000000,0.000003,0.000000,0.000000
GPUSkinCache_UpdateSkinningBatches,7084,7084.000000,0.451330,0.000000,0.003004,0.000064,0.000061,0.233139,0.000000,0.002928,0.000033,0.000030
SkinCacheDispatch,417554,417554.000000,0.218191,0.000000,0.002930,0.000001,0.000000,0.218191,0.000000,0.002930,0.000001,0.000000
ScaleVariableRateShadingTexture,3542,3542.000000,0.003117,0.000000,0.000003,0.000001,0.000001,0.003117,0.000000,0.000003,0.000001,0.000001
UpdateLumenSceneBuffers,3561,3561.000000,0.009829,0.000000,0.001404,0.000003,0.000000,0.009829,0.000000,0.001404,0.000003,0.000000
RenderGraphExecute,24832,24832.000000,75.072423,0.000000,0.055599,0.003023,0.000000,33.387262,0.000000,0.055599,0.001345,0.000000
FRDGBuilder::SubmitBufferUploads,14187,14187.000000,0.204699,0.000000,0.002821,0.000014,0.000000,0.204699,0.000000,0.002821,0.000014,0.000000
UpdateAllPrimitiveSceneInfos,7068,7068.000000,0.096150,0.000001,0.002612,0.000014,0.000001,0.031593,0.000000,0.000022,0.000004,0.000005
GPUSceneUpdate,5316,5316.000000,0.048179,0.000003,0.002610,0.000009,0.000003,0.005768,0.000000,0.000004,0.000001,0.000001
GPUScene.Update,5316,5316.000000,0.042411,0.000003,0.002609,0.000008,0.000003,0.020805,0.000000,0.001953,0.000004,0.000000
UpdateGPUScene,5313,5313.000000,0.021607,0.000001,0.002606,0.000004,0.000001,0.021607,0.000001,0.002606,0.000004,0.000001
UpdateDistanceFieldAtlas,3561,3561.000000,0.240384,0.000031,0.002908,0.000068,0.000060,0.240384,0.000031,0.002908,0.000068,0.000060
Nanite::Streaming,1771,1771.000000,0.199518,0.000061,0.002577,0.000113,0.000112,0.001854,0.000000,0.000004,0.000001,0.000001
Nanite::Readback,1771,1771.000000,0.197664,0.000060,0.002576,0.000112,0.000111,0.197664,0.000060,0.002576,0.000112,0.000111
Scene,7122,7122.000000,39.984188,0.002482,0.014304,0.005614,0.006065,3.123854,0.000033,0.005563,0.000439,0.000312
