monotonic_seconds,send_ms,receive_ms,ack_ms,capture_ms,wire_read_ms,send_calls,receive_calls,ack_calls,capture_calls,wire_read_calls,decoded_samples,decode_failures,absolute_samples,delta_samples,payload_bytes,cache_bytes,peak_cache_bytes
16800911.551526699,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
16800911.568365701,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
16800911.584495299,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
16800911.603475101,0.000000000,0.042300671,0.000000000,0.000000000,0.110693276,0,13,0,0,13,300,0,0,0,0,0,0
16800911.620499499,0.000000000,0.070001930,0.000000000,0.000000000,0.183690339,0,26,0,0,26,600,0,0,0,0,0,0
16800911.637220401,0.000000000,0.070001930,0.000000000,0.000000000,0.183690339,0,26,0,0,26,600,0,0,0,0,0,0
16800911.655452400,0.000000000,0.110607594,0.000000000,0.000000000,0.287201256,0,39,0,0,39,900,0,0,0,0,0,0
16800911.671270799,0.000000000,0.110607594,0.000000000,0.000000000,0.287201256,0,39,0,0,39,900,0,0,0,0,0,0
16800911.688616201,0.000000000,0.133104622,0.000000000,0.000000000,0.350702554,0,49,0,0,49,1160,0,0,0,0,0,0
16800911.706646401,0.000000000,0.177610666,0.000000000,0.000000000,0.479798764,0,62,0,0,62,1460,0,0,0,0,0,0
16800911.723655399,0.000000000,0.187713653,0.000000000,0.000000000,0.502895564,0,65,0,0,65,1500,0,0,0,0,0,0
16800911.741108801,0.000000000,0.211808830,0.000000000,0.000000000,0.567890704,0,75,0,0,75,1760,0,0,0,0,0,0
16800911.757652301,0.000000000,0.221505761,0.000000000,0.000000000,0.587694347,0,78,0,0,78,1800,0,0,0,0,0,0
16800911.775562599,0.000000000,0.221505761,0.000000000,0.000000000,0.587694347,0,78,0,0,78,1800,0,0,0,0,0,0
16800911.792404100,0.000000000,0.254999846,0.000000000,0.000000000,0.671487302,0,91,0,0,91,2100,0,0,0,0,0,0
16800911.808720998,0.000000000,0.254999846,0.000000000,0.000000000,0.671487302,0,91,0,0,91,2100,0,0,0,0,0,0
16800911.826013699,0.000000000,0.290200114,0.000000000,0.000000000,0.763986260,0,103,0,0,103,2394,0,0,0,0,0,0
16800911.844317399,0.000000000,0.330090523,0.000000000,0.000000000,0.861387700,0,117,0,0,117,2700,0,0,0,0,0,0
16800911.861139499,0.000000000,0.330090523,0.000000000,0.000000000,0.861387700,0,117,0,0,117,2700,0,0,0,0,0,0
