Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,5453,5453.000000,59.376037,0.001398,0.021324,0.010889,0.010858,0.486131,0.000002,0.005186,0.000089,0.000054
SceneRender,5453,5453.000000,57.834662,0.001336,0.021119,0.010606,0.010528,13.185894,0.000002,0.013329,0.002418,0.002291
RenderGraphExecute,10904,10904.000000,45.621378,0.000001,0.020553,0.004184,0.003011,4.797566,0.000000,0.011487,0.000440,0.000000
Scene,5452,5452.000000,39.761845,0.001331,0.015597,0.007293,0.006807,6.639749,0.000006,0.007888,0.001218,0.001280
FEngineLoop::Tick,2727,2727.000000,29.997754,0.000830,0.019378,0.011000,0.010760,0.021779,0.000001,0.000133,0.000008,0.000008
Frame,2727,2727.000000,29.943254,0.000829,0.019363,0.010980,0.010751,0.009410,0.000000,0.000122,0.000003,0.000003
FrameTime,5453,5453.000000,29.895738,0.000080,0.019200,0.005482,0.000853,0.155802,0.000000,0.000251,0.000029,0.000005
Frame Sync Time,2726,2726.000000,14.707583,0.000007,0.015331,0.005395,0.005115,0.029103,0.000005,0.000386,0.000011,0.000009
GameThreadWaitForTask,2718,2718.000000,14.657622,0.000421,0.015315,0.005393,0.005085,0.003439,0.000000,0.000098,0.000001,0.000001
Game thread idle time,2718,2718.000000,14.654184,0.000420,0.015313,0.005392,0.005083,14.653839,0.000420,0.015313,0.005391,0.005083
Tick_Engine,2726,2726.000000,10.972931,0.002033,0.009114,0.004025,0.003893,0.003536,0.000001,0.000106,0.000001,0.000002
GameEngine Tick,2726,2726.000000,10.969395,0.002032,0.009112,0.004024,0.003892,0.139977,0.000035,0.000279,0.000051,0.000050
UWorld_Tick,2726,2726.000000,8.242226,0.001554,0.007420,0.003024,0.002798,0.058507,0.000013,0.000194,0.000021,0.000019
World Tick Time,2726,2726.000000,8.153746,0.001527,0.007362,0.002991,0.002764,0.071085,0.000016,0.000232,0.000026,0.000025
Tick Time,10904,10904.000000,6.760298,0.000003,0.004089,0.000620,0.000333,0.022646,0.000000,0.000109,0.000002,0.000001
ReleaseTickGroup Block,16356,16356.000000,6.392997,0.000008,0.002553,0.000391,0.000213,0.002390,0.000000,0.000055,0.000000,0.000000
TickCompletionEvents,19082,19082.000000,6.390607,0.000001,0.002553,0.000335,0.000078,0.019967,0.000000,0.000102,0.000001,0.000001
ProcessUntilTasksComplete,19082,19082.000000,6.350605,0.000000,0.002548,0.000333,0.000077,0.151605,0.000000,0.000293,0.000008,0.000003
DiffuseIndirectAndAO,5451,5451.000000,6.178686,0.000035,0.006001,0.001133,0.000999,0.055019,0.000001,0.001024,0.000010,0.000001
ExecuteTask,187429,187429.000000,5.965708,0.000000,0.001780,0.000032,0.000000,0.067803,0.000000,0.000365,0.000000,0.000000
PostProcessing,5452,5452.000000,5.651959,0.000283,0.004857,0.001037,0.000976,0.522539,0.000003,0.001565,0.000096,0.000113
LumenScreenProbeGather,5450,5450.000000,5.335200,0.000034,0.005516,0.000979,0.000864,3.310283,0.000001,0.004890,0.000607,0.000421
FTickFunctionTask,165419,165419.000000,4.578032,0.000000,0.001621,0.000028,0.000000,0.092758,0.000000,0.000146,0.000001,0.000000
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,5452,5452.000000,4.129834,0.000278,0.003269,0.000757,0.000610,4.129834,0.000278,0.003269,0.000757,0.000610
PrepareImageBasedVRS,2725,2725.000000,3.339475,0.000443,0.003952,0.001225,0.001010,0.020079,0.000001,0.000947,0.000007,0.000001
ContrastAdaptiveShading,2725,2725.000000,3.319396,0.000438,0.003789,0.001218,0.000980,3.319396,0.000438,0.003789,0.001218,0.000980
ParallelDraw,10901,10901.000000,3.285296,0.000000,0.002879,0.000301,0.000204,3.285296,0.000000,0.002879,0.000301,0.000204
RenderDeferredLighting,2726,2726.000000,2.771784,0.000469,0.002997,0.001017,0.000750,0.010868,0.000001,0.000818,0.000004,0.000001
Total Slate Tick Time,5450,5450.000000,2.619249,0.000010,0.003915,0.000481,0.000621,0.021421,0.000000,0.000142,0.000004,0.000003
Slate::Tick (Time and Widgets),2725,2725.000000,2.551805,0.000658,0.003916,0.000936,0.000823,0.000501,0.000000,0.000003,0.000000,0.000000
Slate::DrawWindows,2725,2725.000000,2.525699,0.000652,0.003896,0.000927,0.000816,0.056632,0.000010,0.000170,0.000021,0.000020
TG_PrePhysics,2726,2726.000000,2.310822,0.000520,0.002238,0.000848,0.000832,0.006869,0.000001,0.000096,0.000003,0.000002
TG_PostUpdateWork,2726,2726.000000,2.243612,0.000267,0.002561,0.000823,0.000545,0.003953,0.000000,0.000036,0.000001,0.000001
BasePass,2725,2725.000000,2.174402,0.000385,0.002988,0.000798,0.000701,0.137710,0.000020,0.001315,0.000051,0.000033
ShadowDepths,2725,2725.000000,2.155086,0.000340,0.003444,0.000791,0.000497,0.101938,0.000007,0.001071,0.000037,0.000018
GT Total,28063,28063.000000,2.017537,0.000000,0.001619,0.000072,0.000000,0.121530,0.000000,0.000343,0.000004,0.000000
RedrawViewports,2726,2726.000000,1.860441,0.000314,0.002127,0.000682,0.000699,0.016655,0.000003,0.000311,0.000006,0.000006
FViewport_Draw,2726,2726.000000,1.843786,0.000310,0.002119,0.000676,0.000694,0.160277,0.000033,0.000502,0.000059,0.000056
Collision,19768,19768.000000,1.740266,0.000000,0.000662,0.000088,0.000087,1.674514,0.000000,0.000662,0.000085,0.000081
Nanite::DrawGeometry,5450,5450.000000,1.698053,0.000169,0.001848,0.000312,0.000254,0.358894,0.000029,0.001609,0.000066,0.000045
PrePass %s %s,2725,2725.000000,1.555014,0.000217,0.002542,0.000571,0.000499,0.090682,0.000017,0.001072,0.000033,0.000028
UpdateRadianceCaches,5450,5450.000000,1.513088,0.000032,0.001841,0.000278,0.000197,1.513088,0.000032,0.001841,0.000278,0.000197
TG_EndPhysics,2726,2726.000000,1.484504,0.000113,0.001742,0.000545,0.000442,0.003442,0.000000,0.000031,0.000001,0.000001
DiffuseIndirectAndAO,5452,5452.000000,1.453074,0.000067,0.001672,0.000267,0.000261,0.364406,0.000000,0.001409,0.000067,0.000071
Draw Window And Children Time,2725,2725.000000,1.401659,0.000355,0.002189,0.000514,0.000447,0.010053,0.000001,0.000136,0.000004,0.000003
Slate::DrawWindow,2725,2725.000000,1.385708,0.000352,0.002178,0.000509,0.000444,0.029257,0.000004,0.000073,0.000011,0.000010
Slate_PaintSlowPath,2725,2725.000000,1.356451,0.000348,0.002154,0.000498,0.000439,0.048811,0.000008,0.000167,0.000018,0.000017
FActorComponentTickFunction::ExecuteTick,76448,76448.000000,1.320634,0.000000,0.000758,0.000017,0.000000,0.026284,0.000000,0.000096,0.000000,0.000000
SViewport_OnPaint,2725,2725.000000,1.272448,0.000333,0.002076,0.000467,0.000404,0.000551,0.000000,0.000003,0.000000,0.000000
Game UI Paint,2725,2725.000000,1.271897,0.000333,0.002076,0.000467,0.000404,0.015803,0.000003,0.000055,0.000006,0.000006
GuLiCommanderPresentationActor,2726,2726.000000,1.235549,0.000250,0.001436,0.000453,0.000406,0.004966,0.000001,0.000178,0.000002,0.000001
GuLiCommanderPresentation_RebuildLocalInstances,2726,2726.000000,1.230584,0.000249,0.001433,0.000451,0.000404,0.060683,0.000008,0.000266,0.000022,0.000013
RenderVirtualShadowMaps,2725,2725.000000,1.201605,0.000200,0.001662,0.000441,0.000303,0.141297,0.000021,0.001283,0.000052,0.000021
Paint: Game UI,2725,2725.000000,1.188575,0.000315,0.001998,0.000436,0.000383,0.049185,0.000010,0.000128,0.000018,0.000015
ComputeVolumetricFog,2726,2726.000000,1.171738,0.000225,0.001697,0.000430,0.000255,0.003514,0.000000,0.000009,0.000001,0.000001
VolumetricFog,2726,2726.000000,1.168224,0.000224,0.001695,0.000429,0.000254,0.038637,0.000002,0.001390,0.000014,0.000002
FXSystemPreRender,5450,5450.000000,1.159478,0.000000,0.001937,0.000213,0.000049,1.159246,0.000000,0.001937,0.000213,0.000049
CaptureConvolveSkyEnvMap,5450,5450.000000,1.140031,0.000007,0.002413,0.000209,0.000201,0.025042,0.000000,0.001329,0.000005,0.000000
SConstraintCanvas,27250,27250.000000,1.128993,0.000000,0.001844,0.000041,0.000000,0.810461,0.000001,0.000752,0.000030,0.000009
Lights,2726,2726.000000,1.124008,0.000153,0.001650,0.000412,0.000274,0.000231,0.000000,0.000002,0.000000,0.000000
DirectLighting,2726,2726.000000,1.123777,0.000153,0.001650,0.000412,0.000274,0.113345,0.000023,0.001067,0.000042,0.000023
LumenReflections,2726,2726.000000,1.088668,0.000160,0.001672,0.000399,0.000297,1.088668,0.000160,0.001672,0.000399,0.000297
Niagara Manager Tick [GT],27260,27260.000000,1.087713,0.000000,0.001619,0.000040,0.000000,0.019041,0.000000,0.000074,0.000001,0.000000
