seconds,frame_ms,sim_steps,sim_ms,combat_ms,alive,ordered_moving,observed_moving,blocked,arrived,in_bytes_s,out_bytes_s,pose_age_ms
0.018084,18.08450,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,7.868
0.035225,17.14080,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,25.009
0.052996,17.77100,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,16.684
0.069203,16.20720,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,32.892
0.087138,17.93450,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,17.094
0.104593,17.45520,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,34.549
0.121461,16.86780,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,51.417
0.139329,17.86770,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,16.912
0.157327,17.99860,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,16.985
0.175351,18.02350,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,17.189
0.192454,17.10350,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,16.421
0.212006,19.55180,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,17.851
0.228409,16.40330,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,15.745
0.246779,18.36950,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,17.401
0.264186,17.40680,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,34.808
0.282269,18.08280,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,16.874
0.299088,16.81960,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,33.693
0.316378,17.29010,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,16.245
0.334413,18.03470,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,34.280
0.351815,17.40240,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,16.394
0.370390,18.57430,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,34.968
0.387723,17.33310,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,16.437
0.404047,16.32420,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,32.761
0.421566,17.51890,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,50.280
0.437828,16.26210,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,15.398
0.455422,17.59420,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,16.635
0.472303,16.88070,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,33.516
0.490582,18.27910,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,17.309
0.507586,17.00400,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,34.313
0.525008,17.42210,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,51.735
0.541921,16.91320,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,15.859
0.559720,17.79910,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,16.901
0.576201,16.48050,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,15.361
0.595103,18.90220,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,18.189
0.610575,15.47200,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,33.661
0.630097,19.52230,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,18.253
0.646265,16.16810,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,34.421
0.665804,19.53820,0,0.00000,0.00000,1200,1200,1200,0,0,183779,2045,18.719
