Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,6282,6282.000000,59.637545,0.005559,0.016952,0.009493,0.009357,0.338900,0.000002,0.002645,0.000054,0.000055
SceneRender,6282,6282.000000,58.738998,0.005535,0.016872,0.009350,0.009200,13.622503,0.000001,0.009609,0.002168,0.002039
RenderGraphExecute,12562,12562.000000,45.573835,0.000029,0.015690,0.003628,0.003430,5.996247,0.000002,0.007254,0.000477,0.000075
Scene,6282,6282.000000,38.679311,0.003139,0.012869,0.006157,0.006185,7.431214,0.000036,0.007123,0.001183,0.001468
FEngineLoop::Tick,3141,3141.000000,29.997505,0.005734,0.014044,0.009550,0.009428,0.025520,0.000002,0.000030,0.000008,0.000008
Frame,3141,3141.000000,29.928361,0.005717,0.014024,0.009528,0.009409,0.011420,0.000002,0.000024,0.000004,0.000003
FrameTime,6281,6281.000000,29.868237,0.000110,0.013699,0.004755,0.005326,0.161189,0.000001,0.000161,0.000026,0.000040
Tick_Engine,3141,3141.000000,14.395270,0.002844,0.007875,0.004583,0.004673,0.004059,0.000001,0.000014,0.000001,0.000001
GameEngine Tick,3141,3141.000000,14.391211,0.002842,0.007873,0.004582,0.004672,0.147144,0.000018,0.000179,0.000047,0.000046
UWorld_Tick,3141,3141.000000,10.986890,0.001923,0.006515,0.003498,0.003593,0.065226,0.000001,0.000054,0.000021,0.000020
World Tick Time,3141,3141.000000,10.892473,0.001895,0.006481,0.003468,0.003563,0.075621,0.000012,0.000062,0.000024,0.000024
Frame Sync Time,3141,3141.000000,10.794883,0.000010,0.009158,0.003437,0.003429,0.032546,0.000003,0.000096,0.000010,0.000010
GameThreadWaitForTask,3131,3131.000000,10.734584,0.000038,0.009139,0.003428,0.003440,0.003016,0.000000,0.000004,0.000001,0.000001
Game thread idle time,3131,3131.000000,10.731568,0.000037,0.009138,0.003428,0.003439,10.731533,0.000036,0.009138,0.003428,0.003438
Tick Time,12563,12563.000000,8.854812,0.000003,0.003080,0.000705,0.000562,0.026414,0.000000,0.000025,0.000002,0.000002
ReleaseTickGroup Block,18844,18844.000000,8.497352,0.000009,0.002324,0.000451,0.000220,0.003001,0.000000,0.000005,0.000000,0.000000
TickCompletionEvents,21985,21985.000000,8.494351,0.000001,0.002324,0.000386,0.000071,0.019558,0.000000,0.000025,0.000001,0.000001
ProcessUntilTasksComplete,21985,21985.000000,8.450461,0.000000,0.002322,0.000384,0.000071,0.177941,0.000000,0.000102,0.000008,0.000003
ExecuteTask,216964,216964.000000,8.121896,0.000000,0.001344,0.000037,0.000000,0.075699,0.000000,0.000129,0.000000,0.000000
