Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
FEngineLoop::Tick,1792,1792.000000,29.998311,0.001360,0.030346,0.016740,0.016585,0.015872,0.000001,0.000128,0.000009,0.000008
Frame,1792,1792.000000,29.951083,0.001359,0.030323,0.016714,0.016573,0.011145,0.000000,0.000090,0.000006,0.000006
FrameTime,3583,3583.000000,29.892802,0.000023,0.017282,0.008343,0.008217,0.064379,0.000001,0.000110,0.000018,0.000022
FEngineLoop_UpdateTimeAndHandleMaxTickRate,1791,1791.000000,16.960131,0.000008,0.014582,0.009470,0.009429,0.029850,0.000008,0.000246,0.000017,0.000015
Game thread tick wait time,1790,1790.000000,16.930281,0.000001,0.014565,0.009458,0.009417,0.000929,0.000000,0.000002,0.000001,0.000000
Game thread idle time,1790,1790.000000,16.929352,0.000001,0.014565,0.009458,0.009416,16.929352,0.000001,0.014565,0.009458,0.009416
Tick_Engine,1792,1792.000000,12.347696,0.001111,0.017025,0.006890,0.007059,0.005633,0.000001,0.000092,0.000003,0.000003
GameEngine Tick,1792,1792.000000,12.342063,0.001110,0.017023,0.006887,0.007057,0.084583,0.000009,0.006519,0.000047,0.000075
UWorld_Tick,1792,1792.000000,12.127056,0.001050,0.016917,0.006767,0.006820,0.006863,0.000001,0.000019,0.000004,0.000004
FRHIBreadcrumbScope_GameThread_Begin,1792,1792.000000,12.120193,0.001050,0.016913,0.006764,0.006818,0.037618,0.000001,0.000240,0.000021,0.000020
World Tick Time,1792,1792.000000,12.060336,0.001046,0.016882,0.006730,0.006804,0.049008,0.000011,0.000136,0.000027,0.000027
Tick Time,7165,7165.000000,7.637531,0.000003,0.015443,0.001066,0.000003,0.014538,0.000000,0.000043,0.000002,0.000001
ReleaseTickGroup Block,12537,12537.000000,7.525744,0.000000,0.014463,0.000600,0.000000,0.001545,0.000000,0.000029,0.000000,0.000000
TickCompletionEvents,10746,10746.000000,7.524200,0.000003,0.014463,0.000700,0.000149,0.009821,0.000000,0.000034,0.000001,0.000001
ProcessUntilTasksComplete,10746,10746.000000,7.499636,0.000003,0.014458,0.000698,0.000149,0.153072,0.000001,0.000379,0.000014,0.000005
TG_PrePhysics,1791,1791.000000,6.322987,0.001061,0.014478,0.003530,0.003501,0.004469,0.000001,0.000128,0.000002,0.000002
FTickFunctionTask,106510,106510.000000,5.143220,0.000000,0.012289,0.000048,0.000000,0.053450,0.000000,0.000140,0.000001,0.000000
FActorComponentTickFunction::ExecuteTick,54566,54566.000000,4.044087,0.000000,0.012289,0.000074,0.000000,0.015754,0.000000,0.000163,0.000000,0.000000
TickableGameObjects Time,3582,3582.000000,2.428240,0.000011,0.010184,0.000678,0.000114,0.092293,0.000007,0.000136,0.000026,0.000026
GT Tickable Time,1791,1791.000000,2.414132,0.000073,0.010189,0.001348,0.000175,0.001697,0.000000,0.000010,0.000001,0.000001
WaitForTasks,991,991.000000,2.146340,0.000003,0.005686,0.002166,0.002299,2.146340,0.000003,0.005686,0.002166,0.002299
UGuLiBattleAuthoritySubsystem,1791,1791.000000,2.102294,0.000004,0.010063,0.001174,0.000004,0.997899,0.000001,0.005298,0.000557,0.000001
CharMoveComp,7164,7164.000000,1.842097,0.000034,0.012288,0.000257,0.000158,0.004334,0.000000,0.000095,0.000001,0.000000
UCharacterMovementComponent_TickComponent,7164,7164.000000,1.837763,0.000034,0.012288,0.000257,0.000158,0.001280,0.000000,0.000017,0.000000,0.000000
Char Movement Total,7164,7164.000000,1.836483,0.000034,0.012288,0.000256,0.000158,0.001385,0.000000,0.000018,0.000000,0.000000
Char Tick,7164,7164.000000,1.835098,0.000034,0.012287,0.000256,0.000158,0.016513,0.000000,0.000044,0.000002,0.000001
Char NonSimulated Time,7164,7164.000000,1.810676,0.000033,0.012280,0.000253,0.000157,0.010978,0.000000,0.000052,0.000002,0.000001
Char PerformMovement,7164,7164.000000,1.793568,0.000032,0.012278,0.000250,0.000156,0.037768,0.000001,0.000045,0.000005,0.000003
NetBroadcastTickTime,1791,1791.000000,1.590859,0.000235,0.002229,0.000888,0.000819,0.000389,0.000000,0.000020,0.000000,0.000000
Net Broadcast Tick Time,1791,1791.000000,1.590470,0.000235,0.002229,0.000888,0.000819,0.007253,0.000002,0.000118,0.000004,0.000004
NetDriver TickFlush,1791,1791.000000,1.583218,0.000232,0.002226,0.000884,0.000816,0.001933,0.000000,0.000033,0.000001,0.000001
