event,local_seconds,local_frame,soldier_id,command_id,order_id,render_server_seconds,sample_server_seconds,sample_frame,displacement_disabled,net_mode,has_prediction,resolving,has_speed,signed_presented_cm_s,signed_authoritative_cm_s,authoritative_x,authoritative_y,authoritative_z,presented_x,presented_y,presented_z,offset_x,offset_y,offset_z,requested_offset_x,requested_offset_y,requested_offset_z,sample_x,sample_y,sample_z,sample_velocity_x,sample_velocity_y,sample_velocity_z,direction_x,direction_y,direction_z,target_x,target_y,target_z
frame,366.699840,21365,313,0,0,823.994271,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.716506,21366,313,0,0,824.010119,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.733173,21367,313,0,0,824.026171,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.749840,21368,313,0,0,824.042378,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.766507,21369,313,0,0,824.058699,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.783185,21370,313,0,0,824.075118,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.799851,21371,313,0,0,824.091581,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.816518,21372,313,0,0,824.108095,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sample_arrival,366.833185,21373,313,0,0,824.108095,824.299988,8243,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.833185,21373,313,0,0,824.124272,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196199.999,-6660.000,-7900.000,-196199.999,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.849852,21374,313,0,0,824.140853,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.006,-6660.000,-7900.000,-196200.006,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.866518,21375,313,0,0,824.157455,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.003,-6660.000,-7900.000,-196200.003,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.883185,21376,313,0,0,824.174074,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.899852,21377,313,0,0,824.190714,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.916519,21378,313,0,0,824.207360,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.933186,21379,313,0,0,824.224012,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.949853,21380,313,0,0,824.240667,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.966519,21381,313,0,0,824.257325,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.983186,21382,313,0,0,824.273985,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,366.999853,21383,313,0,0,824.290641,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.016520,21384,313,0,0,824.307299,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.033187,21385,313,0,0,824.323960,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sample_arrival,367.049853,21386,313,0,0,824.323960,824.500000,8245,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.049853,21386,313,0,0,824.335887,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196199.997,-6660.000,-7900.000,-196199.997,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.066520,21387,313,0,0,824.352550,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.003,-6660.000,-7900.000,-196200.003,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.083187,21388,313,0,0,824.369214,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.099854,21389,313,0,0,824.385888,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.116521,21390,313,0,0,824.402560,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.133187,21391,313,0,0,824.419231,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.149854,21392,313,0,0,824.435901,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.166521,21393,313,0,0,824.452570,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.183188,21394,313,0,0,824.469238,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.199855,21395,313,0,0,824.485900,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.216522,21396,313,0,0,824.502563,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.233188,21397,313,0,0,824.519227,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sample_arrival,367.249855,21398,313,0,0,824.519227,824.700012,8247,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.249855,21398,313,0,0,824.537286,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.003,-6660.000,-7900.000,-196200.003,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.266522,21399,313,0,0,824.553952,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.283189,21400,313,0,0,824.570617,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196199.994,-6660.000,-7900.000,-196199.994,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.299855,21401,313,0,0,824.587277,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.316522,21402,313,0,0,824.603938,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.333189,21403,313,0,0,824.620601,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.349856,21404,313,0,0,824.637264,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.366522,21405,313,0,0,824.653929,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.383189,21406,313,0,0,824.670594,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.399856,21407,313,0,0,824.687269,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.416523,21408,313,0,0,824.703941,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sample_arrival,367.433190,21409,313,0,0,824.703941,824.900024,8249,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.433190,21409,313,0,0,824.722940,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.002,-6660.000,-7900.000,-196200.002,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.449857,21410,313,0,0,824.739610,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196199.994,-6660.000,-7900.000,-196199.994,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.466523,21411,313,0,0,824.756279,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.003,-6660.000,-7900.000,-196200.003,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.483190,21412,313,0,0,824.772947,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.499857,21413,313,0,0,824.789609,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.006,-6660.000,-7900.000,-196200.006,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.516524,21414,313,0,0,824.806272,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.533190,21415,313,0,0,824.822936,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.549857,21416,313,0,0,824.839601,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.566524,21417,313,0,0,824.856266,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.583191,21418,313,0,0,824.872932,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.599858,21419,313,0,0,824.889607,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.616524,21420,313,0,0,824.906280,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.633191,21421,313,0,0,824.922951,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sample_arrival,367.649858,21422,313,0,0,824.922951,825.100037,8251,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.649858,21422,313,0,0,824.932587,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196199.996,-6660.000,-7900.000,-196199.996,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.666525,21423,313,0,0,824.949256,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.003,-6660.000,-7900.000,-196200.003,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.683191,21424,313,0,0,824.965925,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.699858,21425,313,0,0,824.982102,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.006,-6660.000,-7900.000,-196200.006,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.716525,21426,313,0,0,824.998402,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.733192,21427,313,0,0,825.014794,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.749859,21428,313,0,0,825.031254,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.766526,21429,313,0,0,825.047766,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.783193,21430,313,0,0,825.064317,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.799859,21431,313,0,0,825.080890,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.816526,21432,313,0,0,825.097487,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.833193,21433,313,0,0,825.114101,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
sample_arrival,367.849860,21434,313,0,0,825.114101,825.299988,8253,0,3,0,0,0,0.000,0.000,-7900.000,-196200.000,-6660.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,-7900.000,-196200.000,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
frame,367.849860,21434,313,0,0,825.135321,0.000000,0,0,3,0,0,0,0.000,0.000,-7900.000,-196200.006,-6660.000,-7900.000,-196200.006,-6660.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
