Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3631,3631.000000,59.717887,0.002011,0.024486,0.016447,0.016540,0.552087,0.000001,0.003055,0.000152,0.000063
SceneRender,3631,3631.000000,58.297176,0.002010,0.024291,0.016055,0.016189,10.582830,0.000001,0.008028,0.002915,0.002839
RenderGraphExecute,7259,7259.000000,48.435176,0.000032,0.024129,0.006672,0.007334,1.795166,0.000002,0.003504,0.000247,0.000037
Scene,3630,3630.000000,45.507806,0.007208,0.022294,0.012537,0.012389,2.073786,0.000040,0.004078,0.000571,0.000325
DiffuseIndirectAndAO,3630,3630.000000,8.684225,0.000042,0.006991,0.002392,0.002394,0.060405,0.000001,0.002017,0.000017,0.000001
LumenScreenProbeGather,3630,3630.000000,7.623601,0.000040,0.006778,0.002100,0.002116,5.201704,0.000001,0.006422,0.001433,0.000617
PostProcessing,3630,3630.000000,7.188406,0.000234,0.006782,0.001980,0.002218,0.679847,0.000000,0.002706,0.000187,0.000137
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,3630,3630.000000,5.239907,0.000228,0.006778,0.001444,0.001221,5.239907,0.000228,0.006778,0.001444,0.001221
PrepareImageBasedVRS,1815,1815.000000,4.938055,0.001139,0.005138,0.002721,0.002553,0.044487,0.000001,0.001913,0.000025,0.000001
ContrastAdaptiveShading,1815,1815.000000,4.893568,0.001136,0.005132,0.002696,0.002508,4.893568,0.001136,0.005132,0.002696,0.002508
ParallelDraw,7260,7260.000000,4.615569,0.000000,0.003951,0.000636,0.000080,4.615569,0.000000,0.003951,0.000636,0.000080
RenderDeferredLighting,1815,1815.000000,3.647771,0.000928,0.004168,0.002010,0.002008,0.028181,0.000000,0.002050,0.000016,0.000000
BasePass,1815,1815.000000,3.057817,0.000268,0.004072,0.001685,0.001844,0.226537,0.000023,0.002296,0.000125,0.000023
ShadowDepths,1815,1815.000000,2.455090,0.000711,0.003675,0.001353,0.001130,0.088355,0.000008,0.002002,0.000049,0.000008
PrePass %s %s,1815,1815.000000,2.279240,0.000111,0.003975,0.001256,0.001126,0.243257,0.000020,0.002196,0.000134,0.000020
Nanite::DrawGeometry,3630,3630.000000,2.235545,0.000172,0.002898,0.000616,0.000778,0.394165,0.000028,0.002514,0.000109,0.000028
DiffuseIndirectAndAO,3630,3630.000000,2.016131,0.000072,0.003110,0.000555,0.000317,0.434032,0.000000,0.002620,0.000120,0.000066
UpdateRadianceCaches,3630,3630.000000,1.816670,0.000039,0.003119,0.000500,0.000319,1.816670,0.000039,0.003119,0.000500,0.000319
LumenReflections,1815,1815.000000,1.582099,0.000185,0.003110,0.000872,0.000924,1.582099,0.000185,0.003110,0.000872,0.000924
RenderVirtualShadowMaps,1815,1815.000000,1.541091,0.000261,0.002951,0.000849,0.000913,0.118806,0.000021,0.002247,0.000065,0.000021
ComputeVolumetricFog,1815,1815.000000,1.497069,0.000230,0.006775,0.000825,0.000891,0.002391,0.000001,0.000004,0.000001,0.000001
VolumetricFog,1815,1815.000000,1.494678,0.000228,0.006773,0.000824,0.000889,0.069599,0.000002,0.001868,0.000038,0.000002
CaptureConvolveSkyEnvMap,3630,3630.000000,1.437738,0.000008,0.003330,0.000396,0.000209,0.035499,0.000000,0.001907,0.000010,0.000000
LumenSceneLighting%s,1815,1815.000000,1.348406,0.000173,0.002999,0.000743,0.000830,0.087096,0.000010,0.001913,0.000048,0.000010
Lights,1815,1815.000000,1.281105,0.000176,0.002854,0.000706,0.000852,0.001372,0.000000,0.000616,0.000001,0.000000
DirectLighting,1815,1815.000000,1.279733,0.000176,0.002854,0.000705,0.000852,0.117693,0.000023,0.001852,0.000065,0.000023
FXSystemPreRender,3628,3628.000000,1.270660,0.000000,0.002921,0.000350,0.000118,1.270541,0.000000,0.002921,0.000350,0.000118
UnbatchedLights,1815,1815.000000,1.162040,0.000143,0.002828,0.000640,0.000794,0.000305,0.000000,0.000003,0.000000,0.000000
%s,1815,1815.000000,1.161735,0.000143,0.002828,0.000640,0.000794,0.197134,0.000028,0.002468,0.000109,0.000028
MainPass,3630,3630.000000,1.089122,0.000062,0.002763,0.000300,0.000117,0.678129,0.000040,0.002692,0.000187,0.000067
TranslucencyVolumeLighting,1815,1815.000000,1.000218,0.000130,0.003231,0.000551,0.000255,1.000218,0.000130,0.003231,0.000551,0.000255
ShadowProjectionOnOpaque,1815,1815.000000,0.964602,0.000111,0.002786,0.000531,0.000219,0.964602,0.000111,0.002786,0.000531,0.000219
VolumetricFog::LightScattering,1815,1815.000000,0.919488,0.000139,0.006659,0.000507,0.000205,0.919488,0.000139,0.006659,0.000507,0.000205
Nanite::VisBuffer,1815,1815.000000,0.813645,0.000173,0.002773,0.000448,0.000173,0.000386,0.000000,0.000003,0.000000,0.000000
HZB,1815,1815.000000,0.768956,0.000128,0.002867,0.000424,0.000128,0.000221,0.000000,0.000003,0.000000,0.000000
BeginOcclusionTests,1815,1815.000000,0.768735,0.000128,0.002867,0.000424,0.000128,0.000201,0.000000,0.000003,0.000000,0.000000
BeginOcclusionTests,1815,1815.000000,0.768534,0.000128,0.002867,0.000423,0.000128,0.000234,0.000000,0.000002,0.000000,0.000000
ViewOcclusionTests,1815,1815.000000,0.768300,0.000128,0.002867,0.000423,0.000128,0.002894,0.000000,0.001894,0.000002,0.000000
BeginOcclusionTests,1815,1815.000000,0.765406,0.000128,0.002867,0.000422,0.000128,0.028529,0.000001,0.002521,0.000016,0.000001
IndividualQueries,1815,1815.000000,0.732376,0.000122,0.002862,0.000404,0.000122,0.732376,0.000122,0.002862,0.000404,0.000122
VirtualShadowMapMarkPages,1815,1815.000000,0.708877,0.000135,0.002731,0.000391,0.000135,0.003872,0.000001,0.000005,0.000002,0.000002
ShadowDepths,1815,1815.000000,0.705004,0.000133,0.002730,0.000388,0.000133,0.026946,0.000001,0.002046,0.000015,0.000001
FVirtualShadowMapArray::BeginMarkPages,1815,1815.000000,0.678058,0.000130,0.002726,0.000374,0.000130,0.678058,0.000130,0.002726,0.000374,0.000130
Integrate,1815,1815.000000,0.605228,0.000084,0.002773,0.000333,0.000138,0.605228,0.000084,0.002773,0.000333,0.000138
DirectLighting,1815,1815.000000,0.596214,0.000061,0.002512,0.000328,0.000111,0.088531,0.000010,0.002375,0.000049,0.000010
PostPass,3630,3630.000000,0.587734,0.000055,0.002624,0.000162,0.000081,0.427637,0.000038,0.002606,0.000118,0.000038
Capture,2046,2046.000000,0.466227,0.000000,0.003162,0.000228,0.000000,0.226297,0.000000,0.002892,0.000111,0.000000
VirtualTextureUpdate,1814,1814.000000,0.458829,0.000077,0.002573,0.000253,0.000077,0.458829,0.000077,0.002573,0.000253,0.000077
StochasticLighting,1815,1815.000000,0.399630,0.000066,0.002511,0.000220,0.000066,0.399630,0.000066,0.002511,0.000220,0.000066
SlateUI Title = %s,1814,1814.000000,0.381424,0.000063,0.002569,0.000210,0.000088,0.351592,0.000056,0.002559,0.000194,0.000056
FVirtualShadowMapArray::BuildPageAllocation,1815,1815.000000,0.380735,0.000074,0.002446,0.000210,0.000074,0.341052,0.000068,0.002441,0.000188,0.000068
Radiosity,1815,1815.000000,0.380524,0.000054,0.002206,0.000210,0.000076,0.380524,0.000054,0.002206,0.000210,0.000076
Offscreen,1815,1815.000000,0.348519,0.000017,0.002419,0.000192,0.000042,0.348519,0.000017,0.002419,0.000192,0.000042
Bloom,1814,1814.000000,0.341101,0.000060,0.002439,0.000188,0.000060,0.341101,0.000060,0.002439,0.000188,0.000060
RenderVirtualShadowMaps,1815,1815.000000,0.331812,0.000050,0.002499,0.000183,0.000050,0.001284,0.000000,0.000003,0.000001,0.000001
Batched,1815,1815.000000,0.330527,0.000049,0.002498,0.000182,0.000049,0.034000,0.000006,0.002445,0.000019,0.000006
MotionBlur,1814,1814.000000,0.323251,0.000049,0.002438,0.000178,0.000049,0.259580,0.000034,0.002418,0.000143,0.000034
TranslucencyLightingVolume,1815,1815.000000,0.322141,0.000035,0.002763,0.000177,0.000062,0.035321,0.000001,0.002097,0.000019,0.000001
RayTracingScene,1815,1815.000000,0.305112,0.000064,0.002378,0.000168,0.000088,0.305112,0.000064,0.002378,0.000168,0.000088
CullingPasses,1815,1815.000000,0.296528,0.000041,0.002306,0.000163,0.000064,0.296528,0.000041,0.002306,0.000163,0.000064
SkyAtmosphereLUTs,1815,1815.000000,0.287010,0.000052,0.002670,0.000158,0.000052,0.024394,0.000002,0.001055,0.000013,0.000002
BuildCardUpdateContext,1815,1815.000000,0.284572,0.000026,0.002680,0.000157,0.000026,0.284572,0.000026,0.002680,0.000157,0.000026
InstanceCulling,7260,7260.000000,0.263304,0.000004,0.002061,0.000036,0.000004,0.263304,0.000004,0.002061,0.000036,0.000004
BuildHZB,3630,3630.000000,0.255385,0.000019,0.002505,0.000070,0.000019,0.255385,0.000019,0.002505,0.000070,0.000019
VolumetricFog::FinalIntegration,1815,1815.000000,0.252924,0.000027,0.002385,0.000139,0.000050,0.252924,0.000027,0.002385,0.000139,0.000050
NodeAndClusterCull,7260,7260.000000,0.245260,0.000007,0.002310,0.000034,0.000007,0.245260,0.000007,0.002310,0.000034,0.000007
RenderSky,684,684.000000,0.244352,0.000015,0.003165,0.000357,0.000174,0.001159,0.000000,0.000005,0.000002,0.000002
DiffuseIrradiance,228,228.000000,0.243349,0.000061,0.003323,0.001067,0.000819,0.243349,0.000061,0.003323,0.001067,0.000819
RenderVelocities(%s),1815,1815.000000,0.243058,0.000024,0.002316,0.000134,0.000024,0.241861,0.000024,0.002315,0.000133,0.000024
Nanite::Streaming,1814,1814.000000,0.241750,0.000064,0.002225,0.000133,0.000086,0.001766,0.000000,0.000004,0.000001,0.000001
Nanite::Readback,1814,1814.000000,0.239983,0.000063,0.002224,0.000132,0.000085,0.239983,0.000063,0.002224,0.000132,0.000085
Capture,1026,1026.000000,0.239930,0.000000,0.003155,0.000234,0.000032,0.239930,0.000000,0.003155,0.000234,0.000032
FilterTranslucentVolume,1815,1815.000000,0.236283,0.000021,0.002579,0.000130,0.000047,0.236283,0.000021,0.002579,0.000130,0.000047
UpdateDistanceFieldAtlas,1814,1814.000000,0.229121,0.000039,0.002523,0.000126,0.000039,0.229121,0.000039,0.002523,0.000126,0.000039
RenderCloud,680,680.000000,0.227063,0.000007,0.002896,0.000334,0.000182,0.004028,0.000000,0.000884,0.000006,0.000000
