Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
FEngineLoop::Tick,1794,1794.000000,29.998469,0.005010,0.026767,0.016722,0.016658,0.015256,0.000001,0.000029,0.000009,0.000008
Frame,1794,1794.000000,29.951775,0.005009,0.026745,0.016696,0.016645,0.011286,0.000000,0.000199,0.000006,0.000006
FrameTime,3586,3586.000000,29.893160,0.000033,0.016492,0.008336,0.008346,0.063640,0.000001,0.000152,0.000018,0.000020
FEngineLoop_UpdateTimeAndHandleMaxTickRate,1793,1793.000000,17.064010,0.000014,0.014519,0.009517,0.009537,0.028739,0.000003,0.000068,0.000016,0.000016
Game thread tick wait time,1793,1793.000000,17.035271,0.000002,0.014504,0.009501,0.009523,0.000993,0.000000,0.000006,0.000001,0.000000
Game thread idle time,1793,1793.000000,17.034278,0.000002,0.014504,0.009500,0.009523,17.034278,0.000002,0.014504,0.009500,0.009523
Tick_Engine,1793,1793.000000,12.251385,0.002678,0.015420,0.006833,0.006925,0.005679,0.000001,0.000125,0.000003,0.000003
GameEngine Tick,1793,1793.000000,12.245706,0.002675,0.015417,0.006830,0.006922,0.087434,0.000009,0.010256,0.000049,0.000009
UWorld_Tick,1793,1793.000000,12.026758,0.002579,0.015293,0.006708,0.006817,0.006795,0.000001,0.000022,0.000004,0.000004
FRHIBreadcrumbScope_GameThread_Begin,1793,1793.000000,12.019964,0.002576,0.015290,0.006704,0.006814,0.037187,0.000001,0.000057,0.000021,0.000020
World Tick Time,1793,1793.000000,11.959245,0.002542,0.015256,0.006670,0.006780,0.049306,0.000014,0.000155,0.000027,0.000026
Tick Time,7171,7171.000000,7.521464,0.000003,0.008743,0.001049,0.000003,0.013979,0.000000,0.000052,0.000002,0.000002
ReleaseTickGroup Block,12551,12551.000000,7.410265,0.000000,0.007703,0.000590,0.000078,0.001577,0.000000,0.000002,0.000000,0.000000
TickCompletionEvents,10758,10758.000000,7.408688,0.000003,0.007703,0.000689,0.000081,0.009573,0.000000,0.000027,0.000001,0.000001
ProcessUntilTasksComplete,10758,10758.000000,7.384614,0.000003,0.007697,0.000686,0.000080,0.148835,0.000001,0.000150,0.000014,0.000005
TG_PrePhysics,1793,1793.000000,6.221994,0.001252,0.007722,0.003470,0.003408,0.004569,0.000001,0.000023,0.000003,0.000003
FTickFunctionTask,106607,106607.000000,5.135344,0.000000,0.003216,0.000048,0.000000,0.052909,0.000000,0.000080,0.000000,0.000000
FActorComponentTickFunction::ExecuteTick,54614,54614.000000,4.045045,0.000000,0.003215,0.000074,0.000000,0.014931,0.000000,0.000090,0.000000,0.000000
TickableGameObjects Time,3586,3586.000000,2.455817,0.000012,0.009881,0.000685,0.000112,0.090698,0.000008,0.000160,0.000025,0.000026
GT Tickable Time,1793,1793.000000,2.441850,0.000077,0.009885,0.001362,0.000077,0.001696,0.000000,0.000003,0.000001,0.000001
UGuLiBattleAuthoritySubsystem,1793,1793.000000,2.128512,0.000004,0.009789,0.001187,0.000004,1.025711,0.000001,0.005315,0.000572,0.000001
WaitForTasks,981,981.000000,2.041869,0.000003,0.005195,0.002081,0.002153,2.041869,0.000003,0.005195,0.002081,0.002153
CharMoveComp,7168,7168.000000,1.840583,0.000034,0.000894,0.000257,0.000282,0.004121,0.000000,0.000017,0.000001,0.000000
UCharacterMovementComponent_TickComponent,7168,7168.000000,1.836462,0.000034,0.000892,0.000256,0.000290,0.001272,0.000000,0.000015,0.000000,0.000000
Char Movement Total,7168,7168.000000,1.835190,0.000034,0.000891,0.000256,0.000289,0.001345,0.000000,0.000003,0.000000,0.000000
Char Tick,7168,7168.000000,1.833845,0.000034,0.000891,0.000256,0.000289,0.016607,0.000000,0.000035,0.000002,0.000001
Char NonSimulated Time,7168,7168.000000,1.809801,0.000033,0.000879,0.000252,0.000285,0.011071,0.000000,0.000034,0.000002,0.000001
Char PerformMovement,7168,7168.000000,1.792415,0.000032,0.000871,0.000250,0.000282,0.038289,0.000001,0.000129,0.000005,0.000003
NetBroadcastTickTime,1793,1793.000000,1.578768,0.000259,0.002331,0.000881,0.000824,0.000424,0.000000,0.000001,0.000000,0.000000
Net Broadcast Tick Time,1793,1793.000000,1.578344,0.000258,0.002331,0.000880,0.000824,0.006887,0.000002,0.000019,0.000004,0.000004
NetDriver TickFlush,1793,1793.000000,1.571457,0.000255,0.002326,0.000876,0.000820,0.001878,0.000001,0.000004,0.000001,0.000001
GameNetDriver,1793,1793.000000,1.569579,0.000255,0.002325,0.000875,0.000819,0.061710,0.000023,0.000165,0.000034,0.000033
Char PhysWalking,7168,7168.000000,1.495488,0.000031,0.000730,0.000209,0.000232,0.044854,0.000001,0.000145,0.000006,0.000004
