Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3692,3692.000000,59.660308,0.001554,0.024849,0.016159,0.016378,0.537864,0.000002,0.003351,0.000146,0.000070
SceneRender,3692,3692.000000,58.280739,0.001528,0.024801,0.015786,0.015868,10.545338,0.000002,0.012782,0.002856,0.003423
RenderGraphExecute,7382,7382.000000,48.416479,0.000001,0.021634,0.006559,0.002405,1.884876,0.000001,0.002982,0.000255,0.000031
Scene,3692,3692.000000,45.453736,0.000472,0.020679,0.012311,0.012106,1.972524,0.000028,0.003981,0.000534,0.000307
FEngineLoop::Tick,1846,1846.000000,29.998749,0.007754,0.024247,0.016251,0.016417,0.014725,0.000001,0.000044,0.000008,0.000008
Frame,1846,1846.000000,29.962801,0.007733,0.024231,0.016231,0.016399,0.005834,0.000000,0.000039,0.000003,0.000003
FrameTime,3691,3691.000000,29.930160,0.000082,0.023965,0.008109,0.007560,0.095170,0.000000,0.000195,0.000026,0.000006
Frame Sync Time,1846,1846.000000,16.219663,0.000581,0.017693,0.008786,0.009051,0.017830,0.000003,0.000279,0.000010,0.000009
GameThreadWaitForTask,1846,1846.000000,16.187769,0.000576,0.017680,0.008769,0.008869,0.002153,0.000000,0.000008,0.000001,0.000001
Game thread idle time,1846,1846.000000,16.185616,0.000575,0.017679,0.008768,0.008868,16.185616,0.000575,0.017679,0.008768,0.008868
Tick_Engine,1845,1845.000000,9.815727,0.003990,0.007752,0.005320,0.005282,0.002181,0.000001,0.000019,0.000001,0.000001
GameEngine Tick,1845,1845.000000,9.813546,0.003988,0.007751,0.005319,0.005280,0.091022,0.000037,0.000453,0.000049,0.000050
DiffuseIndirectAndAO,3690,3690.000000,8.700764,0.000042,0.006833,0.002358,0.002237,0.059609,0.000001,0.001250,0.000016,0.000001
LumenScreenProbeGather,3690,3690.000000,7.663893,0.000040,0.006657,0.002077,0.002112,5.235804,0.000001,0.006202,0.001419,0.000910
UWorld_Tick,1845,1845.000000,7.581344,0.003005,0.006597,0.004109,0.004093,0.036564,0.000013,0.000258,0.000020,0.000018
World Tick Time,1845,1845.000000,7.526861,0.002974,0.006570,0.004080,0.004063,0.044913,0.000017,0.000098,0.000024,0.000024
PostProcessing,3690,3690.000000,7.152581,0.000288,0.004647,0.001938,0.002225,0.662392,0.000003,0.002362,0.000180,0.000122
Tick Time,7380,7380.000000,6.102393,0.000003,0.002700,0.000827,0.001161,0.016943,0.000000,0.000194,0.000002,0.000002
ReleaseTickGroup Block,11070,11070.000000,5.912894,0.000029,0.002448,0.000534,0.000298,0.001627,0.000000,0.000003,0.000000,0.000000
TickCompletionEvents,12915,12915.000000,5.911267,0.000009,0.002447,0.000458,0.000231,0.012730,0.000000,0.000078,0.000001,0.000001
ProcessUntilTasksComplete,12915,12915.000000,5.884242,0.000008,0.002444,0.000456,0.000229,0.115287,0.000001,0.000203,0.000009,0.000005
ExecuteTask,127453,127453.000000,5.336809,0.000000,0.002320,0.000042,0.000000,0.047563,0.000000,0.000288,0.000000,0.000000
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,3690,3690.000000,5.224372,0.000228,0.003675,0.001416,0.001238,5.224372,0.000228,0.003675,0.001416,0.001238
FTickFunctionTask,112665,112665.000000,4.974990,0.000000,0.002319,0.000044,0.000000,0.063015,0.000000,0.000128,0.000001,0.000000
PrepareImageBasedVRS,1846,1846.000000,4.925929,0.000502,0.009977,0.002668,0.002512,0.038280,0.000001,0.001452,0.000021,0.000001
