Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3614,3614.000000,59.672331,0.000836,0.049083,0.016511,0.016918,0.543407,0.000002,0.003084,0.000150,0.000064
SceneRender,3614,3614.000000,58.228552,0.000178,0.048890,0.016112,0.016415,10.505450,0.000001,0.034030,0.002907,0.003095
RenderGraphExecute,7226,7226.000000,48.481317,0.000010,0.048744,0.006709,0.002717,1.847358,0.000002,0.031556,0.000256,0.000002
Scene,3613,3613.000000,45.487255,0.000037,0.017693,0.012590,0.012343,1.978717,0.000001,0.004495,0.000548,0.000319
FEngineLoop::Tick,1807,1807.000000,29.998605,0.000310,0.046344,0.016601,0.016585,0.016244,0.000001,0.000028,0.000009,0.000009
Frame,1807,1807.000000,29.957926,0.000309,0.046322,0.016579,0.016576,0.006452,0.000000,0.000022,0.000004,0.000004
FrameTime,3613,3613.000000,29.922087,0.000107,0.046002,0.008282,0.000570,0.096732,0.000001,0.000124,0.000027,0.000018
Frame Sync Time,1806,1806.000000,16.194666,0.000129,0.038347,0.008967,0.009008,0.018716,0.000007,0.000066,0.000010,0.000010
GameThreadWaitForTask,1806,1806.000000,16.159529,0.000115,0.038329,0.008948,0.008993,0.002046,0.000000,0.000007,0.000001,0.000001
Game thread idle time,1806,1806.000000,16.157483,0.000114,0.038328,0.008947,0.008992,16.157483,0.000114,0.038328,0.008947,0.008992
Tick_Engine,1806,1806.000000,9.929606,0.004288,0.007385,0.005498,0.005445,0.002038,0.000001,0.000054,0.000001,0.000001
GameEngine Tick,1806,1806.000000,9.927568,0.004287,0.007384,0.005497,0.005444,0.090296,0.000038,0.000106,0.000050,0.000049
DiffuseIndirectAndAO,3611,3611.000000,8.715077,0.000043,0.007092,0.002413,0.002393,0.061270,0.000001,0.002263,0.000017,0.000001
UWorld_Tick,1806,1806.000000,7.723235,0.003235,0.005874,0.004276,0.004248,0.038818,0.000016,0.000088,0.000021,0.000021
LumenScreenProbeGather,3610,3610.000000,7.713486,0.000041,0.006410,0.002137,0.002164,5.357858,0.000001,0.006033,0.001484,0.000580
World Tick Time,1806,1806.000000,7.665006,0.003202,0.005846,0.004244,0.004217,0.045485,0.000019,0.000053,0.000025,0.000025
PostProcessing,3612,3612.000000,7.099716,0.000287,0.005278,0.001966,0.002202,0.641027,0.000003,0.002774,0.000177,0.000115
Tick Time,7224,7224.000000,6.177136,0.000004,0.002706,0.000855,0.001246,0.017827,0.000000,0.000037,0.000002,0.000002
ReleaseTickGroup Block,10836,10836.000000,5.976960,0.000036,0.002375,0.000552,0.000296,0.001721,0.000000,0.000001,0.000000,0.000000
TickCompletionEvents,12642,12642.000000,5.975239,0.000011,0.002375,0.000473,0.000226,0.013388,0.000000,0.000029,0.000001,0.000001
ProcessUntilTasksComplete,12642,12642.000000,5.946974,0.000010,0.002372,0.000470,0.000225,0.120041,0.000002,0.000071,0.000009,0.000005
ExecuteTask,124760,124760.000000,5.416694,0.000000,0.002175,0.000043,0.000000,0.047632,0.000000,0.000044,0.000000,0.000000
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,3612,3612.000000,5.184532,0.000280,0.004266,0.001435,0.001246,5.184532,0.000280,0.004266,0.001435,0.001246
FTickFunctionTask,110286,110286.000000,5.026823,0.000000,0.002174,0.000046,0.000000,0.066723,0.000000,0.000123,0.000001,0.000000
PrepareImageBasedVRS,1805,1805.000000,5.003296,0.001215,0.005258,0.002772,0.002685,0.045836,0.000001,0.001992,0.000025,0.000001
ContrastAdaptiveShading,1805,1805.000000,4.957460,0.001212,0.005253,0.002747,0.002559,4.957460,0.001212,0.005253,0.002747,0.002559
ParallelDraw,7221,7221.000000,4.720104,0.000000,0.003889,0.000654,0.000118,4.720104,0.000000,0.003889,0.000654,0.000118
RenderDeferredLighting,1806,1806.000000,3.610048,0.000937,0.004311,0.001999,0.001994,0.028969,0.000000,0.001054,0.000016,0.000000
BasePass,1805,1805.000000,3.117086,0.000290,0.004092,0.001727,0.001865,0.230958,0.000023,0.002386,0.000128,0.000023
Total Slate Tick Time,3612,3612.000000,2.707392,0.000008,0.003204,0.000750,0.001057,0.013024,0.000000,0.000028,0.000004,0.000004
Slate::Tick (Time and Widgets),1806,1806.000000,2.666211,0.001061,0.003204,0.001476,0.001407,0.000355,0.000000,0.000001,0.000000,0.000000
Slate::DrawWindows,1806,1806.000000,2.650462,0.001053,0.003189,0.001468,0.001398,0.038058,0.000010,0.000101,0.000021,0.000020
TG_PostUpdateWork,1806,1806.000000,2.648315,0.001175,0.002381,0.001466,0.001430,0.003190,0.000001,0.000059,0.000002,0.000002
GuLiCommanderPresentationActor,1806,1806.000000,2.402479,0.001069,0.002173,0.001330,0.001303,0.003309,0.000001,0.000111,0.000002,0.000002
ShadowDepths,1805,1805.000000,2.401748,0.000732,0.003643,0.001331,0.001114,0.083717,0.000006,0.002211,0.000046,0.000006
GuLiCommanderPresentation_RebuildLocalInstances,1806,1806.000000,2.399169,0.001067,0.002171,0.001328,0.001301,2.114742,0.000934,0.001920,0.001171,0.001153
PrePass %s %s,1805,1805.000000,2.352222,0.000132,0.003736,0.001303,0.001151,0.289915,0.000020,0.002311,0.000161,0.000020
Nanite::DrawGeometry,3610,3610.000000,2.226613,0.000172,0.003086,0.000617,0.000672,0.366672,0.000028,0.002106,0.000102,0.000049
TG_PrePhysics,1806,1806.000000,1.982912,0.000824,0.001628,0.001098,0.001060,0.004389,0.000002,0.000005,0.000002,0.000002
DiffuseIndirectAndAO,3612,3612.000000,1.969035,0.000073,0.002998,0.000545,0.000309,0.410073,0.000000,0.002440,0.000114,0.000074
UpdateRadianceCaches,3610,3610.000000,1.736493,0.000039,0.003123,0.000481,0.000320,1.736493,0.000039,0.003123,0.000481,0.000320
RedrawViewports,1806,1806.000000,1.636047,0.000746,0.001641,0.000906,0.000882,0.010712,0.000004,0.000027,0.000006,0.000006
FViewport_Draw,1806,1806.000000,1.625336,0.000742,0.001633,0.000900,0.000877,0.103254,0.000040,0.000168,0.000057,0.000057
LumenReflections,1806,1806.000000,1.558962,0.000162,0.002997,0.000863,0.000935,1.558962,0.000162,0.002997,0.000863,0.000935
RenderVirtualShadowMaps,1805,1805.000000,1.551820,0.000262,0.003110,0.000860,0.000924,0.128473,0.000021,0.002211,0.000071,0.000021
Draw Window And Children Time,1806,1806.000000,1.514339,0.000727,0.001995,0.000839,0.000791,0.006507,0.000002,0.000027,0.000004,0.000003
ComputeVolumetricFog,1806,1806.000000,1.511078,0.000232,0.002965,0.000837,0.000867,0.002857,0.000000,0.000451,0.000002,0.000000
VolumetricFog,1806,1806.000000,1.508221,0.000231,0.002963,0.000835,0.000866,0.090144,0.000002,0.002592,0.000050,0.000002
Slate::DrawWindow,1806,1806.000000,1.504180,0.000722,0.001985,0.000833,0.000773,0.018997,0.000007,0.000120,0.000011,0.000010
Slate_PaintSlowPath,1806,1806.000000,1.485183,0.000715,0.001942,0.000822,0.000765,0.030745,0.000011,0.000267,0.000017,0.000016
SViewport_OnPaint,1806,1806.000000,1.432200,0.000693,0.001884,0.000793,0.000742,0.000335,0.000000,0.000001,0.000000,0.000000
Game UI Paint,1806,1806.000000,1.431865,0.000693,0.001884,0.000793,0.000741,0.009916,0.000003,0.000021,0.000005,0.000005
FActorComponentTickFunction::ExecuteTick,50688,50688.000000,1.423691,0.000000,0.000528,0.000028,0.000005,0.015637,0.000000,0.000023,0.000000,0.000000
CaptureConvolveSkyEnvMap,3610,3610.000000,1.383131,0.000008,0.003014,0.000383,0.000221,0.022639,0.000000,0.000657,0.000006,0.000000
Paint: Game UI,1806,1806.000000,1.380995,0.000670,0.001819,0.000765,0.000716,0.030762,0.000012,0.000059,0.000017,0.000015
SConstraintCanvas,18060,18060.000000,1.344325,0.000000,0.001722,0.000074,0.000000,0.457928,0.000001,0.000341,0.000025,0.000008
LumenSceneLighting%s,1805,1805.000000,1.339830,0.000165,0.002876,0.000742,0.000850,0.076937,0.000009,0.002323,0.000043,0.000009
WBP_CommanderHUD_C /Engine/Transient.GameEngine_0:GameInstance_0.WBP_CommanderHUD_C_0_Paint,1806,1806.000000,1.296152,0.000634,0.001702,0.000718,0.000667,0.002717,0.000001,0.000017,0.000002,0.000001
FXSystemPreRender,3611,3611.000000,1.290512,0.000000,0.002978,0.000357,0.000120,1.290363,0.000000,0.002978,0.000357,0.000120
Lights,1806,1806.000000,1.279172,0.000175,0.003187,0.000708,0.000844,0.000150,0.000000,0.000002,0.000000,0.000000
DirectLighting,1806,1806.000000,1.279023,0.000175,0.003187,0.000708,0.000844,0.124137,0.000023,0.002364,0.000069,0.000023
UnbatchedLights,1806,1806.000000,1.154886,0.000146,0.003159,0.000639,0.000785,0.000305,0.000000,0.000003,0.000000,0.000000
%s,1806,1806.000000,1.154581,0.000146,0.003159,0.000639,0.000785,0.196896,0.000028,0.002603,0.000109,0.000028
CharMoveComp,7224,7224.000000,1.120610,0.000034,0.000527,0.000155,0.000148,0.004468,0.000000,0.000014,0.000001,0.000000
UCharacterMovementComponent_TickComponent,7224,7224.000000,1.116142,0.000033,0.000526,0.000155,0.000148,0.001430,0.000000,0.000021,0.000000,0.000000
