Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
FEngineLoop::Tick,1789,1789.000000,29.998467,0.004454,0.030251,0.016768,0.016441,0.015288,0.000001,0.000095,0.000009,0.000008
Frame,1789,1789.000000,29.951203,0.004419,0.030232,0.016742,0.016413,0.010918,0.000001,0.000024,0.000006,0.000006
FrameTime,3577,3577.000000,29.893228,0.000025,0.016517,0.008357,0.008354,0.064303,0.000001,0.000240,0.000018,0.000006
FEngineLoop_UpdateTimeAndHandleMaxTickRate,1789,1789.000000,17.205461,0.000010,0.014690,0.009617,0.009500,0.030006,0.000004,0.000134,0.000017,0.000016
Game thread tick wait time,1789,1789.000000,17.175455,0.000001,0.014673,0.009601,0.009486,0.000956,0.000000,0.000003,0.000001,0.000001
Game thread idle time,1789,1789.000000,17.174500,0.000001,0.014672,0.009600,0.009486,17.174500,0.000001,0.014672,0.009600,0.009486
Tick_Engine,1788,1788.000000,12.122719,0.002811,0.016284,0.006780,0.007030,0.005341,0.000001,0.000119,0.000003,0.000003
GameEngine Tick,1788,1788.000000,12.117378,0.002809,0.016281,0.006777,0.007027,0.086280,0.000031,0.009109,0.000048,0.000031
UWorld_Tick,1788,1788.000000,11.902443,0.002674,0.015946,0.006657,0.006964,0.006444,0.000002,0.000040,0.000004,0.000003
FRHIBreadcrumbScope_GameThread_Begin,1788,1788.000000,11.895999,0.002670,0.015940,0.006653,0.006893,0.036781,0.000012,0.000154,0.000021,0.000019
World Tick Time,1788,1788.000000,11.836478,0.002638,0.015899,0.006620,0.006925,0.048248,0.000019,0.000155,0.000027,0.000026
Tick Time,7152,7152.000000,7.472402,0.000003,0.007999,0.001045,0.000003,0.013865,0.000000,0.000053,0.000002,0.000001
ReleaseTickGroup Block,12516,12516.000000,7.362585,0.000000,0.007208,0.000588,0.000073,0.001619,0.000000,0.000082,0.000000,0.000000
TickCompletionEvents,10728,10728.000000,7.360965,0.000003,0.007208,0.000686,0.000076,0.009448,0.000000,0.000090,0.000001,0.000001
ProcessUntilTasksComplete,10728,10728.000000,7.336806,0.000003,0.007201,0.000684,0.000075,0.147126,0.000001,0.000269,0.000014,0.000006
TG_PrePhysics,1788,1788.000000,6.165774,0.001235,0.007220,0.003448,0.003412,0.004611,0.000001,0.000121,0.000003,0.000002
FTickFunctionTask,106338,106338.000000,5.056635,0.000000,0.003210,0.000048,0.000000,0.053781,0.000000,0.000124,0.000001,0.000000
FActorComponentTickFunction::ExecuteTick,54480,54480.000000,3.965935,0.000000,0.003209,0.000073,0.000000,0.015444,0.000000,0.000185,0.000000,0.000000
TickableGameObjects Time,3576,3576.000000,2.393337,0.000011,0.010700,0.000669,0.000119,0.088649,0.000007,0.000150,0.000025,0.000026
GT Tickable Time,1788,1788.000000,2.381956,0.000072,0.010704,0.001332,0.000072,0.001581,0.000000,0.000026,0.000001,0.000001
WaitForTasks,1031,1031.000000,2.076101,0.000003,0.005134,0.002014,0.002128,2.076101,0.000003,0.005134,0.002014,0.002128
UGuLiBattleAuthoritySubsystem,1788,1788.000000,2.074311,0.000003,0.010608,0.001160,0.000003,0.980365,0.000001,0.005043,0.000548,0.000001
CharMoveComp,7152,7152.000000,1.798465,0.000034,0.001241,0.000251,0.000272,0.003793,0.000000,0.000022,0.000001,0.000000
UCharacterMovementComponent_TickComponent,7152,7152.000000,1.794672,0.000034,0.001240,0.000251,0.000271,0.001226,0.000000,0.000002,0.000000,0.000000
Char Movement Total,7152,7152.000000,1.793446,0.000034,0.001240,0.000251,0.000271,0.001274,0.000000,0.000014,0.000000,0.000000
Char Tick,7152,7152.000000,1.792172,0.000034,0.001240,0.000251,0.000271,0.016187,0.000000,0.000055,0.000002,0.000001
Char NonSimulated Time,7152,7152.000000,1.768633,0.000033,0.001230,0.000247,0.000268,0.011097,0.000000,0.000048,0.000002,0.000001
Char PerformMovement,7152,7152.000000,1.751766,0.000032,0.001224,0.000245,0.000267,0.036098,0.000001,0.000081,0.000005,0.000003
NetBroadcastTickTime,1788,1788.000000,1.569368,0.000242,0.002350,0.000878,0.000817,0.000371,0.000000,0.000001,0.000000,0.000000
Net Broadcast Tick Time,1788,1788.000000,1.568997,0.000242,0.002350,0.000878,0.000817,0.006845,0.000001,0.000023,0.000004,0.000004
NetDriver TickFlush,1788,1788.000000,1.562153,0.000239,0.002347,0.000874,0.000814,0.001971,0.000000,0.000120,0.000001,0.000000
GameNetDriver,1788,1788.000000,1.560182,0.000238,0.002346,0.000873,0.000812,0.059659,0.000023,0.000155,0.000033,0.000032
Char PhysWalking,7152,7152.000000,1.462058,0.000031,0.001067,0.000204,0.000219,0.041678,0.000000,0.000146,0.000006,0.000003
SceneQueryTotal,28627,28627.000000,1.297283,0.000005,0.000455,0.000045,0.000046,0.003370,0.000000,0.000030,0.000000,0.000000
SoldierWorldReplication,1788,1788.000000,1.270267,0.000003,0.003208,0.000710,0.000828,0.234620,0.000003,0.001117,0.000131,0.000059
ServerReplicateActors Time,1788,1788.000000,1.231518,0.000080,0.002232,0.000689,0.000624,0.050521,0.000017,0.000095,0.000028,0.000027
Process Prioritized Actors Time,3576,3576.000000,1.056657,0.000000,0.001185,0.000295,0.000275,0.049630,0.000000,0.000142,0.000014,0.000013
MoveComponent(Primitive) Time,21475,21475.000000,1.013473,0.000001,0.000460,0.000047,0.000047,0.045938,0.000000,0.000085,0.000002,0.000001
Replicate Actor Time,90105,90105.000000,1.004919,0.000002,0.000763,0.000011,0.000010,0.024234,0.000000,0.000033,0.000000,0.000000
GeomSweepMultiple,35798,35798.000000,0.960868,0.000000,0.000457,0.000027,0.000012,0.044105,0.000000,0.000086,0.000001,0.000001
MoveComponent,17899,17899.000000,0.914824,0.000014,0.000454,0.000051,0.000045,0.904513,0.000014,0.000453,0.000051,0.000045
GuLiPose_Send,23426,23426.000000,0.855354,0.000001,0.000446,0.000037,0.000032,0.033004,0.000000,0.000163,0.000001,0.000000
NetDriver ProcessRemoteFunction,24026,24026.000000,0.847167,0.000000,0.000292,0.000035,0.000033,0.004382,0.000000,0.000036,0.000000,0.000000
ClientReceiveSoldierPoseChunk,23426,23426.000000,0.818125,0.000000,0.000292,0.000035,0.000033,0.295768,0.000000,0.000260,0.000013,0.000008
TG_StartPhysics,1788,1788.000000,0.610742,0.000204,0.000821,0.000342,0.000341,0.004261,0.000001,0.000017,0.000002,0.000002
FStartPhysicsTickFunction_ExecuteTick,1788,1788.000000,0.574292,0.000190,0.000800,0.000321,0.000320,0.003105,0.000001,0.000055,0.000002,0.000002
[Scene] - StartFrame,3576,3576.000000,0.571186,0.000000,0.000799,0.000160,0.000182,0.020245,0.000001,0.000053,0.000006,0.000005
Char StepUp,3576,3576.000000,0.532975,0.000101,0.000566,0.000149,0.000143,0.008669,0.000001,0.000027,0.000002,0.000002
Physics Tick,5364,5364.000000,0.515617,0.000000,0.000713,0.000096,0.000044,0.029709,0.000000,0.000066,0.000006,0.000005
GuLiCommander_SoldierCombat,300,300.000000,0.482907,0.001160,0.002654,0.001610,0.001500,0.482907,0.001160,0.002654,0.001610,0.001500
Door,7152,7152.000000,0.471186,0.000020,0.000708,0.000066,0.000034,0.003762,0.000000,0.000352,0.000001,0.000000
USkinnedMeshComponent_TickComponent,21456,21456.000000,0.468973,0.000000,0.000459,0.000022,0.000000,0.003411,0.000000,0.000018,0.000000,0.000000
SK_RPF_Door,7152,7152.000000,0.467424,0.000020,0.000463,0.000065,0.000033,0.014911,0.000000,0.000037,0.000002,0.000001
SkinnedMeshComp Tick,21456,21456.000000,0.465562,0.000000,0.000458,0.000022,0.000000,0.040586,0.000000,0.000084,0.000002,0.000001
IpConnection Socket SendTo,18847,18847.000000,0.461039,0.000012,0.000454,0.000024,0.000016,0.461039,0.000012,0.000454,0.000024,0.000016
GuLiTerritoryOutpostActor,57302,57302.000000,0.436926,0.000004,0.000172,0.000008,0.000007,0.173025,0.000002,0.000138,0.000003,0.000003
AnimGameThreadTime,14304,14304.000000,0.422560,0.000002,0.000423,0.000030,0.000019,0.002042,0.000000,0.000002,0.000000,0.000000
Char FindFloor,7152,7152.000000,0.381524,0.000030,0.000336,0.000053,0.000049,0.013955,0.000000,0.000036,0.000002,0.000002
GuLiCommander_ManualAvoidanceRefresh,300,300.000000,0.378608,0.000677,0.001754,0.001262,0.001242,0.378608,0.000677,0.001754,0.001262,0.001242
Start TG_DuringPhysics,1788,1788.000000,0.377160,0.000030,0.000946,0.000211,0.000067,0.002565,0.000000,0.000093,0.000001,0.000001
Evolution/Kinematic update and forces,1788,1788.000000,0.351894,0.000097,0.000644,0.000197,0.000191,0.009686,0.000003,0.000034,0.000005,0.000005
ComputeFloorDist,10728,10728.000000,0.351644,0.000004,0.000313,0.000033,0.000032,0.342544,0.000004,0.000311,0.000032,0.000032
RefreshBoneTransforms,7152,7152.000000,0.351308,0.000015,0.000423,0.000049,0.000023,0.017178,0.000001,0.000094,0.000002,0.000002
FPBDRigidsEvolutionGBF::AdvanceOneTimeStep,1788,1788.000000,0.338027,0.000092,0.000635,0.000189,0.000186,0.016226,0.000003,0.000055,0.000009,0.000009
GeomSweepSingle,7152,7152.000000,0.331133,0.000027,0.000317,0.000046,0.000048,0.011688,0.000000,0.000096,0.000002,0.000001
CommanderNetSync,5854,5854.000000,0.323185,0.000001,0.000657,0.000055,0.000014,0.286825,0.000000,0.000657,0.000049,0.000000
STAT_NetDriver_TickClientConnections,1788,1788.000000,0.262729,0.000011,0.000780,0.000147,0.000135,0.005183,0.000001,0.000126,0.000003,0.000002
Mass Total Frame Time,16092,16092.000000,0.260769,0.000001,0.000542,0.000016,0.000007,0.044580,0.000000,0.000181,0.000003,0.000002
NetConnection Tick,3576,3576.000000,0.257546,0.000002,0.000482,0.000072,0.000074,0.052242,0.000001,0.000153,0.000015,0.000014
EndScopedMovementUpdate Time,10728,10728.000000,0.247790,0.000000,0.000244,0.000023,0.000000,0.011911,0.000000,0.000095,0.000001,0.000000
STAT_Evolution_StepSolver_IntegrateKinematicSpatial,1788,1788.000000,0.230185,0.000062,0.000495,0.000129,0.000123,0.004071,0.000001,0.000042,0.000002,0.000002
Mass Phase Tick,10728,10728.000000,0.218889,0.000001,0.000543,0.000020,0.000007,0.002406,0.000000,0.000015,0.000000,0.000000
Deferred Tick Time,1788,1788.000000,0.211272,0.000066,0.001431,0.000118,0.000094,0.001683,0.000000,0.000038,0.000001,0.000001
Tick_Core,1788,1788.000000,0.204046,0.000063,0.001425,0.000114,0.000091,0.002398,0.000001,0.000016,0.000001,0.000001
STAT_FTicker_Tick,5364,5364.000000,0.201648,0.000000,0.001424,0.000038,0.000000,0.168804,0.000000,0.001309,0.000031,0.000000
UpdateComponentToWorld,89488,89488.000000,0.194345,0.000000,0.000209,0.000002,0.000000,0.019622,0.000000,0.000113,0.000000,0.000000
STAT_USkeletalMeshComponent_RefreshBoneTransforms_GamethreadEval,7152,7152.000000,0.186762,0.000008,0.000372,0.000026,0.000015,0.006377,0.000000,0.000032,0.000001,0.000001
UpdateChildTransforms,35760,35760.000000,0.186658,0.000000,0.000211,0.000005,0.000000,0.020366,0.000000,0.000034,0.000001,0.000001
GuLiPose_Wire,23302,23302.000000,0.184704,0.000002,0.000110,0.000008,0.000008,0.184704,0.000002,0.000110,0.000008,0.000008
PerformAnimEvaluation,7152,7152.000000,0.177986,0.000007,0.000369,0.000025,0.000011,0.019812,0.000000,0.000143,0.000003,0.000002
FPBDRigidsEvolutionGBF::ComputeIntermediateSpatialAcceleration,1788,1788.000000,0.173846,0.000031,0.000459,0.000097,0.000092,0.001655,0.000000,0.000008,0.000001,0.000001
GuLiPose_Capture,300,300.000000,0.173549,0.000363,0.000937,0.000578,0.000548,0.173549,0.000363,0.000937,0.000578,0.000548
SkeletalMeshComponent0,10728,10728.000000,0.173103,0.000001,0.000207,0.000016,0.000004,0.006006,0.000000,0.000032,0.000001,0.000001
ComputeIntermediateSpatialAcceleration,1788,1788.000000,0.172190,0.000031,0.000458,0.000096,0.000091,0.019295,0.000002,0.000171,0.000011,0.000013
FMassProcessingPhase::ExecuteTick EMassProcessingPhase::PrePhysics,1788,1788.000000,0.166522,0.000064,0.000515,0.000093,0.000092,0.055756,0.000022,0.000205,0.000031,0.000030
TG_EndPhysics,1788,1788.000000,0.164795,0.000041,0.000327,0.000092,0.000093,0.001559,0.000000,0.000005,0.000001,0.000001
Dynamic Property Compare Time,173454,173454.000000,0.158041,0.000000,0.000187,0.000001,0.000000,0.158041,0.000000,0.000187,0.000001,0.000000
Sync queries,90002,90002.000000,0.155829,0.000000,0.000118,0.000002,0.000001,0.155829,0.000000,0.000118,0.000002,0.000001
VehiclePresentation,3576,3576.000000,0.154873,0.000028,0.000209,0.000043,0.000042,0.001928,0.000000,0.000014,0.000001,0.000000
FEndPhysicsTickFunction_ExecuteTick,1788,1788.000000,0.147917,0.000035,0.000320,0.000083,0.000084,0.002988,0.000001,0.000017,0.000002,0.000002
Post Anim Evaluation,7152,7152.000000,0.147368,0.000006,0.000247,0.000021,0.000011,0.021811,0.000001,0.000169,0.000003,0.000003
[Scene] - EndFrame,1788,1788.000000,0.144929,0.000034,0.000318,0.000081,0.000080,0.012125,0.000003,0.000045,0.000007,0.000007
Net Tick Time,1788,1788.000000,0.142026,0.000029,0.000205,0.000079,0.000077,0.053896,0.000018,0.000073,0.000030,0.000030
Render_EndFrame,1788,1788.000000,0.139038,0.000050,0.000179,0.000078,0.000074,0.002891,0.000001,0.000018,0.000002,0.000002
EndFrame,1788,1788.000000,0.136147,0.000049,0.000177,0.000076,0.000073,0.004263,0.000001,0.000036,0.000002,0.000002
Flip Results,1788,1788.000000,0.132804,0.000031,0.000314,0.000074,0.000074,0.022725,0.000006,0.000076,0.000013,0.000012
RHICmdList_Submit,1788,1788.000000,0.131884,0.000047,0.000175,0.000074,0.000071,0.017429,0.000007,0.000073,0.000010,0.000009
GuLiCommanderPlayerController,5854,5854.000000,0.128290,0.000001,0.000762,0.000022,0.000001,0.037068,0.000000,0.000293,0.000006,0.000000
SkeletalComponentAnimEvaluate,7152,7152.000000,0.114883,0.000005,0.000259,0.000016,0.000007,0.024520,0.000001,0.000042,0.000003,0.000002
UGuLiResourceWorldSubsystem,1788,1788.000000,0.111740,0.000001,0.001243,0.000062,0.000001,0.111740,0.000001,0.001243,0.000062,0.000001
GuLiCommander_MovePlanning,1788,1788.000000,0.104634,0.000002,0.002145,0.000059,0.000002,0.007223,0.000002,0.000065,0.000004,0.000003
RHICmdList_FlushRHIThread,1788,1788.000000,0.101028,0.000034,0.000157,0.000057,0.000054,0.002036,0.000001,0.000033,0.000001,0.000001
SwapAccelerationStructures,894,894.000000,0.099841,0.000064,0.000452,0.000112,0.000107,0.049254,0.000038,0.000252,0.000055,0.000053
Explicit wait for RHI thread,1788,1788.000000,0.098992,0.000034,0.000155,0.000055,0.000053,0.003309,0.000001,0.000086,0.000002,0.000002
Lifecycle,67650,67650.000000,0.098602,0.000000,0.000072,0.000001,0.000001,0.052990,0.000000,0.000071,0.000001,0.000001
UpdateKinematicBonesToAnim,14304,14304.000000,0.096968,0.000000,0.000086,0.000007,0.000003,0.096968,0.000000,0.000086,0.000007,0.000003
STAT_PruneInternalPendingData,1788,1788.000000,0.096470,0.000013,0.000357,0.000054,0.000044,0.012128,0.000003,0.000095,0.000007,0.000007
WaitUntilTasksComplete,1788,1788.000000,0.095683,0.000032,0.000136,0.000054,0.000052,0.015559,0.000005,0.000083,0.000009,0.000009
MassExecutor_RunParallel,1788,1788.000000,0.095353,0.000035,0.000482,0.000053,0.000053,0.015073,0.000005,0.000026,0.000008,0.000009
Tasks::Wait,10726,10726.000000,0.094009,0.000000,0.000348,0.000009,0.000000,0.018936,0.000000,0.000117,0.000002,0.000001
FWaitingQueue_Unpark_SignalWaitingThread,19720,19720.000000,0.092470,0.000001,0.000121,0.000005,0.000004,0.092470,0.000001,0.000121,0.000005,0.000004
Dynamic Property Rep Time,322496,322496.000000,0.091816,0.000000,0.000132,0.000000,0.000000,0.074141,0.000000,0.000132,0.000000,0.000000
EvaluateAnimInstance,7152,7152.000000,0.090363,0.000004,0.000251,0.000013,0.000006,0.006626,0.000000,0.000083,0.000001,0.000000
TG_PostPhysics,1788,1788.000000,0.087153,0.000031,0.000160,0.000049,0.000046,0.001181,0.000000,0.000003,0.000001,0.000001
GuLiMiningVehiclePawn,5406,5406.000000,0.085573,0.000001,0.000225,0.000016,0.000008,0.043979,0.000001,0.000225,0.000008,0.000008
Anim Decompression,7152,7152.000000,0.083737,0.000003,0.000249,0.000012,0.000006,0.003315,0.000000,0.000021,0.000000,0.000000
Consider Actors Time,1788,1788.000000,0.083361,0.000026,0.000370,0.000047,0.000043,0.083361,0.000026,0.000370,0.000047,0.000043
UGuLiCommanderResourceAdapter,1788,1788.000000,0.083072,0.000026,0.000194,0.000046,0.000045,0.070448,0.000022,0.000186,0.000039,0.000037
AnimSeq GetBonePose,7152,7152.000000,0.080422,0.000003,0.000248,0.000011,0.000006,0.057718,0.000002,0.000203,0.000008,0.000004
Dispatch Processors,1788,1788.000000,0.080280,0.000030,0.000475,0.000045,0.000043,0.052954,0.000021,0.000263,0.000030,0.000028
AnimSingleNodeInstance,14304,14304.000000,0.079838,0.000001,0.000146,0.000006,0.000002,0.046033,0.000000,0.000087,0.000003,0.000001
RHITaskPipe,3576,3576.000000,0.078651,0.000004,0.000105,0.000022,0.000025,0.005836,0.000001,0.000050,0.000002,0.000002
Top_Turret_2x_Lvl1,3576,3576.000000,0.075984,0.000013,0.000185,0.000021,0.000022,0.003861,0.000000,0.000018,0.000001,0.000001
GuLiResourceFactoryActor,16074,16074.000000,0.072878,0.000000,0.000116,0.000005,0.000004,0.040978,0.000000,0.000116,0.000003,0.000003
USkeletalMeshComponent_TickAnimation,7152,7152.000000,0.072106,0.000003,0.000153,0.000010,0.000006,0.001826,0.000000,0.000028,0.000000,0.000000
Capture,57302,57302.000000,0.069612,0.000000,0.000098,0.000001,0.000001,0.041608,0.000000,0.000039,0.000001,0.000001
Anim Tick Time,7152,7152.000000,0.069210,0.000002,0.000153,0.000010,0.000005,0.016898,0.000000,0.000041,0.000002,0.000001
GuLiPlacedBuilding,1426,1426.000000,0.068768,0.000006,0.000258,0.000048,0.000024,0.017264,0.000002,0.000097,0.000012,0.000007
Facilities,57302,57302.000000,0.068482,0.000000,0.000138,0.000001,0.000002,0.039586,0.000000,0.000100,0.000001,0.000000
GuLiConstructionVehiclePawn,8057,8057.000000,0.065149,0.000000,0.000142,0.000008,0.000007,0.023378,0.000000,0.000136,0.000003,0.000003
ChaosPushData,1788,1788.000000,0.063985,0.000024,0.000157,0.000036,0.000034,0.003298,0.000001,0.000023,0.000002,0.000002
Queue Ticks,1788,1788.000000,0.063413,0.000027,0.000123,0.000035,0.000035,0.063413,0.000027,0.000123,0.000035,0.000035
STAT_ProcessSinglePushedData_Internal,1788,1788.000000,0.060688,0.000022,0.000156,0.000034,0.000033,0.060688,0.000022,0.000156,0.000034,0.000033
RHI_SubmitToGPU,1788,1788.000000,0.060155,0.000020,0.000097,0.000034,0.000032,0.015789,0.000006,0.000035,0.000009,0.000008
Custom Delta Property Rep Time,6012,6012.000000,0.058030,0.000001,0.000480,0.000010,0.000006,0.012025,0.000000,0.000045,0.000002,0.000001
GuLiCommanderGameState,1149,1149.000000,0.054980,0.000000,0.000175,0.000048,0.000034,0.019128,0.000000,0.000138,0.000017,0.000010
Phys SetBodyTransform,28608,28608.000000,0.053352,0.000001,0.000139,0.000002,0.000002,0.053352,0.000001,0.000139,0.000002,0.000002
SyncBodies,1788,1788.000000,0.052740,0.000017,0.000114,0.000029,0.000028,0.004621,0.000001,0.000051,0.000003,0.000003
UpdateAnimation,7152,7152.000000,0.052312,0.000002,0.000146,0.000007,0.000003,0.001045,0.000000,0.000003,0.000000,0.000000
ActorChan_FindOrCreateRep,259173,259173.000000,0.051807,0.000000,0.000080,0.000000,0.000000,0.051807,0.000000,0.000080,0.000000,0.000000
FTaskBase::WaitImpl_StateChangeEvent_WaitFor,1344,1344.000000,0.049295,0.000000,0.000225,0.000037,0.000039,0.049295,0.000000,0.000225,0.000037,0.000039
CreateExternalAccelerationStructure,1788,1788.000000,0.048831,0.000000,0.000242,0.000027,0.000036,0.048831,0.000000,0.000242,0.000027,0.000036
PrimComp DispatchBlockingHit,3576,3576.000000,0.047381,0.000003,0.000107,0.000013,0.000016,0.028334,0.000002,0.000100,0.000008,0.000009
FCoreDelegates::OnEndFrame,1788,1788.000000,0.047324,0.000016,0.000142,0.000026,0.000025,0.028897,0.000010,0.000128,0.000016,0.000016
NetSerializeItemDelta Time,6012,6012.000000,0.046005,0.000000,0.000450,0.000008,0.000000,0.013060,0.000000,0.000034,0.000002,0.000002
ReleaseTickGroup,12516,12516.000000,0.045608,0.000000,0.000097,0.000004,0.000002,0.002826,0.000000,0.000002,0.000000,0.000000
