monotonic_seconds,send_ms,receive_ms,ack_ms,capture_ms,wire_read_ms,send_calls,receive_calls,ack_calls,capture_calls,wire_read_calls,decoded_samples,decode_failures,absolute_samples,delta_samples,payload_bytes,cache_bytes,peak_cache_bytes
16800299.319122698,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
16800299.336710799,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
16800299.353756201,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
16800299.371909000,0.000000000,0.027503818,0.000000000,0.000000000,0.115513802,0,13,0,0,13,300,0,0,0,0,0,0
16800299.389483899,0.000000000,0.027503818,0.000000000,0.000000000,0.115513802,0,13,0,0,13,300,0,0,0,0,0,0
16800299.407431498,0.000000000,0.067401677,0.000000000,0.000000000,0.219117850,0,26,0,0,26,600,0,0,0,0,0,0
16800299.424400698,0.000000000,0.102307647,0.000000000,0.000000000,0.309925526,0,39,0,0,39,900,0,0,0,0,0,0
16800299.441610500,0.000000000,0.125806779,0.000000000,0.000000000,0.374224037,0,49,0,0,49,1160,0,0,0,0,0,0
16800299.459383499,0.000000000,0.133402646,0.000000000,0.000000000,0.391025096,0,52,0,0,52,1200,0,0,0,0,0,0
16800299.476620302,0.000000000,0.160098076,0.000000000,0.000000000,0.463023782,0,62,0,0,62,1460,0,0,0,0,0,0
16800299.494020902,0.000000000,0.169795007,0.000000000,0.000000000,0.486325473,0,65,0,0,65,1500,0,0,0,0,0,0
16800299.511417001,0.000000000,0.198688358,0.000000000,0.000000000,0.563524663,0,78,0,0,78,1800,0,0,0,0,0,0
16800299.528705999,0.000000000,0.198688358,0.000000000,0.000000000,0.563524663,0,78,0,0,78,1800,0,0,0,0,0,0
16800299.546198498,0.000000000,0.198688358,0.000000000,0.000000000,0.563524663,0,78,0,0,78,1800,0,0,0,0,0,0
16800299.566314999,0.000000000,0.238187611,0.000000000,0.000000000,0.660624355,0,91,0,0,91,2100,0,0,0,0,0,0
16800299.582635801,0.000000000,0.265385956,0.000000000,0.000000000,0.732921064,0,104,0,0,104,2400,0,0,0,0,0,0
16800299.602158200,0.000000000,0.265385956,0.000000000,0.000000000,0.732921064,0,104,0,0,104,2400,0,0,0,0,0,0
16800299.617552198,0.000000000,0.293981284,0.000000000,0.000000000,0.809021294,0,117,0,0,117,2700,0,0,0,0,0,0
16800299.636981301,0.000000000,0.293981284,0.000000000,0.000000000,0.809021294,0,117,0,0,117,2700,0,0,0,0,0,0
16800299.654658001,0.000000000,0.320676714,0.000000000,0.000000000,0.881120563,0,130,0,0,130,3000,0,0,0,0,0,0
