Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
FEngineLoop::Tick,1792,1792.000000,29.998504,0.005454,0.030322,0.016740,0.016632,0.014732,0.000001,0.000035,0.000008,0.000008
Frame,1792,1792.000000,29.951321,0.005432,0.030291,0.016714,0.016606,0.010592,0.000000,0.000028,0.000006,0.000006
FrameTime,3583,3583.000000,29.894051,0.000023,0.017320,0.008343,0.008410,0.061459,0.000001,0.000098,0.000017,0.000017
FEngineLoop_UpdateTimeAndHandleMaxTickRate,1791,1791.000000,15.006291,0.000009,0.013391,0.008379,0.007984,0.029460,0.000008,0.000131,0.000016,0.000015
Game thread tick wait time,1788,1788.000000,14.976831,0.000001,0.013373,0.008376,0.007970,0.000909,0.000000,0.000016,0.000001,0.000000
Game thread idle time,1788,1788.000000,14.975923,0.000001,0.013372,0.008376,0.007970,14.975923,0.000001,0.013372,0.008376,0.007970
Tick_Engine,1792,1792.000000,14.311695,0.003451,0.017044,0.007986,0.008394,0.005105,0.000001,0.000026,0.000003,0.000003
GameEngine Tick,1792,1792.000000,14.306590,0.003449,0.017041,0.007984,0.008392,0.083911,0.000009,0.009396,0.000047,0.000009
UWorld_Tick,1792,1792.000000,14.098084,0.003340,0.016934,0.007867,0.008283,0.006326,0.000001,0.000052,0.000004,0.000003
FRHIBreadcrumbScope_GameThread_Begin,1792,1792.000000,14.091758,0.003337,0.016930,0.007864,0.008279,0.036749,0.000011,0.000068,0.000021,0.000020
World Tick Time,1792,1792.000000,14.032337,0.003307,0.016898,0.007831,0.008249,0.052643,0.000015,0.000119,0.000029,0.000029
Tick Time,7166,7166.000000,6.699840,0.000004,0.007910,0.000935,0.000004,0.018396,0.000000,0.000084,0.000003,0.000001
ReleaseTickGroup Block,12538,12538.000000,6.586025,0.000000,0.007322,0.000525,0.000074,0.001573,0.000000,0.000027,0.000000,0.000000
TickCompletionEvents,10747,10747.000000,6.584453,0.000003,0.007322,0.000613,0.000077,0.009456,0.000000,0.000031,0.000001,0.000001
ProcessUntilTasksComplete,10747,10747.000000,6.561232,0.000003,0.007316,0.000611,0.000077,0.134190,0.000001,0.000158,0.000012,0.000004
TG_PrePhysics,1792,1792.000000,5.615881,0.000599,0.007339,0.003134,0.003118,0.004739,0.000001,0.000121,0.000003,0.000002
FTickFunctionTask,97597,97597.000000,3.663440,0.000000,0.002859,0.000038,0.000000,0.049390,0.000000,0.000083,0.000001,0.000000
Nav Tick Time,1792,1792.000000,3.314260,0.001184,0.002922,0.001849,0.001851,0.031182,0.000012,0.000091,0.000017,0.000017
Nav Tick: crowd simulation,1792,1792.000000,3.268484,0.001163,0.002873,0.001824,0.001836,0.171673,0.000071,0.000395,0.000096,0.000094
WaitForTasks,942,942.000000,2.708953,0.000015,0.005703,0.002876,0.003002,2.708953,0.000015,0.005703,0.002876,0.003002
Step: corridor update,1792,1792.000000,2.698254,0.000898,0.002448,0.001506,0.001525,2.698254,0.000898,0.002448,0.001506,0.001525
TickableGameObjects Time,3582,3582.000000,2.611507,0.000012,0.009845,0.000729,0.000111,0.087338,0.000007,0.000152,0.000024,0.000025
GT Tickable Time,1791,1791.000000,2.595693,0.000151,0.009849,0.001449,0.000249,0.001675,0.000000,0.000002,0.000001,0.000001
UGuLiBattleAuthoritySubsystem,1791,1791.000000,2.134615,0.000004,0.009668,0.001192,0.000004,0.994743,0.000001,0.004905,0.000555,0.000001
FActorComponentTickFunction::ExecuteTick,49214,49214.000000,2.047649,0.000000,0.002191,0.000042,0.000000,0.013006,0.000000,0.000054,0.000000,0.000000
NetBroadcastTickTime,1791,1791.000000,1.044654,0.000297,0.001326,0.000583,0.000547,0.000294,0.000000,0.000001,0.000000,0.000000
Net Broadcast Tick Time,1791,1791.000000,1.044360,0.000297,0.001326,0.000583,0.000546,0.006806,0.000002,0.000026,0.000004,0.000004
NetDriver TickFlush,1791,1791.000000,1.037554,0.000294,0.001323,0.000579,0.000544,0.001822,0.000000,0.000013,0.000001,0.000001
GameNetDriver,1791,1791.000000,1.035731,0.000294,0.001321,0.000578,0.000543,0.054980,0.000021,0.000077,0.000031,0.000030
SceneQueryTotal,59341,59341.000000,0.818703,0.000000,0.000402,0.000014,0.000004,0.007350,0.000000,0.000026,0.000000,0.000000
ServerReplicateActors Time,1791,1791.000000,0.781975,0.000209,0.001252,0.000437,0.000399,0.037652,0.000014,0.000059,0.000021,0.000020
SoldierWorldReplication,1792,1792.000000,0.743017,0.000003,0.002190,0.000415,0.000422,0.210616,0.000003,0.000906,0.000118,0.000048
GuLiMiningVehiclePawn,4500,4500.000000,0.673179,0.000001,0.002859,0.000150,0.000059,0.086449,0.000001,0.000660,0.000019,0.000014
Process Prioritized Actors Time,1791,1791.000000,0.647356,0.000153,0.001176,0.000361,0.000328,0.029838,0.000006,0.000144,0.000017,0.000015
Replicate Actor Time,44898,44898.000000,0.615984,0.000003,0.000677,0.000014,0.000010,0.014860,0.000000,0.000110,0.000000,0.000000
TG_StartPhysics,1791,1791.000000,0.570816,0.000179,0.000574,0.000319,0.000315,0.004160,0.000001,0.000023,0.000002,0.000002
CharMoveComp,7168,7168.000000,0.538676,0.000002,0.000490,0.000075,0.000051,0.003040,0.000000,0.000002,0.000000,0.000000
UCharacterMovementComponent_TickComponent,7168,7168.000000,0.535636,0.000001,0.000489,0.000075,0.000051,0.001367,0.000000,0.000001,0.000000,0.000000
FStartPhysicsTickFunction_ExecuteTick,1791,1791.000000,0.534370,0.000165,0.000555,0.000298,0.000295,0.002835,0.000001,0.000044,0.000002,0.000002
Char Movement Total,7168,7168.000000,0.534269,0.000001,0.000488,0.000075,0.000051,0.001553,0.000000,0.000141,0.000000,0.000000
Char Tick,7168,7168.000000,0.532716,0.000001,0.000488,0.000074,0.000050,0.013898,0.000000,0.000039,0.000002,0.000001
[Scene] - StartFrame,3582,3582.000000,0.531535,0.000000,0.000554,0.000148,0.000159,0.019692,0.000001,0.000101,0.000005,0.000005
Char NonSimulated Time,7168,7168.000000,0.510344,0.000001,0.000477,0.000071,0.000049,0.008624,0.000000,0.000031,0.000001,0.000001
Char PerformMovement,7168,7168.000000,0.496793,0.000000,0.000472,0.000069,0.000048,0.027328,0.000000,0.000100,0.000004,0.000002
Door,7168,7168.000000,0.491738,0.000020,0.000394,0.000069,0.000035,0.003778,0.000000,0.000032,0.000001,0.000000
SK_RPF_Door,7168,7168.000000,0.487960,0.000020,0.000393,0.000068,0.000035,0.015847,0.000000,0.000057,0.000002,0.000001
USkinnedMeshComponent_TickComponent,21504,21504.000000,0.486407,0.000000,0.000385,0.000023,0.000000,0.003594,0.000000,0.000019,0.000000,0.000000
SkinnedMeshComp Tick,21504,21504.000000,0.482813,0.000000,0.000384,0.000022,0.000000,0.040865,0.000000,0.000050,0.000002,0.000001
Physics Tick,5373,5373.000000,0.481593,0.000000,0.000500,0.000090,0.000031,0.028803,0.000000,0.000094,0.000005,0.000004
GeomSweepSingle,7794,7794.000000,0.448876,0.000005,0.000402,0.000058,0.000045,0.013971,0.000000,0.000097,0.000002,0.000001
GuLiCommander_SoldierCombat,300,300.000000,0.441297,0.001287,0.002375,0.001471,0.001375,0.441297,0.001287,0.002375,0.001471,0.001375
AnimGameThreadTime,14336,14336.000000,0.439058,0.000002,0.000343,0.000031,0.000020,0.002678,0.000000,0.000001,0.000000,0.000000
Char PhysWalking,5752,5752.000000,0.415581,0.000031,0.000370,0.000072,0.000051,0.018216,0.000000,0.000040,0.000003,0.000002
GuLiPose_Send,11713,11713.000000,0.394590,0.000009,0.000274,0.000034,0.000020,0.019271,0.000001,0.000122,0.000002,0.000001
GuLiCommander_ManualAvoidanceRefresh,300,300.000000,0.365831,0.000860,0.001597,0.001219,0.001202,0.365831,0.000860,0.001597,0.001219,0.001202
RefreshBoneTransforms,7168,7168.000000,0.365120,0.000015,0.000343,0.000051,0.000029,0.017874,0.000001,0.000027,0.000002,0.000002
Evolution/Kinematic update and forces,1791,1791.000000,0.338939,0.000093,0.000453,0.000189,0.000184,0.009689,0.000003,0.000039,0.000005,0.000005
FPBDRigidsEvolutionGBF::AdvanceOneTimeStep,1791,1791.000000,0.324453,0.000087,0.000445,0.000181,0.000178,0.015004,0.000005,0.000063,0.000008,0.000008
Char FindFloor,5754,5754.000000,0.315177,0.000030,0.000278,0.000055,0.000047,0.013220,0.000000,0.000027,0.000002,0.000001
GuLiFactoryGround,38760,38760.000000,0.294413,0.000002,0.000398,0.000008,0.000002,0.281176,0.000002,0.000394,0.000007,0.000002
