"Seconds","Role","Pid","CpuCoreEquivalents","WorkingSetMiB","PrivateMiB"
"3.49E-05","server","35992","0","5472.28515625","6241.265625"
"3.49E-05","client1","30896","0","8.8046875","17.859375"
"3.49E-05","client2","32396","0","9.38671875","18.30859375"
"1.0331138","server","35992","0.21174568563930596","5472.4140625","6241.265625"
"1.0331138","client1","30896","1.7998383279341006","572.125","532.6875"
"1.0331138","client2","32396","1.7998383279341006","572.5234375","544.65625"
"2.0564745","server","35992","0.19848817723799633","5472.5390625","6241.265625"
"2.0564745","client1","30896","0.9466359222119826","605.73828125","566.703125"
"2.0564745","client2","32396","0.702342780995987","594.97265625","568.66796875"
"3.0749024","server","35992","0.18410728928380693","5472.671875","6241.265625"
"3.0749024","client1","30896","0.9358787205260185","604.0625","600.96484375"
"3.0749024","client2","32396","0.8131405276701472","601.10546875","580.71484375"
"4.1024027","server","35992","0.18248169854548946","5472.86328125","6241.265625"
"4.1024027","client1","30896","0.9428221091516956","908.87890625","799.546875"
"4.1024027","client2","32396","1.0036493420001922","686.61328125","690.7578125"
"5.1339747","server","35992","0.22720178523651283","5472.98828125","6241.265625"
"5.1339747","client1","30896","0.34837607069598636","1078.71875","1078.828125"
"5.1339747","client2","32396","0.6058714272973675","960.55859375","1084.38671875"
"6.1568201","server","35992","0.2749682405571751","5473.11328125","6241.265625"
"6.1568201","client1","30896","0","1078.72265625","1078.828125"
"6.1568201","client2","32396","0","960.55859375","1084.38671875"
"7.1779801","server","35992","0.19891593873633906","5473.23828125","6241.265625"
"7.1779801","client1","30896","0","1078.89453125","1078.828125"
"7.1779801","client2","32396","0","960.6015625","1084.421875"
"8.1988579","server","35992","0.15305455755821118","5473.36328125","6241.265625"
"8.1988579","client1","30896","7.637422422154738","1190.61328125","1195.9296875"
"8.1988579","client2","32396","0.015305455755821117","960.67578125","1084.421875"
"9.225095","server","35992","0.2588339478274563","5473.5703125","6241.265625"
"9.225095","client1","30896","0.9744336859386589","1196.40625","1207.421875"
"9.225095","client2","32396","6.714457117171071","1072.828125","1202.79296875"
"10.2533948","server","35992","0.16714483460951757","5466.08203125","6233.640625"
"10.2533948","client1","30896","1.4891085265211563","1763.16796875","1911.1015625"
"10.2533948","client2","32396","1.0636489475151116","1127.2578125","1344.2578125"
"11.2812909","server","35992","0.3192200067691667","5466.20703125","6233.640625"
"11.2812909","client1","30896","0.9576600203075","1847.39453125","2005.44140625"
"11.2812909","client2","32396","1.12487050004373","1649.125","1930.9609375"
"12.2983366","server","35992","0.26117312132581655","5466.33203125","6233.640625"
"12.2983366","client1","30896","1.6284912270903855","2040.1640625","2131.59765625"
"12.2983366","client2","32396","0.9525137366000368","1729.3203125","2031.921875"
"13.3236534","server","35992","0.2133486937890806","5466.45703125","6233.640625"
"13.3236534","client1","30896","4.5869969164652336","2476.07421875","2570.65234375"
"13.3236534","client2","32396","1.6763111654856335","1927.82421875","2166.07421875"
"14.350913","server","35992","0.21294519905192416","5466.51953125","6233.640625"
"14.350913","client1","30896","1.1407778520638794","2579.82421875","2739.30078125"
"14.350913","client2","32396","5.110684777246179","2367.19921875","2601.9296875"
"15.3641432","server","35992","0.13878879646500863","5466.5859375","6233.53515625"
"15.3641432","client1","30896","2.421093449445151","2805.15234375","2999.87890625"
"15.3641432","client2","32396","0.9869425526400615","2471.6171875","2769"
"16.393914","server","35992","0.24277246936891198","5467.171875","6233.53515625"
"16.393914","client1","30896","1.3655951402001298","2923.58984375","3125.39453125"
"16.393914","client2","32396","2.5491109283735756","2698.890625","3028.20703125"
"17.4257757","server","35992","0.1362827983633853","5467.77734375","6233.53515625"
"17.4257757","client1","30896","1.0145497211496461","2974.32421875","3177.75"
"17.4257757","client2","32396","1.2871153178764168","2819.390625","3152.66015625"
"18.4524203","server","35992","0.22829224446317645","5467.90234375","6233.53515625"
"18.4524203","client1","30896","7.396668720606916","4278.578125","4575.91796875"
"18.4524203","client2","32396","0.9892663926737646","2866.00390625","3205.515625"
"19.4800728","server","35992","0.2584774522516123","5468.02734375","6233.53515625"
"19.4800728","client1","30896","1.0187052529916483","3084.36328125","3285.8125"
"19.4800728","client2","32396","3.9075708958037856","4166.73828125","4610.125"
"20.4955119","server","35992","0.2308114785022558","5468.15234375","6233.53515625"
"20.4955119","client1","30896","2.3696645126231597","3619.48828125","3894.546875"
"20.4955119","client2","32396","1.5387431900150388","2957.171875","3268.78125"
"21.5170239","server","35992","0.18355144139275897","5468.27734375","6233.53515625"
"21.5170239","client1","30896","1.0860126949071573","4160.546875","4727.3828125"
"21.5170239","client2","32396","2.630903993296212","3494.42578125","3892.0390625"
"22.5444023","server","35992","0.18250335027483547","5468.40234375","6233.53515625"
"22.5444023","client1","30896","1.2166890018322365","4519.75390625","5335.515625"
"22.5444023","client2","32396","1.1102287141719158","3906.8125","4523.64453125"
"23.5765909","server","35992","0.302754748502357","5469.3828125","6233.53515625"
"23.5765909","client1","30896","1.4683605302364315","4667.265625","5923.4453125"
"23.5765909","client2","32396","1.1807435191591924","4485.01171875","5462.046875"
"24.6036021","server","35992","0.3042810049199074","5469.37890625","6233.53515625"
"24.6036021","client1","30896","7.363600319061759","5265.00390625","9585.9375"
"24.6036021","client2","32396","1.0193413664816897","4504.14453125","5462.046875"
"25.6342542","server","35992","0.25772518195034","5469.59375","6233.53515625"
"25.6342542","client1","30896","4.7300151040297695","5285.78125","9671.58984375"
"25.6342542","client2","32396","6.579572292143974","5112.15625","9545.44921875"
"26.6786629","server","35992","0.37401545965674166","5471.05859375","6233.53515625"
"26.6786629","client1","30896","3.9795244907477314","5066.046875","9481.06640625"
"26.6786629","client2","32396","3.964563872361462","4936.86328125","9380.8828125"
"27.7084078","server","35992","0.19725759263289383","5452.046875","6210.9140625"
"27.7084078","client1","30896","4.081714801403726","5051.85546875","9451.76171875"
"27.7084078","client2","32396","3.884457208770832","4711.86328125","9151.87109375"
"28.7379074","server","35992","0.37943191041550667","5454.4375","6211.9140625"
"28.7379074","client1","30896","3.794319104155067","5056.0625","9452.203125"
"28.7379074","client2","32396","4.750487518402144","4637.3359375","9073.85546875"
"29.7667344","server","35992","0.39486716425599255","5455.21484375","6212.0390625"
"29.7667344","client1","30896","4.465036395817761","4881.1796875","9318.23046875"
"29.7667344","client2","32396","4.373913204066379","4641.640625","9074.56640625"
"30.8029299","server","35992","0.43729682284858407","5455.76953125","6212.0390625"
"30.8029299","client1","30896","5.398353882061831","5808.18359375","11059.63671875"
"30.8029299","client2","32396","4.508681035576781","4644.9921875","9074.7265625"
"31.8396897","server","35992","0.4822717856151444","5456.27734375","6212.0390625"
"31.8396897","client1","30896","3.617038392113583","6237.67578125","11897.58984375"
