Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,5466,5466.000000,59.251193,0.001911,0.019548,0.010840,0.010818,0.527239,0.000002,0.008602,0.000096,0.000089
SceneRender,5466,5466.000000,57.863139,0.001886,0.019193,0.010586,0.010627,13.790011,0.000028,0.009767,0.002523,0.002192
RenderGraphExecute,10929,10929.000000,44.818664,0.000002,0.017479,0.004101,0.001591,4.832131,0.000001,0.004652,0.000442,0.000048
Scene,5464,5464.000000,38.921051,0.003069,0.014913,0.007123,0.006538,4.021027,0.000027,0.004588,0.000736,0.000303
DiffuseIndirectAndAO,5464,5464.000000,5.902349,0.000035,0.005764,0.001080,0.001019,0.045837,0.000001,0.001226,0.000008,0.000001
PostProcessing,5464,5464.000000,5.887479,0.000223,0.004516,0.001078,0.000960,0.563935,0.000003,0.001670,0.000103,0.000121
LumenScreenProbeGather,5464,5464.000000,5.044660,0.000034,0.004971,0.000923,0.000832,2.981214,0.000001,0.004348,0.000546,0.000418
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,5464,5464.000000,4.268994,0.000219,0.002713,0.000781,0.000597,4.268994,0.000219,0.002713,0.000781,0.000597
PrepareImageBasedVRS,2732,2732.000000,3.276501,0.000377,0.003716,0.001199,0.000984,0.020961,0.000001,0.001007,0.000008,0.000001
ContrastAdaptiveShading,2732,2732.000000,3.255540,0.000372,0.003713,0.001192,0.000979,3.255540,0.000372,0.003713,0.001192,0.000979
LumenSceneUpdate:,5220,5220.000000,2.942090,0.000011,0.004601,0.000564,0.000011,2.942090,0.000011,0.004601,0.000564,0.000011
RenderDeferredLighting,2732,2732.000000,2.746569,0.000466,0.002787,0.001005,0.000724,0.014942,0.000001,0.001014,0.000005,0.000001
ParallelDraw,10928,10928.000000,2.557148,0.000000,0.002450,0.000234,0.000099,2.557148,0.000000,0.002450,0.000234,0.000099
ShadowDepths,2732,2732.000000,2.095421,0.000337,0.004770,0.000767,0.000516,0.067427,0.000007,0.001041,0.000025,0.000018
BasePass,2732,2732.000000,1.792307,0.000253,0.002581,0.000656,0.000512,0.126013,0.000019,0.001034,0.000046,0.000030
Nanite::DrawGeometry,5464,5464.000000,1.752386,0.000169,0.001589,0.000321,0.000255,0.361253,0.000028,0.001297,0.000066,0.000041
UpdateRadianceCaches,5464,5464.000000,1.540334,0.000032,0.001668,0.000282,0.000181,1.540334,0.000032,0.001668,0.000282,0.000181
DiffuseIndirectAndAO,5464,5464.000000,1.490413,0.000068,0.001556,0.000273,0.000233,0.416588,0.000000,0.001372,0.000076,0.000062
PrePass %s %s,2732,2732.000000,1.278780,0.000120,0.001768,0.000468,0.000336,0.097973,0.000017,0.001064,0.000036,0.000028
CaptureConvolveSkyEnvMap,5464,5464.000000,1.210568,0.000007,0.001776,0.000222,0.000204,0.023551,0.000000,0.001149,0.000004,0.000000
RenderVirtualShadowMaps,2732,2732.000000,1.188045,0.000195,0.001560,0.000435,0.000291,0.127142,0.000021,0.001049,0.000047,0.000032
ComputeVolumetricFog,2732,2732.000000,1.180593,0.000226,0.001645,0.000432,0.000255,0.003468,0.000000,0.000003,0.000001,0.000001
VolumetricFog,2732,2732.000000,1.177124,0.000225,0.001643,0.000431,0.000254,0.039728,0.000002,0.001078,0.000015,0.000002
FXSystemPreRender,5464,5464.000000,1.172845,0.000000,0.001373,0.000215,0.000055,1.172620,0.000000,0.001373,0.000215,0.000055
LumenReflections,2732,2732.000000,1.073824,0.000187,0.001556,0.000393,0.000284,1.073824,0.000187,0.001556,0.000393,0.000284
Lights,2732,2732.000000,1.017738,0.000152,0.001820,0.000373,0.000236,0.000865,0.000000,0.000613,0.000000,0.000000
DirectLighting,2732,2732.000000,1.016872,0.000152,0.001820,0.000372,0.000236,0.116518,0.000022,0.001146,0.000043,0.000022
LumenSceneLighting%s,2732,2732.000000,0.900404,0.000161,0.001677,0.000330,0.000222,0.066724,0.000009,0.000973,0.000024,0.000019
UnbatchedLights,2732,2732.000000,0.900355,0.000129,0.001796,0.000330,0.000213,0.000596,0.000000,0.000003,0.000000,0.000000
%s,2732,2732.000000,0.899759,0.000129,0.001796,0.000329,0.000213,0.136874,0.000028,0.001119,0.000050,0.000039
TranslucencyVolumeLighting,2732,2732.000000,0.811851,0.000102,0.001747,0.000297,0.000169,0.811851,0.000102,0.001747,0.000297,0.000169
ShadowProjectionOnOpaque,2732,2732.000000,0.762885,0.000100,0.001756,0.000279,0.000167,0.762885,0.000100,0.001756,0.000279,0.000167
VolumetricFog::LightScattering,2732,2732.000000,0.728810,0.000137,0.001553,0.000267,0.000152,0.728810,0.000137,0.001553,0.000267,0.000152
MainPass,5464,5464.000000,0.697070,0.000061,0.001478,0.000128,0.000104,0.396502,0.000031,0.001305,0.000073,0.000057
Nanite::VisBuffer,2732,2732.000000,0.692092,0.000169,0.001589,0.000253,0.000183,0.000609,0.000000,0.000003,0.000000,0.000000
VirtualShadowMapMarkPages,2732,2732.000000,0.679159,0.000140,0.001498,0.000249,0.000154,0.006062,0.000001,0.000006,0.000002,0.000002
ShadowDepths,2732,2732.000000,0.673098,0.000138,0.001496,0.000246,0.000151,0.026158,0.000001,0.001000,0.000010,0.000001
FVirtualShadowMapArray::BeginMarkPages,2732,2732.000000,0.646940,0.000135,0.001490,0.000237,0.000149,0.646940,0.000135,0.001490,0.000237,0.000149
HZB,2732,2732.000000,0.573517,0.000128,0.001314,0.000210,0.000128,0.000266,0.000000,0.000002,0.000000,0.000000
BeginOcclusionTests,2732,2732.000000,0.573251,0.000128,0.001314,0.000210,0.000128,0.000313,0.000000,0.000004,0.000000,0.000000
BeginOcclusionTests,2732,2732.000000,0.572938,0.000128,0.001314,0.000210,0.000128,0.000354,0.000000,0.000003,0.000000,0.000000
ViewOcclusionTests,2732,2732.000000,0.572584,0.000128,0.001314,0.000210,0.000128,0.000318,0.000000,0.000003,0.000000,0.000000
BeginOcclusionTests,2732,2732.000000,0.572266,0.000128,0.001314,0.000209,0.000128,0.013782,0.000001,0.000757,0.000005,0.000001
IndividualQueries,2732,2732.000000,0.551531,0.000123,0.001309,0.000202,0.000123,0.551531,0.000123,0.001309,0.000202,0.000123
PostPass,5464,5464.000000,0.545335,0.000046,0.001314,0.000100,0.000072,0.382836,0.000029,0.001161,0.000070,0.000052
Integrate,2732,2732.000000,0.523113,0.000083,0.001349,0.000191,0.000134,0.523113,0.000083,0.001349,0.000191,0.000134
Capture,3069,3069.000000,0.408986,0.000000,0.001363,0.000133,0.000014,0.210665,0.000000,0.001363,0.000069,0.000000
SlateUI Title = %s,2732,2732.000000,0.407753,0.000068,0.001326,0.000149,0.000093,0.379538,0.000062,0.001317,0.000139,0.000087
FVirtualShadowMapArray::BuildPageAllocation,2732,2732.000000,0.382302,0.000059,0.001306,0.000140,0.000085,0.350320,0.000055,0.001301,0.000128,0.000080
VirtualTextureUpdate,2732,2732.000000,0.360645,0.000077,0.001234,0.000132,0.000089,0.360645,0.000077,0.001234,0.000132,0.000089
DirectLighting,2732,2732.000000,0.350940,0.000060,0.001436,0.000128,0.000074,0.062577,0.000010,0.001170,0.000023,0.000022
RenderVirtualShadowMaps,2732,2732.000000,0.346738,0.000042,0.003181,0.000127,0.000074,0.001996,0.000000,0.000003,0.000001,0.000001
Batched,2732,2732.000000,0.344743,0.000042,0.003180,0.000126,0.000074,0.062367,0.000005,0.002714,0.000023,0.000005
Bloom,2732,2732.000000,0.310528,0.000059,0.001153,0.000114,0.000059,0.310528,0.000059,0.001153,0.000114,0.000059
StochasticLighting,2732,2732.000000,0.297927,0.000065,0.001241,0.000109,0.000076,0.297927,0.000065,0.001241,0.000109,0.000076
Radiosity,2732,2732.000000,0.295832,0.000051,0.001160,0.000108,0.000062,0.295832,0.000051,0.001160,0.000108,0.000062
RayTracingScene,2732,2732.000000,0.294759,0.000055,0.001230,0.000108,0.000067,0.294759,0.000055,0.001230,0.000108,0.000067
Nanite::Streaming,2732,2732.000000,0.283728,0.000060,0.001124,0.000104,0.000071,0.002757,0.000000,0.000014,0.000001,0.000001
CullingPasses,2732,2732.000000,0.282375,0.000036,0.001272,0.000103,0.000048,0.282375,0.000036,0.001272,0.000103,0.000048
Nanite::Readback,2732,2732.000000,0.280971,0.000060,0.001123,0.000103,0.000071,0.280971,0.000060,0.001123,0.000103,0.000071
NaniteBasePass,2732,2732.000000,0.246973,0.000025,0.001207,0.000090,0.000061,0.010605,0.000001,0.001068,0.000004,0.000001
NaniteBasePass,2732,2732.000000,0.246156,0.000046,0.001322,0.000090,0.000046,0.003805,0.000001,0.000003,0.000001,0.000001
SkyAtmosphereLUTs,2732,2732.000000,0.242519,0.000052,0.001207,0.000089,0.000063,0.017966,0.000002,0.001015,0.000007,0.000002
InstanceCulling,10928,10928.000000,0.242367,0.000004,0.001131,0.000022,0.000015,0.242367,0.000004,0.001131,0.000022,0.000015
Nanite::EmitDepthTargets,2732,2732.000000,0.242350,0.000045,0.001320,0.000089,0.000045,0.242350,0.000045,0.001320,0.000089,0.000045
Nanite::BasePass,2732,2732.000000,0.236368,0.000022,0.001206,0.000087,0.000058,0.045936,0.000007,0.000933,0.000017,0.000007
TranslucencyLightingVolume,2732,2732.000000,0.223148,0.000032,0.001300,0.000082,0.000057,0.013621,0.000001,0.001240,0.000005,0.000001
TextureDownsampleChain,5464,5464.000000,0.221021,0.000010,0.001318,0.000040,0.000037,0.221021,0.000010,0.001318,0.000040,0.000037
MotionBlur,2732,2732.000000,0.215579,0.000048,0.001220,0.000079,0.000048,0.157182,0.000034,0.001201,0.000058,0.000034
RenderCloud,1026,1026.000000,0.209628,0.000007,0.001368,0.000204,0.000192,0.004064,0.000000,0.000795,0.000004,0.000000
RenderSky,1020,1020.000000,0.205616,0.000013,0.001277,0.000202,0.000166,0.002194,0.000000,0.000516,0.000002,0.000000
Capture,1530,1530.000000,0.198321,0.000000,0.001268,0.000130,0.000013,0.198321,0.000000,0.001268,0.000130,0.000013
Submit,2732,2732.000000,0.194642,0.000034,0.001188,0.000071,0.000045,0.194642,0.000034,0.001188,0.000071,0.000045
