monotonic_seconds,send_ms,receive_ms,ack_ms,capture_ms,wire_read_ms,send_calls,receive_calls,ack_calls,capture_calls,wire_read_calls,decoded_samples,decode_failures,absolute_samples,delta_samples,payload_bytes,cache_bytes,peak_cache_bytes
16800534.322661899,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
16800534.340275001,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
16800534.357311200,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
16800534.374871299,0.000000000,0.026695430,0.000000000,0.000000000,0.072203577,0,13,0,0,13,300,0,0,0,0,0,0
16800534.392332502,0.000000000,0.026695430,0.000000000,0.000000000,0.072203577,0,13,0,0,13,300,0,0,0,0,0,0
16800534.409339599,0.000000000,0.053793192,0.000000000,0.000000000,0.144302845,0,26,0,0,26,600,0,0,0,0,0,0
16800534.427132402,0.000000000,0.077392906,0.000000000,0.000000000,0.204801559,0,31,0,0,31,760,0,0,0,0,0,0
16800534.443825901,0.000000000,0.077392906,0.000000000,0.000000000,0.204801559,0,31,0,0,31,760,0,0,0,0,0,0
16800534.461676098,0.000000000,0.105790794,0.000000000,0.000000000,0.275496393,0,44,0,0,44,1060,0,0,0,0,0,0
16800534.478918299,0.000000000,0.105790794,0.000000000,0.000000000,0.275496393,0,44,0,0,44,1060,0,0,0,0,0,0
16800534.497053102,0.000000000,0.140782446,0.000000000,0.000000000,0.366106629,0,57,0,0,57,1360,0,0,0,0,0,0
16800534.513598200,0.000000000,0.181686133,0.000000000,0.000000000,0.472806394,0,70,0,0,70,1660,0,0,0,0,0,0
16800534.532333601,0.000000000,0.181686133,0.000000000,0.000000000,0.472806394,0,70,0,0,70,1660,0,0,0,0,0,0
16800534.549009599,0.000000000,0.221792608,0.000000000,0.000000000,0.574704260,0,83,0,0,83,1960,0,0,0,0,0,0
16800534.567228898,0.000000000,0.221792608,0.000000000,0.000000000,0.574704260,0,83,0,0,83,1960,0,0,0,0,0,0
16800534.582641799,0.000000000,0.261507928,0.000000000,0.000000000,0.678103417,0,95,0,0,95,2250,0,0,0,0,0,0
16800534.600557301,0.000000000,0.267207623,0.000000000,0.000000000,0.688206404,0,96,0,0,96,2260,0,0,0,0,0,0
16800534.616640601,0.000000000,0.296115875,0.000000000,0.000000000,0.764910132,0,109,0,0,109,2560,0,0,0,0,0,0
16800534.633124899,0.000000000,0.313311815,0.000000000,0.000000000,0.808410347,0,113,0,0,113,2688,0,0,0,0,0,0
16800534.651904501,0.000000000,0.320412219,0.000000000,0.000000000,0.824410468,0,114,0,0,114,2720,0,0,0,0,0,0
16800534.668553300,0.000000000,0.343810767,0.000000000,0.000000000,0.885814428,0,124,0,0,124,2980,0,0,0,0,0,0
16800534.686482999,0.000000000,0.354610384,0.000000000,0.000000000,0.910811126,0,127,0,0,127,3020,0,0,0,0,0,0
16800534.702267200,0.000000000,0.388808548,0.000000000,0.000000000,1.007206738,0,137,0,0,137,3281,0,0,0,0,0,0
16800534.719950199,0.000000000,0.396307558,0.000000000,0.000000000,1.022506505,0,140,0,0,140,3320,0,0,0,0,0,0
16800534.737435199,0.000000000,0.420209020,0.000000000,0.000000000,1.085806638,0,150,0,0,150,3581,0,0,0,0,0,0
16800534.754195899,0.000000000,0.429008156,0.000000000,0.000000000,1.101508737,0,153,0,0,153,3620,0,0,0,0,0,0
16800534.770867702,0.000000000,0.462707132,0.000000000,0.000000000,1.199003309,0,163,0,0,163,3880,0,0,0,0,0,0
16800534.788334802,0.000000000,0.473007560,0.000000000,0.000000000,1.221705228,0,166,0,0,166,3920,0,0,0,0,0,0
16800534.806107901,0.000000000,0.497207046,0.000000000,0.000000000,1.286506653,0,176,0,0,176,4180,0,0,0,0,0,0
16800534.822842699,0.000000000,0.508207828,0.000000000,0.000000000,1.308508217,0,179,0,0,179,4220,0,0,0,0,0,0
16800534.840399299,0.000000000,0.536911190,0.000000000,0.000000000,1.390602440,0,189,0,0,189,4479,0,0,0,0,0,0
16800534.857434198,0.000000000,0.536911190,0.000000000,0.000000000,1.390602440,0,189,0,0,189,4479,0,0,0,0,0,0
16800534.873604201,0.000000000,0.563204288,0.000000000,0.000000000,1.459900290,0,201,0,0,201,4772,0,0,0,0,0,0
16800534.890807699,0.000000000,0.569004565,0.000000000,0.000000000,1.469399780,0,202,0,0,202,4779,0,0,0,0,0,0
16800534.908766400,0.000000000,0.614706427,0.000000000,0.000000000,1.583699137,0,215,0,0,215,5079,0,0,0,0,0,0
16800534.925277699,0.000000000,0.614706427,0.000000000,0.000000000,1.583699137,0,215,0,0,215,5079,0,0,0,0,0,0
16800534.943512298,0.000000000,0.639118254,0.000000000,0.000000000,1.647002995,0,225,0,0,225,5340,0,0,0,0,0,0
16800534.961201400,0.000000000,0.647518784,0.000000000,0.000000000,1.663200557,0,228,0,0,228,5379,0,0,0,0,0,0
16800534.978001401,0.000000000,0.685323030,0.000000000,0.000000000,1.770596951,0,241,0,0,241,5679,0,0,0,0,0,0
16800534.995687801,0.000000000,0.685323030,0.000000000,0.000000000,1.770596951,0,241,0,0,241,5679,0,0,0,0,0,0
16800535.012540799,0.000000000,0.712424517,0.000000000,0.000000000,1.843802631,0,254,0,0,254,5979,0,0,0,0,0,0
16800535.030931000,0.000000000,0.712424517,0.000000000,0.000000000,1.843802631,0,254,0,0,254,5979,0,0,0,0,0,0
16800535.048148200,0.000000000,0.712424517,0.000000000,0.000000000,1.843802631,0,254,0,0,254,5979,0,0,0,0,0,0
16800535.066213399,0.000000000,0.742219388,0.000000000,0.000000000,1.924108714,0,267,0,0,267,6279,0,0,0,0,0,0
16800535.082567800,0.000000000,0.742219388,0.000000000,0.000000000,1.924108714,0,267,0,0,267,6279,0,0,0,0,0,0
16800535.099732298,0.000000000,0.772811472,0.000000000,0.000000000,1.999609172,0,280,0,0,280,6579,0,0,0,0,0,0
16800535.117915802,0.000000000,0.800523907,0.000000000,0.000000000,2.076510340,0,293,0,0,293,6879,0,0,0,0,0,0
16800535.135574400,0.000000000,0.800523907,0.000000000,0.000000000,2.076510340,0,293,0,0,293,6879,0,0,0,0,0,0
16800535.153793201,0.000000000,0.823326409,0.000000000,0.000000000,2.133917063,0,298,0,0,298,7039,0,0,0,0,0,0
16800535.171768200,0.000000000,0.823326409,0.000000000,0.000000000,2.133917063,0,298,0,0,298,7039,0,0,0,0,0,0
16800535.188391700,0.000000000,0.865425915,0.000000000,0.000000000,2.248719335,0,311,0,0,311,7339,0,0,0,0,0,0
