Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3299,3299.000000,59.689761,0.001017,0.024710,0.018093,0.018009,0.497195,0.000002,0.002395,0.000151,0.000075
SceneRender,3299,3299.000000,58.257764,0.000987,0.024651,0.017659,0.017719,11.233102,0.000030,0.011718,0.003405,0.002391
RenderGraphExecute,6596,6596.000000,47.830431,0.000036,0.024056,0.007251,0.001734,2.271503,0.000011,0.003939,0.000344,0.000051
Scene,3299,3299.000000,44.657057,0.000349,0.022405,0.013537,0.013270,1.854792,0.000007,0.005113,0.000562,0.000317
FEngineLoop::Tick,1649,1649.000000,29.998410,0.007045,0.026687,0.018192,0.018155,0.016867,0.000002,0.000059,0.000010,0.000010
Frame,1649,1649.000000,29.955629,0.007013,0.026662,0.018166,0.018127,0.007096,0.000001,0.000046,0.000004,0.000004
FrameTime,3297,3297.000000,29.919714,0.000096,0.026382,0.009075,0.006734,0.101954,0.000001,0.000152,0.000031,0.000045
Frame Sync Time,1649,1649.000000,16.068760,0.000014,0.018507,0.009745,0.009914,0.019406,0.000004,0.000128,0.000012,0.000012
GameThreadWaitForTask,1646,1646.000000,16.033597,0.000351,0.018481,0.009741,0.009874,0.002333,0.000001,0.000032,0.000001,0.000001
Game thread idle time,1646,1646.000000,16.031264,0.000350,0.018480,0.009740,0.009873,16.031264,0.000350,0.018480,0.009740,0.009873
Tick_Engine,1649,1649.000000,10.042386,0.003296,0.011860,0.006090,0.005805,0.002233,0.000001,0.000004,0.000001,0.000001
GameEngine Tick,1649,1649.000000,10.040153,0.003296,0.011858,0.006089,0.005804,0.092830,0.000023,0.000225,0.000056,0.000056
DiffuseIndirectAndAO,3296,3296.000000,8.339112,0.000037,0.008283,0.002530,0.002328,0.071322,0.000001,0.001604,0.000022,0.000001
UWorld_Tick,1649,1649.000000,7.788545,0.001702,0.009615,0.004723,0.004499,0.041128,0.000002,0.000070,0.000025,0.000024
World Tick Time,1649,1649.000000,7.727905,0.001700,0.009560,0.004686,0.004400,0.050349,0.000012,0.000153,0.000031,0.000029
PostProcessing,3297,3297.000000,7.596210,0.000241,0.005380,0.002304,0.002110,0.671205,0.000002,0.001942,0.000204,0.000120
