Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
FEngineLoop::Tick,1790,1790.000000,29.998364,0.004587,0.029593,0.016759,0.016711,0.015837,0.000002,0.000064,0.000009,0.000009
Frame,1790,1790.000000,29.950284,0.004585,0.029560,0.016732,0.016694,0.010923,0.000000,0.000048,0.000006,0.000006
FrameTime,3578,3578.000000,29.891202,0.000026,0.018244,0.008354,0.008307,0.064697,0.000000,0.000155,0.000018,0.000022
FEngineLoop_UpdateTimeAndHandleMaxTickRate,1789,1789.000000,16.967001,0.000009,0.014488,0.009484,0.009369,0.030312,0.000005,0.000138,0.000017,0.000017
Game thread tick wait time,1787,1787.000000,16.936688,0.000002,0.014470,0.009478,0.009355,0.001012,0.000000,0.000004,0.000001,0.000001
Game thread idle time,1787,1787.000000,16.935676,0.000001,0.014470,0.009477,0.009355,16.935676,0.000001,0.014470,0.009477,0.009355
Tick_Engine,1789,1789.000000,12.316373,0.002774,0.017659,0.006885,0.006984,0.005010,0.000001,0.000130,0.000003,0.000002
GameEngine Tick,1789,1789.000000,12.311363,0.002772,0.017656,0.006882,0.006982,0.083622,0.000029,0.006512,0.000047,0.000029
UWorld_Tick,1789,1789.000000,12.098831,0.002665,0.015907,0.006763,0.006945,0.006813,0.000003,0.000043,0.000004,0.000004
FRHIBreadcrumbScope_GameThread_Begin,1789,1789.000000,12.092018,0.002662,0.015903,0.006759,0.006942,0.037268,0.000013,0.000081,0.000021,0.000021
World Tick Time,1789,1789.000000,12.032643,0.002633,0.015873,0.006726,0.006912,0.050217,0.000020,0.000128,0.000028,0.000027
Tick Time,7156,7156.000000,7.490069,0.000003,0.007958,0.001047,0.000003,0.013739,0.000000,0.000103,0.000002,0.000001
ReleaseTickGroup Block,12523,12523.000000,7.379852,0.000000,0.007067,0.000589,0.000071,0.001570,0.000000,0.000003,0.000000,0.000000
TickCompletionEvents,10734,10734.000000,7.378282,0.000003,0.007067,0.000687,0.000075,0.009795,0.000000,0.000095,0.000001,0.000001
ProcessUntilTasksComplete,10734,10734.000000,7.353372,0.000003,0.007060,0.000685,0.000074,0.149021,0.000001,0.000207,0.000014,0.000005
TG_PrePhysics,1789,1789.000000,6.181365,0.001190,0.007080,0.003455,0.003392,0.004556,0.000001,0.000023,0.000003,0.000003
FTickFunctionTask,106393,106393.000000,4.840548,0.000000,0.002729,0.000045,0.000000,0.052787,0.000000,0.000208,0.000000,0.000000
FActorComponentTickFunction::ExecuteTick,54506,54506.000000,3.750407,0.000000,0.002728,0.000069,0.000000,0.014203,0.000000,0.000090,0.000000,0.000000
TickableGameObjects Time,3578,3578.000000,2.460917,0.000012,0.010825,0.000688,0.000122,0.087952,0.000008,0.000219,0.000025,0.000025
GT Tickable Time,1789,1789.000000,2.448596,0.000067,0.010829,0.001369,0.000067,0.001705,0.000000,0.000067,0.000001,0.000001
WaitForTasks,1061,1061.000000,2.306637,0.000003,0.005634,0.002174,0.002335,2.306637,0.000003,0.005634,0.002174,0.002335
UGuLiBattleAuthoritySubsystem,1789,1789.000000,2.142446,0.000004,0.010100,0.001198,0.000004,1.017118,0.000001,0.005565,0.000569,0.000001
CharMoveComp,7156,7156.000000,1.802964,0.000034,0.001063,0.000252,0.000216,0.003861,0.000000,0.000095,0.000001,0.000000
UCharacterMovementComponent_TickComponent,7156,7156.000000,1.799102,0.000034,0.001062,0.000251,0.000216,0.001430,0.000000,0.000016,0.000000,0.000000
Char Movement Total,7156,7156.000000,1.797673,0.000034,0.001062,0.000251,0.000215,0.001316,0.000000,0.000004,0.000000,0.000000
Char Tick,7156,7156.000000,1.796357,0.000034,0.001061,0.000251,0.000215,0.016260,0.000000,0.000070,0.000002,0.000002
Char NonSimulated Time,7156,7156.000000,1.772679,0.000033,0.001054,0.000248,0.000203,0.011373,0.000000,0.000036,0.000002,0.000001
Char PerformMovement,7156,7156.000000,1.755629,0.000032,0.001048,0.000245,0.000201,0.036776,0.000001,0.000157,0.000005,0.000004
NetBroadcastTickTime,1789,1789.000000,1.613584,0.000517,0.002800,0.000902,0.000840,0.000440,0.000000,0.000001,0.000000,0.000000
Net Broadcast Tick Time,1789,1789.000000,1.613145,0.000517,0.002800,0.000902,0.000840,0.007158,0.000001,0.000030,0.000004,0.000004
NetDriver TickFlush,1789,1789.000000,1.605986,0.000514,0.002795,0.000898,0.000836,0.001919,0.000001,0.000017,0.000001,0.000001
GameNetDriver,1789,1789.000000,1.604067,0.000513,0.002794,0.000897,0.000835,0.067706,0.000023,0.000188,0.000038,0.000037
Char PhysWalking,7156,7156.000000,1.466068,0.000031,0.000943,0.000205,0.000174,0.042632,0.000000,0.000109,0.000006,0.000004
SceneQueryTotal,28631,28631.000000,1.298641,0.000005,0.000434,0.000045,0.000044,0.003425,0.000000,0.000043,0.000000,0.000000
ServerReplicateActors Time,1789,1789.000000,1.261331,0.000322,0.002634,0.000705,0.000649,0.052219,0.000017,0.000123,0.000029,0.000027
Process Prioritized Actors Time,3578,3578.000000,1.084751,0.000079,0.001737,0.000303,0.000280,0.051384,0.000004,0.000150,0.000014,0.000013
SoldierWorldReplication,1789,1789.000000,1.045123,0.000002,0.002728,0.000584,0.000663,0.230883,0.000002,0.000878,0.000129,0.000064
Replicate Actor Time,90446,90446.000000,1.031224,0.000002,0.000804,0.000011,0.000010,0.025267,0.000000,0.000284,0.000000,0.000000
MoveComponent(Primitive) Time,21469,21469.000000,1.010904,0.000001,0.000552,0.000047,0.000045,0.046936,0.000000,0.000161,0.000002,0.000002
GeomSweepMultiple,35794,35794.000000,0.958649,0.000000,0.000440,0.000027,0.000011,0.045092,0.000000,0.000119,0.000001,0.000000
MoveComponent,17897,17897.000000,0.911552,0.000013,0.000430,0.000051,0.000046,0.900973,0.000013,0.000403,0.000050,0.000044
GuLiPose_Send,23426,23426.000000,0.652290,0.000009,0.000686,0.000028,0.000015,0.033327,0.000001,0.000065,0.000001,0.000001
TG_StartPhysics,1789,1789.000000,0.606760,0.000206,0.000835,0.000339,0.000333,0.004332,0.000001,0.000028,0.000002,0.000002
FStartPhysicsTickFunction_ExecuteTick,1789,1789.000000,0.569911,0.000191,0.000815,0.000319,0.000311,0.003123,0.000001,0.000025,0.000002,0.000002
[Scene] - StartFrame,3578,3578.000000,0.566788,0.000000,0.000814,0.000158,0.000185,0.021296,0.000001,0.000098,0.000006,0.000005
Char StepUp,3572,3572.000000,0.531567,0.000078,0.000502,0.000149,0.000147,0.009363,0.000001,0.000102,0.000003,0.000003
Physics Tick,5367,5367.000000,0.510145,0.000000,0.000620,0.000095,0.000038,0.029188,0.000000,0.000113,0.000005,0.000005
GuLiCommander_SoldierCombat,300,300.000000,0.493997,0.001391,0.002679,0.001647,0.001521,0.493997,0.001391,0.002679,0.001647,0.001521
Door,7156,7156.000000,0.474774,0.000020,0.000645,0.000066,0.000033,0.003394,0.000000,0.000005,0.000000,0.000000
USkinnedMeshComponent_TickComponent,21468,21468.000000,0.472582,0.000000,0.000639,0.000022,0.000000,0.003433,0.000000,0.000016,0.000000,0.000000
SK_RPF_Door,7156,7156.000000,0.471380,0.000020,0.000645,0.000066,0.000032,0.015441,0.000000,0.000180,0.000002,0.000000
SkinnedMeshComp Tick,21468,21468.000000,0.469149,0.000000,0.000638,0.000022,0.000000,0.041259,0.000000,0.000117,0.000002,0.000001
GuLiTerritoryOutpostActor,57654,57654.000000,0.453621,0.000004,0.000227,0.000008,0.000006,0.176107,0.000002,0.000222,0.000003,0.000002
NetDriver ProcessRemoteFunction,24026,24026.000000,0.435397,0.000006,0.000675,0.000018,0.000006,0.003967,0.000000,0.000017,0.000000,0.000000
AnimGameThreadTime,14312,14312.000000,0.425590,0.000002,0.000550,0.000030,0.000019,0.002172,0.000000,0.000090,0.000000,0.000000
ClientReceiveEncodedPoseBlock,23426,23426.000000,0.408037,0.000006,0.000674,0.000017,0.000006,0.238158,0.000005,0.000194,0.000010,0.000007
GuLiCommander_ManualAvoidanceRefresh,300,300.000000,0.396575,0.000712,0.001819,0.001322,0.001293,0.396575,0.000712,0.001819,0.001322,0.001293
Char FindFloor,7156,7156.000000,0.386275,0.000030,0.000289,0.000054,0.000051,0.014332,0.000000,0.000030,0.000002,0.000001
Start TG_DuringPhysics,1789,1789.000000,0.379606,0.000032,0.000777,0.000212,0.000070,0.002414,0.000000,0.000025,0.000001,0.000001
ComputeFloorDist,10734,10734.000000,0.355382,0.000004,0.000263,0.000033,0.000030,0.345967,0.000004,0.000260,0.000032,0.000029
RefreshBoneTransforms,7156,7156.000000,0.354569,0.000015,0.000550,0.000050,0.000026,0.017685,0.000001,0.000030,0.000002,0.000002
Evolution/Kinematic update and forces,1789,1789.000000,0.350561,0.000094,0.000495,0.000196,0.000191,0.010154,0.000003,0.000045,0.000006,0.000006
FPBDRigidsEvolutionGBF::AdvanceOneTimeStep,1789,1789.000000,0.336424,0.000088,0.000486,0.000188,0.000181,0.016581,0.000004,0.000031,0.000009,0.000009
GeomSweepSingle,7156,7156.000000,0.333953,0.000027,0.000266,0.000047,0.000049,0.012267,0.000000,0.000084,0.000002,0.000001
CommanderNetSync,5833,5833.000000,0.325337,0.000001,0.000514,0.000056,0.000011,0.288298,0.000001,0.000356,0.000049,0.000004
IpConnection Socket SendTo,7781,7781.000000,0.303191,0.000012,0.000640,0.000039,0.000025,0.303191,0.000012,0.000640,0.000039,0.000025
STAT_NetDriver_TickClientConnections,1789,1789.000000,0.268707,0.000008,0.000659,0.000150,0.000140,0.005127,0.000001,0.000023,0.000003,0.000003
NetConnection Tick,3578,3578.000000,0.263580,0.000002,0.000414,0.000074,0.000077,0.053638,0.000001,0.000132,0.000015,0.000014
Mass Total Frame Time,16101,16101.000000,0.263158,0.000001,0.000473,0.000016,0.000006,0.044758,0.000000,0.000112,0.000003,0.000002
Deferred Tick Time,1789,1789.000000,0.247173,0.000091,0.001469,0.000138,0.000105,0.001782,0.000000,0.000037,0.000001,0.000001
EndScopedMovementUpdate Time,10728,10728.000000,0.247068,0.000000,0.000234,0.000023,0.000000,0.012126,0.000000,0.000042,0.000001,0.000000
Tick_Core,1789,1789.000000,0.239724,0.000088,0.001460,0.000134,0.000102,0.002783,0.000001,0.000102,0.000002,0.000002
STAT_FTicker_Tick,5367,5367.000000,0.236941,0.000000,0.001458,0.000044,0.000000,0.203623,0.000000,0.001436,0.000038,0.000000
STAT_Evolution_StepSolver_IntegrateKinematicSpatial,1789,1789.000000,0.228626,0.000055,0.000425,0.000128,0.000122,0.004032,0.000001,0.000026,0.000002,0.000002
Mass Phase Tick,10734,10734.000000,0.221674,0.000002,0.000473,0.000021,0.000006,0.002586,0.000000,0.000037,0.000000,0.000000
GuLiPose_Encode,23426,23426.000000,0.207108,0.000002,0.000158,0.000009,0.000008,0.207108,0.000002,0.000158,0.000009,0.000008
Net Tick Time,1789,1789.000000,0.206406,0.000026,0.000339,0.000115,0.000083,0.054731,0.000017,0.000102,0.000031,0.000030
UpdateComponentToWorld,89462,89462.000000,0.193138,0.000000,0.000181,0.000002,0.000000,0.017180,0.000000,0.000025,0.000000,0.000000
STAT_USkeletalMeshComponent_RefreshBoneTransforms_GamethreadEval,7156,7156.000000,0.187422,0.000008,0.000485,0.000026,0.000013,0.006277,0.000000,0.000005,0.000001,0.000001
UpdateChildTransforms,35732,35732.000000,0.186965,0.000000,0.000185,0.000005,0.000000,0.021135,0.000000,0.000064,0.000001,0.000001
PerformAnimEvaluation,7156,7156.000000,0.178733,0.000007,0.000480,0.000025,0.000012,0.020160,0.000001,0.000150,0.000003,0.000002
SkeletalMeshComponent0,10728,10728.000000,0.173285,0.000001,0.000180,0.000016,0.000003,0.005459,0.000000,0.000006,0.000001,0.000000
FPBDRigidsEvolutionGBF::ComputeIntermediateSpatialAcceleration,1789,1789.000000,0.171457,0.000028,0.000392,0.000096,0.000094,0.001741,0.000000,0.000071,0.000001,0.000001
ComputeIntermediateSpatialAcceleration,1789,1789.000000,0.169716,0.000027,0.000390,0.000095,0.000089,0.018935,0.000002,0.000045,0.000011,0.000012
FMassProcessingPhase::ExecuteTick EMassProcessingPhase::PrePhysics,1789,1789.000000,0.167823,0.000067,0.000470,0.000094,0.000091,0.055701,0.000021,0.000207,0.000031,0.000031
TG_EndPhysics,1789,1789.000000,0.166050,0.000041,0.000356,0.000093,0.000092,0.001561,0.000000,0.000003,0.000001,0.000001
Sync queries,90004,90004.000000,0.158722,0.000000,0.000162,0.000002,0.000002,0.158722,0.000000,0.000162,0.000002,0.000002
Dynamic Property Compare Time,171824,171824.000000,0.158426,0.000000,0.000102,0.000001,0.000000,0.158426,0.000000,0.000102,0.000001,0.000000
GuLiPose_Capture,300,300.000000,0.155594,0.000326,0.000798,0.000519,0.000492,0.155594,0.000326,0.000798,0.000519,0.000492
VehiclePresentation,3572,3572.000000,0.155036,0.000028,0.000181,0.000043,0.000043,0.001863,0.000000,0.000018,0.000001,0.000001
Post Anim Evaluation,7156,7156.000000,0.149463,0.000006,0.000447,0.000021,0.000011,0.021728,0.000001,0.000065,0.000003,0.000002
FEndPhysicsTickFunction_ExecuteTick,1789,1789.000000,0.149033,0.000034,0.000342,0.000083,0.000084,0.003027,0.000001,0.000004,0.000002,0.000002
[Scene] - EndFrame,1789,1789.000000,0.146006,0.000033,0.000341,0.000082,0.000083,0.011706,0.000003,0.000188,0.000007,0.000007
Render_EndFrame,1789,1789.000000,0.141649,0.000054,0.000222,0.000079,0.000076,0.003009,0.000001,0.000026,0.000002,0.000002
EndFrame,1789,1789.000000,0.138640,0.000053,0.000220,0.000077,0.000075,0.004232,0.000001,0.000046,0.000002,0.000002
RHICmdList_Submit,1789,1789.000000,0.134408,0.000051,0.000218,0.000075,0.000073,0.018096,0.000006,0.000070,0.000010,0.000010
Flip Results,1789,1789.000000,0.134300,0.000029,0.000336,0.000075,0.000076,0.023335,0.000006,0.000204,0.000013,0.000012
GuLiCommanderPlayerController,5833,5833.000000,0.128618,0.000001,0.000802,0.000022,0.000001,0.037421,0.000000,0.000107,0.000006,0.000001
SkeletalComponentAnimEvaluate,7156,7156.000000,0.114910,0.000005,0.000268,0.000016,0.000007,0.025184,0.000001,0.000037,0.000004,0.000002
UGuLiResourceWorldSubsystem,1789,1789.000000,0.110932,0.000001,0.001239,0.000062,0.000001,0.110932,0.000001,0.001239,0.000062,0.000001
GuLiCommander_MovePlanning,1789,1789.000000,0.104580,0.000002,0.001830,0.000058,0.000002,0.007987,0.000002,0.000040,0.000004,0.000004
RHICmdList_FlushRHIThread,1789,1789.000000,0.102929,0.000038,0.000202,0.000058,0.000056,0.001569,0.000000,0.000028,0.000001,0.000001
Lifecycle,68066,68066.000000,0.102648,0.000000,0.000138,0.000002,0.000002,0.055244,0.000000,0.000137,0.000001,0.000000
Explicit wait for RHI thread,1789,1789.000000,0.101360,0.000037,0.000201,0.000057,0.000055,0.003431,0.000001,0.000097,0.000002,0.000002
SwapAccelerationStructures,895,895.000000,0.099582,0.000057,0.000377,0.000111,0.000105,0.048392,0.000037,0.000158,0.000054,0.000052
