Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3688,3688.000000,59.673198,0.003252,0.022732,0.016180,0.016435,0.544549,0.000002,0.003091,0.000148,0.000065
SceneRender,3688,3688.000000,58.270064,0.003206,0.021503,0.015800,0.015959,10.442638,0.000001,0.007326,0.002832,0.002924
RenderGraphExecute,7374,7374.000000,48.535623,0.000031,0.021345,0.006582,0.006597,1.825141,0.000002,0.002862,0.000248,0.000031
Scene,3688,3688.000000,45.601984,0.003203,0.020381,0.012365,0.012052,1.991443,0.000004,0.003696,0.000540,0.000302
FEngineLoop::Tick,1844,1844.000000,29.998564,0.002265,0.023656,0.016268,0.016526,0.016977,0.000001,0.000046,0.000009,0.000009
Frame,1844,1844.000000,29.956588,0.002264,0.023635,0.016245,0.016511,0.006992,0.000000,0.000024,0.000004,0.000004
FrameTime,3687,3687.000000,29.916016,0.000090,0.023483,0.008114,0.002217,0.099164,0.000001,0.000105,0.000027,0.000039
Frame Sync Time,1844,1844.000000,15.742441,0.002055,0.016578,0.008537,0.008656,0.019021,0.000003,0.000034,0.000010,0.000010
GameThreadWaitForTask,1844,1844.000000,15.707777,0.002040,0.016561,0.008518,0.008641,0.002041,0.000000,0.000004,0.000001,0.000001
Game thread idle time,1844,1844.000000,15.705736,0.002040,0.016560,0.008517,0.008640,15.705736,0.002040,0.016560,0.008517,0.008640
Tick_Engine,1843,1843.000000,10.153400,0.004257,0.008595,0.005509,0.005396,0.002347,0.000001,0.000004,0.000001,0.000001
GameEngine Tick,1843,1843.000000,10.151053,0.004256,0.008594,0.005508,0.005395,0.090639,0.000037,0.000109,0.000049,0.000049
DiffuseIndirectAndAO,3687,3687.000000,8.784100,0.000042,0.012284,0.002382,0.002145,0.059497,0.000001,0.002006,0.000016,0.000001
UWorld_Tick,1843,1843.000000,7.882730,0.003289,0.007053,0.004277,0.004201,0.041635,0.000017,0.000058,0.000023,0.000023
World Tick Time,1843,1843.000000,7.821591,0.003253,0.007020,0.004244,0.004167,0.046533,0.000020,0.000053,0.000025,0.000025
LumenScreenProbeGather,3687,3687.000000,7.749538,0.000041,0.006641,0.002102,0.002041,5.305199,0.000002,0.006253,0.001439,0.000507
PostProcessing,3686,3686.000000,7.147126,0.000255,0.004611,0.001939,0.002191,0.663573,0.000003,0.002536,0.000180,0.000131
Tick Time,7372,7372.000000,6.384289,0.000003,0.003216,0.000866,0.001253,0.018523,0.000000,0.000046,0.000003,0.000002
ReleaseTickGroup Block,11058,11058.000000,6.158710,0.000036,0.002844,0.000557,0.000291,0.001860,0.000000,0.000079,0.000000,0.000000
TickCompletionEvents,12901,12901.000000,6.156850,0.000011,0.002844,0.000477,0.000240,0.013639,0.000000,0.000019,0.000001,0.000001
ProcessUntilTasksComplete,12901,12901.000000,6.127809,0.000010,0.002841,0.000475,0.000239,0.124264,0.000002,0.000175,0.000010,0.000005
ExecuteTask,127311,127311.000000,5.620358,0.000000,0.002667,0.000044,0.000000,0.050810,0.000000,0.000105,0.000000,0.000000
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,3686,3686.000000,5.233739,0.000250,0.003532,0.001420,0.001244,5.233739,0.000250,0.003532,0.001420,0.001244
FTickFunctionTask,112543,112543.000000,5.212536,0.000000,0.002667,0.000046,0.000000,0.069608,0.000000,0.000103,0.000001,0.000000
PrepareImageBasedVRS,1843,1843.000000,4.968780,0.000981,0.005193,0.002696,0.002640,0.044365,0.000001,0.001951,0.000024,0.000001
ContrastAdaptiveShading,1843,1843.000000,4.924415,0.000980,0.005188,0.002672,0.002595,4.924415,0.000980,0.005188,0.002672,0.002595
ParallelDraw,7372,7372.000000,4.723040,0.000000,0.003654,0.000641,0.000111,4.723040,0.000000,0.003654,0.000641,0.000111
RenderDeferredLighting,1843,1843.000000,3.635650,0.000814,0.010435,0.001973,0.001980,0.024503,0.000001,0.001162,0.000013,0.000001
BasePass,1843,1843.000000,3.111170,0.000276,0.003739,0.001688,0.001850,0.200764,0.000023,0.002213,0.000109,0.000023
Total Slate Tick Time,3686,3686.000000,2.852486,0.000020,0.002472,0.000774,0.001296,0.013953,0.000000,0.000022,0.000004,0.000004
Slate::Tick (Time and Widgets),1843,1843.000000,2.754778,0.001296,0.002473,0.001495,0.001415,0.000431,0.000000,0.000003,0.000000,0.000000
Slate::DrawWindows,1843,1843.000000,2.737814,0.001288,0.002461,0.001486,0.001407,0.037126,0.000014,0.000083,0.000020,0.000019
TG_PostUpdateWork,1843,1843.000000,2.669963,0.001151,0.002852,0.001449,0.001391,0.002988,0.000001,0.000016,0.000002,0.000001
ShadowDepths,1843,1843.000000,2.434524,0.000009,0.003255,0.001321,0.001124,0.066384,0.000003,0.002025,0.000036,0.000024
GuLiCommanderPresentationActor,1843,1843.000000,2.421640,0.001037,0.002665,0.001314,0.001267,0.003093,0.000001,0.000019,0.000002,0.000002
GuLiCommanderPresentation_RebuildLocalInstances,1843,1843.000000,2.418547,0.001035,0.002664,0.001312,0.001266,2.130050,0.000901,0.002407,0.001156,0.001114
PrePass %s %s,1843,1843.000000,2.307448,0.000119,0.003221,0.001252,0.001153,0.249077,0.000020,0.002118,0.000135,0.000020
Nanite::DrawGeometry,3685,3685.000000,2.207620,0.000173,0.002582,0.000599,0.000514,0.373603,0.000028,0.002195,0.000101,0.000050
TG_PrePhysics,1843,1843.000000,2.126588,0.000846,0.001775,0.001154,0.001109,0.004546,0.000001,0.000019,0.000002,0.000002
DiffuseIndirectAndAO,3686,3686.000000,2.060789,0.000071,0.002667,0.000559,0.000333,0.454898,0.000000,0.002279,0.000123,0.000069
UpdateRadianceCaches,3685,3685.000000,1.802425,0.000039,0.002750,0.000489,0.000313,1.802425,0.000039,0.002750,0.000489,0.000313
