monotonic_seconds,send_ms,receive_ms,ack_ms,capture_ms,wire_read_ms,send_calls,receive_calls,ack_calls,capture_calls,wire_read_calls,decoded_samples,decode_failures,absolute_samples,delta_samples,payload_bytes,cache_bytes,peak_cache_bytes
16801079.332695302,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
16801079.353123900,0.000000000,0.027902424,0.000000000,0.000000000,0.073704869,0,13,0,0,13,300,0,0,0,0,0,0
16801079.370360699,0.000000000,0.027902424,0.000000000,0.000000000,0.073704869,0,13,0,0,13,300,0,0,0,0,0,0
16801079.387501199,0.000000000,0.027902424,0.000000000,0.000000000,0.073704869,0,13,0,0,13,300,0,0,0,0,0,0
16801079.405841701,0.000000000,0.069398433,0.000000000,0.000000000,0.180609524,0,26,0,0,26,600,0,0,0,0,0,0
16801079.422243100,0.000000000,0.092398375,0.000000000,0.000000000,0.247109681,0,36,0,0,36,860,0,0,0,0,0,0
16801079.440189499,0.000000000,0.099699944,0.000000000,0.000000000,0.263106078,0,39,0,0,39,900,0,0,0,0,0,0
16801079.457492899,0.000000000,0.122796744,0.000000000,0.000000000,0.327311456,0,49,0,0,49,1160,0,0,0,0,0,0
16801079.474121399,0.000000000,0.130493194,0.000000000,0.000000000,0.343013555,0,52,0,0,52,1200,0,0,0,0,0,0
16801079.491570398,0.000000000,0.147689134,0.000000000,0.000000000,0.389818102,0,58,0,0,58,1392,0,0,0,0,0,0
16801079.508096501,0.000000000,0.155989081,0.000000000,0.000000000,0.407721847,0,61,0,0,61,1443,0,0,0,0,0,0
16801079.526345000,0.000000000,0.185988843,0.000000000,0.000000000,0.484522432,0,74,0,0,74,1743,0,0,0,0,0,0
16801079.544054899,0.000000000,0.185988843,0.000000000,0.000000000,0.484522432,0,74,0,0,74,1743,0,0,0,0,0,0
16801079.561276801,0.000000000,0.213690102,0.000000000,0.000000000,0.557530671,0,87,0,0,87,2043,0,0,0,0,0,0
16801079.578586102,0.000000000,0.213690102,0.000000000,0.000000000,0.557530671,0,87,0,0,87,2043,0,0,0,0,0,0
16801079.596552100,0.000000000,0.242188573,0.000000000,0.000000000,0.631432980,0,100,0,0,100,2343,0,0,0,0,0,0
16801079.615513399,0.000000000,0.242188573,0.000000000,0.000000000,0.631432980,0,100,0,0,100,2343,0,0,0,0,0,0
16801079.631322701,0.000000000,0.269189477,0.000000000,0.000000000,0.704526901,0,113,0,0,113,2643,0,0,0,0,0,0
16801079.650050301,0.000000000,0.269189477,0.000000000,0.000000000,0.704526901,0,113,0,0,113,2643,0,0,0,0,0,0
16801079.665850502,0.000000000,0.309381634,0.000000000,0.000000000,0.836119056,0,126,0,0,126,2943,0,0,0,0,0,0
16801079.684984900,0.000000000,0.309381634,0.000000000,0.000000000,0.836119056,0,126,0,0,126,2943,0,0,0,0,0,0
16801079.701827999,0.000000000,0.309381634,0.000000000,0.000000000,0.836119056,0,126,0,0,126,2943,0,0,0,0,0,0
16801079.719704099,0.000000000,0.336688012,0.000000000,0.000000000,0.908419490,0,139,0,0,139,3243,0,0,0,0,0,0
16801079.737944301,0.000000000,0.336688012,0.000000000,0.000000000,0.908419490,0,139,0,0,139,3243,0,0,0,0,0,0
16801079.756054401,0.000000000,0.408507884,0.000000000,0.000000000,1.125212759,0,162,0,0,162,3804,0,0,0,0,0,0
16801079.773598000,0.000000000,0.416807830,0.000000000,0.000000000,1.141112298,0,165,0,0,165,3843,0,0,0,0,0,0
16801079.790324301,0.000000000,0.416807830,0.000000000,0.000000000,1.141112298,0,165,0,0,165,3843,0,0,0,0,0,0
16801079.808135200,0.000000000,0.446408987,0.000000000,0.000000000,1.213818789,0,178,0,0,178,4143,0,0,0,0,0,0
16801079.825327601,0.000000000,0.480804592,0.000000000,0.000000000,1.330520958,0,188,0,0,188,4403,0,0,0,0,0,0
16801079.842853598,0.000000000,0.488907099,0.000000000,0.000000000,1.347422600,0,191,0,0,191,4443,0,0,0,0,0,0
16801079.859723900,0.000000000,0.516507775,0.000000000,0.000000000,1.423221081,0,204,0,0,204,4743,0,0,0,0,0,0
16801079.876654401,0.000000000,0.516507775,0.000000000,0.000000000,1.423221081,0,204,0,0,204,4743,0,0,0,0,0,0
16801079.894079499,0.000000000,0.516507775,0.000000000,0.000000000,1.423221081,0,204,0,0,204,4743,0,0,0,0,0,0
16801079.910996299,0.000000000,0.560306013,0.000000000,0.000000000,1.537725329,0,217,0,0,217,5043,0,0,0,0,0,0
16801079.928762201,0.000000000,0.560306013,0.000000000,0.000000000,1.537725329,0,217,0,0,217,5043,0,0,0,0,0,0
16801079.945946299,0.000000000,0.595204532,0.000000000,0.000000000,1.627828926,0,230,0,0,230,5343,0,0,0,0,0,0
16801079.963602800,0.000000000,0.623706728,0.000000000,0.000000000,1.701835543,0,243,0,0,243,5643,0,0,0,0,0,0
16801079.980655499,0.000000000,0.623706728,0.000000000,0.000000000,1.701835543,0,243,0,0,243,5643,0,0,0,0,0,0
16801079.998084199,0.000000000,0.656105578,0.000000000,0.000000000,1.783840358,0,256,0,0,256,5943,0,0,0,0,0,0
16801080.015113499,0.000000000,0.656105578,0.000000000,0.000000000,1.783840358,0,256,0,0,256,5943,0,0,0,0,0,0
16801080.033539400,0.000000000,0.688605011,0.000000000,0.000000000,1.867543906,0,269,0,0,269,6243,0,0,0,0,0,0
16801080.049531899,0.000000000,0.688605011,0.000000000,0.000000000,1.867543906,0,269,0,0,269,6243,0,0,0,0,0,0
16801080.068887699,0.000000000,0.722698867,0.000000000,0.000000000,1.953344792,0,282,0,0,282,6543,0,0,0,0,0,0
16801080.086675901,0.000000000,0.722698867,0.000000000,0.000000000,1.953344792,0,282,0,0,282,6543,0,0,0,0,0,0
16801080.103446599,0.000000000,0.752501190,0.000000000,0.000000000,2.030234784,0,295,0,0,295,6843,0,0,0,0,0,0
16801080.121297002,0.000000000,0.752501190,0.000000000,0.000000000,2.030234784,0,295,0,0,295,6843,0,0,0,0,0,0
16801080.138760101,0.000000000,0.779889524,0.000000000,0.000000000,2.115637064,0,308,0,0,308,7143,0,0,0,0,0,0
16801080.156515598,0.000000000,0.779889524,0.000000000,0.000000000,2.115637064,0,308,0,0,308,7143,0,0,0,0,0,0
16801080.173273299,0.000000000,0.818993896,0.000000000,0.000000000,2.221141011,0,321,0,0,321,7443,0,0,0,0,0,0
16801080.191887598,0.000000000,0.818993896,0.000000000,0.000000000,2.221141011,0,321,0,0,321,7443,0,0,0,0,0,0
16801080.208238501,0.000000000,0.847987831,0.000000000,0.000000000,2.295140177,0,334,0,0,334,7743,0,0,0,0,0,0
16801080.226510402,0.000000000,0.847987831,0.000000000,0.000000000,2.295140177,0,334,0,0,334,7743,0,0,0,0,0,0
16801080.242836099,0.000000000,0.884894282,0.000000000,0.000000000,2.399742603,0,344,0,0,344,8003,0,0,0,0,0,0
16801080.260876499,0.000000000,0.924091786,0.000000000,0.000000000,2.499941736,0,357,0,0,357,8303,0,0,0,0,0,0
16801080.278655399,0.000000000,0.931590796,0.000000000,0.000000000,2.515442669,0,360,0,0,360,8343,0,0,0,0,0,0
16801080.296471301,0.000000000,0.959593803,0.000000000,0.000000000,2.589643002,0,373,0,0,373,8643,0,0,0,0,0,0
16801080.313769098,0.000000000,0.959593803,0.000000000,0.000000000,2.589643002,0,373,0,0,373,8643,0,0,0,0,0,0
16801080.331079599,0.000000000,0.989597291,0.000000000,0.000000000,2.668440342,0,386,0,0,386,8943,0,0,0,0,0,0
16801080.347405002,0.000000000,0.989597291,0.000000000,0.000000000,2.668440342,0,386,0,0,386,8943,0,0,0,0,0,0
16801080.366741199,0.000000000,1.020196825,0.000000000,0.000000000,2.750635147,0,399,0,0,399,9243,0,0,0,0,0,0
16801080.382596798,0.000000000,1.020196825,0.000000000,0.000000000,2.750635147,0,399,0,0,399,9243,0,0,0,0,0,0
16801080.402170300,0.000000000,1.058388501,0.000000000,0.000000000,2.863336354,0,409,0,0,409,9504,0,0,0,0,0,0
16801080.417628501,0.000000000,1.058388501,0.000000000,0.000000000,2.863336354,0,409,0,0,409,9504,0,0,0,0,0,0
16801080.436684601,0.000000000,1.102089882,0.000000000,0.000000000,2.979435027,0,422,0,0,422,9804,0,0,0,0,0,0
16801080.452468801,0.000000000,1.102089882,0.000000000,0.000000000,2.979435027,0,422,0,0,422,9804,0,0,0,0,0,0
16801080.470875699,0.000000000,1.128587872,0.000000000,0.000000000,3.055341542,0,435,0,0,435,10104,0,0,0,0,0,0
16801080.488791998,0.000000000,1.128587872,0.000000000,0.000000000,3.055341542,0,435,0,0,435,10104,0,0,0,0,0,0
16801080.505949602,0.000000000,1.128587872,0.000000000,0.000000000,3.055341542,0,435,0,0,435,10104,0,0,0,0,0,0
16801080.523809500,0.000000000,1.155585051,0.000000000,0.000000000,3.128442913,0,448,0,0,448,10404,0,0,0,0,0,0
16801080.540783599,0.000000000,1.178886741,0.000000000,0.000000000,3.190141171,0,458,0,0,458,10665,0,0,0,0,0,0
16801080.558523901,0.000000000,1.188885421,0.000000000,0.000000000,3.213543445,0,461,0,0,461,10704,0,0,0,0,0,0
16801080.575937599,0.000000000,1.215890050,0.000000000,0.000000000,3.285944462,0,474,0,0,474,11004,0,0,0,0,0,0
16801080.592244599,0.000000000,1.215890050,0.000000000,0.000000000,3.285944462,0,474,0,0,474,11004,0,0,0,0,0,0
16801080.610587198,0.000000000,1.259192824,0.000000000,0.000000000,3.398340195,0,487,0,0,487,11304,0,0,0,0,0,0
16801080.627606899,0.000000000,1.259192824,0.000000000,0.000000000,3.398340195,0,487,0,0,487,11304,0,0,0,0,0,0
16801080.645360399,0.000000000,1.284491271,0.000000000,0.000000000,3.466136754,0,497,0,0,497,11563,0,0,0,0,0,0
16801080.662784200,0.000000000,1.331292093,0.000000000,0.000000000,3.588732332,0,513,0,0,513,11904,0,0,0,0,0,0
16801080.679676499,0.000000000,1.331292093,0.000000000,0.000000000,3.588732332,0,513,0,0,513,11904,0,0,0,0,0,0
16801080.699565001,0.000000000,1.331292093,0.000000000,0.000000000,3.588732332,0,513,0,0,513,11904,0,0,0,0,0,0
16801080.714796800,0.000000000,1.359391958,0.000000000,0.000000000,3.661826253,0,526,0,0,526,12204,0,0,0,0,0,0
16801080.734120499,0.000000000,1.359391958,0.000000000,0.000000000,3.661826253,0,526,0,0,526,12204,0,0,0,0,0,0
16801080.749294799,0.000000000,1.394577324,0.000000000,0.000000000,3.748126328,0,539,0,0,539,12504,0,0,0,0,0,0
16801080.768531501,0.000000000,1.422472298,0.000000000,0.000000000,3.821231425,0,552,0,0,552,12804,0,0,0,0,0,0
16801080.785809800,0.000000000,1.422472298,0.000000000,0.000000000,3.821231425,0,552,0,0,552,12804,0,0,0,0,0,0
16801080.803337902,0.000000000,1.422472298,0.000000000,0.000000000,3.821231425,0,552,0,0,552,12804,0,0,0,0,0,0
16801080.820094001,0.000000000,1.451462507,0.000000000,0.000000000,3.895927221,0,565,0,0,565,13104,0,0,0,0,0,0
16801080.837955099,0.000000000,1.451462507,0.000000000,0.000000000,3.895927221,0,565,0,0,565,13104,0,0,0,0,0,0
16801080.855119400,0.000000000,1.478757709,0.000000000,0.000000000,3.968525678,0,578,0,0,578,13404,0,0,0,0,0,0
16801080.873155899,0.000000000,1.524262130,0.000000000,0.000000000,4.094321281,0,591,0,0,591,13704,0,0,0,0,0,0
16801080.889937401,0.000000000,1.560769975,0.000000000,0.000000000,4.187118262,0,601,0,0,601,13963,0,0,0,0,0,0
16801080.907219999,0.000000000,1.570768654,0.000000000,0.000000000,4.209715873,0,604,0,0,604,14004,0,0,0,0,0,0
16801080.925413799,0.000000000,1.597467810,0.000000000,0.000000000,4.279822111,0,616,0,0,616,14296,0,0,0,0,0,0
16801080.942208499,0.000000000,1.604367048,0.000000000,0.000000000,4.289321601,0,617,0,0,617,14304,0,0,0,0,0,0
16801080.959061898,0.000000000,1.628570259,0.000000000,0.000000000,4.352916032,0,627,0,0,627,14565,0,0,0,0,0,0
16801080.977422401,0.000000000,1.636371017,0.000000000,0.000000000,4.369214177,0,630,0,0,630,14604,0,0,0,0,0,0
16801080.994860500,0.000000000,1.673959196,0.000000000,0.000000000,4.470419139,0,640,0,0,640,14865,0,0,0,0,0,0
16801081.012153301,0.000000000,1.686554402,0.000000000,0.000000000,4.494719207,0,643,0,0,643,14904,0,0,0,0,0,0
16801081.029321600,0.000000000,1.727454364,0.000000000,0.000000000,4.604816437,0,656,0,0,656,15204,0,0,0,0,0,0
16801081.046770599,0.000000000,1.727454364,0.000000000,0.000000000,4.604816437,0,656,0,0,656,15204,0,0,0,0,0,0
16801081.064181998,0.000000000,1.760352403,0.000000000,0.000000000,4.693806171,0,669,0,0,669,15504,0,0,0,0,0,0
16801081.081482802,0.000000000,1.760352403,0.000000000,0.000000000,4.693806171,0,669,0,0,669,15504,0,0,0,0,0,0
16801081.098750401,0.000000000,1.796144992,0.000000000,0.000000000,4.790399224,0,682,0,0,682,15804,0,0,0,0,0,0
16801081.117388301,0.000000000,1.796144992,0.000000000,0.000000000,4.790399224,0,682,0,0,682,15804,0,0,0,0,0,0
16801081.133373398,0.000000000,1.839447767,0.000000000,0.000000000,4.902899265,0,695,0,0,695,16104,0,0,0,0,0,0
16801081.151000898,0.000000000,1.839447767,0.000000000,0.000000000,4.902899265,0,695,0,0,695,16104,0,0,0,0,0,0
16801081.167782899,0.000000000,1.875348389,0.000000000,0.000000000,5.000803620,0,708,0,0,708,16404,0,0,0,0,0,0
16801081.185953401,0.000000000,1.875348389,0.000000000,0.000000000,5.000803620,0,708,0,0,708,16404,0,0,0,0,0,0
16801081.203796200,0.000000000,1.875348389,0.000000000,0.000000000,5.000803620,0,708,0,0,708,16404,0,0,0,0,0,0
16801081.221375201,0.000000000,1.916956156,0.000000000,0.000000000,5.106709898,0,721,0,0,721,16704,0,0,0,0,0,0
16801081.239769399,0.000000000,1.916956156,0.000000000,0.000000000,5.106709898,0,721,0,0,721,16704,0,0,0,0,0,0
16801081.257304899,0.000000000,1.956153661,0.000000000,0.000000000,5.208823830,0,734,0,0,734,17004,0,0,0,0,0,0
16801081.275497600,0.000000000,1.990955323,0.000000000,0.000000000,5.294434726,0,747,0,0,747,17304,0,0,0,0,0,0
16801081.292554900,0.000000000,1.990955323,0.000000000,0.000000000,5.294434726,0,747,0,0,747,17304,0,0,0,0,0,0
16801081.310541801,0.000000000,2.018146217,0.000000000,0.000000000,5.366832018,0,760,0,0,760,17604,0,0,0,0,0,0
16801081.327772401,0.000000000,2.018146217,0.000000000,0.000000000,5.366832018,0,760,0,0,760,17604,0,0,0,0,0,0
16801081.344739199,0.000000000,2.053145319,0.000000000,0.000000000,5.456626415,0,770,0,0,770,17864,0,0,0,0,0,0
16801081.361368999,0.000000000,2.084940672,0.000000000,0.000000000,5.540225655,0,786,0,0,786,18204,0,0,0,0,0,0
16801081.380783800,0.000000000,2.084940672,0.000000000,0.000000000,5.540225655,0,786,0,0,786,18204,0,0,0,0,0,0
16801081.397539899,0.000000000,2.113845199,0.000000000,0.000000000,5.618236959,0,799,0,0,799,18504,0,0,0,0,0,0
16801081.414264299,0.000000000,2.113845199,0.000000000,0.000000000,5.618236959,0,799,0,0,799,18504,0,0,0,0,0,0
16801081.431552399,0.000000000,2.141144127,0.000000000,0.000000000,5.691234022,0,812,0,0,812,18804,0,0,0,0,0,0
16801081.450966898,0.000000000,2.141144127,0.000000000,0.000000000,5.691234022,0,812,0,0,812,18804,0,0,0,0,0,0
16801081.466952398,0.000000000,2.182848752,0.000000000,0.000000000,5.798138678,0,825,0,0,825,19104,0,0,0,0,0,0
16801081.486208301,0.000000000,2.182848752,0.000000000,0.000000000,5.798138678,0,825,0,0,825,19104,0,0,0,0,0,0
