Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3654,3654.000000,59.681445,0.007623,0.022744,0.016333,0.016482,0.509642,0.000002,0.003289,0.000139,0.000068
SceneRender,3654,3654.000000,58.359793,0.007597,0.022550,0.015971,0.016055,10.738255,0.000001,0.010360,0.002939,0.003611
RenderGraphExecute,7306,7306.000000,48.289350,0.000033,0.021781,0.006610,0.007502,2.068844,0.000001,0.003344,0.000283,0.000035
Scene,3654,3654.000000,45.319870,0.006423,0.020855,0.012403,0.012254,1.992620,0.000039,0.004162,0.000545,0.000289
DiffuseIndirectAndAO,3654,3654.000000,8.642426,0.000043,0.007005,0.002365,0.002258,0.076169,0.000001,0.001931,0.000021,0.000001
LumenScreenProbeGather,3654,3654.000000,7.507948,0.000041,0.006422,0.002055,0.002232,5.044548,0.000001,0.006085,0.001381,0.000585
PostProcessing,3652,3652.000000,7.157748,0.000262,0.005356,0.001960,0.002217,0.709018,0.000003,0.003225,0.000194,0.000133
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,3652,3652.000000,5.151166,0.000256,0.003968,0.001411,0.001231,5.151166,0.000256,0.003968,0.001411,0.001231
PrepareImageBasedVRS,1827,1827.000000,4.772565,0.000228,0.008259,0.002612,0.002337,0.030084,0.000001,0.001756,0.000016,0.000001
ContrastAdaptiveShading,1827,1827.000000,4.742482,0.000226,0.008254,0.002596,0.002334,4.742482,0.000226,0.008254,0.002596,0.002334
ParallelDraw,7305,7305.000000,4.712854,0.000000,0.004164,0.000645,0.000127,4.712854,0.000000,0.004164,0.000645,0.000127
RenderDeferredLighting,1826,1826.000000,3.614622,0.000840,0.004258,0.001980,0.001979,0.037434,0.000000,0.001964,0.000021,0.000000
BasePass,1827,1827.000000,3.124608,0.000291,0.004276,0.001710,0.001861,0.177874,0.000023,0.002213,0.000097,0.000023
ShadowDepths,1826,1826.000000,2.504069,0.000719,0.005254,0.001371,0.001131,0.090200,0.000007,0.002629,0.000049,0.000007
Nanite::DrawGeometry,3652,3652.000000,2.275299,0.000173,0.003076,0.000623,0.000789,0.454974,0.000028,0.002753,0.000125,0.000028
PrePass %s %s,1826,1826.000000,2.158702,0.000121,0.003704,0.001182,0.001135,0.159337,0.000020,0.002449,0.000087,0.000020
DiffuseIndirectAndAO,3652,3652.000000,2.026288,0.000071,0.003167,0.000555,0.000321,0.476063,0.000000,0.002433,0.000130,0.000061
UpdateRadianceCaches,3654,3654.000000,1.884955,0.000039,0.003159,0.000516,0.000322,1.884955,0.000039,0.003159,0.000516,0.000322
RenderVirtualShadowMaps,1826,1826.000000,1.575218,0.000263,0.003110,0.000863,0.000925,0.137328,0.000021,0.002235,0.000075,0.000021
CaptureConvolveSkyEnvMap,3654,3654.000000,1.573389,0.000008,0.003635,0.000431,0.000228,0.039847,0.000000,0.001176,0.000011,0.000000
LumenReflections,1826,1826.000000,1.550225,0.000182,0.003167,0.000849,0.000936,1.550225,0.000182,0.003167,0.000849,0.000936
ComputeVolumetricFog,1826,1826.000000,1.394613,0.000228,0.002991,0.000764,0.000870,0.002375,0.000000,0.000003,0.000001,0.000001
VolumetricFog,1826,1826.000000,1.392238,0.000227,0.002989,0.000762,0.000869,0.087534,0.000002,0.002179,0.000048,0.000002
FXSystemPreRender,3652,3652.000000,1.364729,0.000000,0.003043,0.000374,0.000077,1.364598,0.000000,0.003043,0.000374,0.000077
LumenSceneLighting%s,1827,1827.000000,1.248990,0.000159,0.003071,0.000684,0.000806,0.093141,0.000010,0.002206,0.000051,0.000010
Lights,1826,1826.000000,1.231536,0.000156,0.002966,0.000674,0.000837,0.001197,0.000000,0.001028,0.000001,0.000000
DirectLighting,1826,1826.000000,1.230339,0.000155,0.002965,0.000674,0.000836,0.128444,0.000023,0.002164,0.000070,0.000023
UnbatchedLights,1826,1826.000000,1.101895,0.000132,0.002939,0.000603,0.000727,0.000322,0.000000,0.000003,0.000000,0.000000
%s,1826,1826.000000,1.101574,0.000132,0.002937,0.000603,0.000727,0.174736,0.000028,0.002343,0.000096,0.000028
