Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3693,3693.000000,59.675619,0.004229,0.019603,0.016159,0.016342,0.534792,0.000002,0.002690,0.000145,0.000084
SceneRender,3693,3693.000000,58.341261,0.003433,0.019470,0.015798,0.016069,10.484034,0.000029,0.007354,0.002839,0.003063
RenderGraphExecute,7384,7384.000000,48.503973,0.000026,0.018335,0.006569,0.007331,1.800433,0.000011,0.003472,0.000244,0.000046
Scene,3693,3693.000000,45.602306,0.003359,0.017387,0.012348,0.012144,1.986973,0.000040,0.004215,0.000538,0.000293
DiffuseIndirectAndAO,3692,3692.000000,8.746573,0.000043,0.006647,0.002369,0.002144,0.056983,0.000001,0.002243,0.000015,0.000001
LumenScreenProbeGather,3692,3692.000000,7.690229,0.000041,0.006119,0.002083,0.002067,5.206445,0.000001,0.005779,0.001410,0.000906
PostProcessing,3691,3691.000000,7.142372,0.000232,0.004661,0.001935,0.002201,0.721684,0.000003,0.002400,0.000196,0.000124
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,3691,3691.000000,5.189266,0.000228,0.003658,0.001406,0.001268,5.189266,0.000228,0.003658,0.001406,0.001268
PrepareImageBasedVRS,1846,1846.000000,4.957378,0.001054,0.005177,0.002685,0.002595,0.036594,0.000001,0.001925,0.000020,0.000001
ContrastAdaptiveShading,1846,1846.000000,4.920784,0.001047,0.005171,0.002666,0.002547,4.920784,0.001047,0.005171,0.002666,0.002547
ParallelDraw,7383,7383.000000,4.716665,0.000000,0.003550,0.000639,0.000108,4.716665,0.000000,0.003550,0.000639,0.000108
RenderDeferredLighting,1845,1845.000000,3.638447,0.000788,0.003698,0.001972,0.001993,0.027482,0.000000,0.001633,0.000015,0.000000
BasePass,1846,1846.000000,3.107540,0.000272,0.003656,0.001683,0.001844,0.205117,0.000023,0.002126,0.000111,0.000023
ShadowDepths,1846,1846.000000,2.457574,0.000391,0.003362,0.001331,0.001111,0.072469,0.000006,0.002126,0.000039,0.000006
PrePass %s %s,1846,1846.000000,2.308986,0.000116,0.003281,0.001251,0.001139,0.242006,0.000020,0.002219,0.000131,0.000020
Nanite::DrawGeometry,3692,3692.000000,2.196291,0.000173,0.002589,0.000595,0.000588,0.376297,0.000009,0.002142,0.000102,0.000031
DiffuseIndirectAndAO,3690,3690.000000,2.049030,0.000073,0.002625,0.000555,0.000331,0.454395,0.000000,0.002236,0.000123,0.000068
UpdateRadianceCaches,3692,3692.000000,1.867314,0.000039,0.002623,0.000506,0.000326,1.867314,0.000039,0.002623,0.000506,0.000326
LumenReflections,1845,1845.000000,1.594635,0.000193,0.002625,0.000864,0.000930,1.594635,0.000193,0.002625,0.000864,0.000930
RenderVirtualShadowMaps,1846,1846.000000,1.531778,0.000262,0.002617,0.000830,0.000904,0.129297,0.000016,0.002223,0.000070,0.000039
ComputeVolumetricFog,1845,1845.000000,1.472915,0.000228,0.002772,0.000798,0.000871,0.002399,0.000000,0.000003,0.000001,0.000001
VolumetricFog,1845,1845.000000,1.470516,0.000227,0.002771,0.000797,0.000870,0.053304,0.000002,0.002222,0.000029,0.000002
CaptureConvolveSkyEnvMap,3692,3692.000000,1.443513,0.000008,0.003030,0.000391,0.000222,0.040419,0.000000,0.001789,0.000011,0.000000
LumenSceneLighting%s,1846,1846.000000,1.327024,0.000157,0.002462,0.000719,0.000832,0.087243,0.000010,0.002151,0.000047,0.000010
FXSystemPreRender,3692,3692.000000,1.286063,0.000000,0.002383,0.000348,0.000108,1.285903,0.000000,0.002383,0.000348,0.000108
Lights,1845,1845.000000,1.242461,0.000174,0.002419,0.000673,0.000832,0.000183,0.000000,0.000002,0.000000,0.000000
