Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,5757,5757.000000,59.478306,0.000630,0.018191,0.010331,0.010209,0.566437,0.000002,0.003430,0.000098,0.000071
SceneRender,5757,5757.000000,58.078383,0.000605,0.017987,0.010088,0.010086,12.352038,0.000030,0.009867,0.002146,0.001918
RenderGraphExecute,11511,11511.000000,46.454800,0.000001,0.017426,0.004036,0.001585,3.969201,0.000000,0.005164,0.000345,0.000052
Scene,5755,5755.000000,41.505046,0.002216,0.015223,0.007212,0.006683,6.131319,0.000037,0.005721,0.001065,0.000955
FEngineLoop::Tick,2877,2877.000000,29.997649,0.006613,0.018636,0.010427,0.010013,0.021659,0.000001,0.000311,0.000008,0.000008
Frame,2877,2877.000000,29.947073,0.006598,0.018620,0.010409,0.009998,0.008834,0.000002,0.000261,0.000003,0.000002
FrameTime,5754,5754.000000,29.902085,0.000075,0.018361,0.005197,0.006263,0.141242,0.000000,0.000280,0.000025,0.000034
Frame Sync Time,2877,2877.000000,16.214734,0.000008,0.013870,0.005636,0.005189,0.029490,0.000003,0.000645,0.000010,0.000009
GameThreadWaitForTask,2873,2873.000000,16.167198,0.000327,0.013855,0.005627,0.005247,0.003884,0.000001,0.000163,0.000001,0.000001
Game thread idle time,2873,2873.000000,16.163314,0.000326,0.013854,0.005626,0.005245,16.163036,0.000326,0.013854,0.005626,0.005245
Tick_Engine,2877,2877.000000,9.505573,0.001992,0.014494,0.003304,0.003128,0.003128,0.000001,0.000014,0.000001,0.000001
GameEngine Tick,2877,2877.000000,9.502445,0.001991,0.014493,0.003303,0.003127,0.130341,0.000036,0.000463,0.000045,0.000045
UWorld_Tick,2877,2877.000000,7.312546,0.001529,0.013483,0.002542,0.002374,0.051958,0.000013,0.000268,0.000018,0.000018
World Tick Time,2877,2877.000000,7.230711,0.001504,0.013455,0.002513,0.002349,0.064492,0.000016,0.000391,0.000022,0.000020
DiffuseIndirectAndAO,5754,5754.000000,6.547094,0.000036,0.005975,0.001138,0.000995,0.046268,0.000001,0.000949,0.000008,0.000001
PostProcessing,5755,5755.000000,6.318229,0.000227,0.005022,0.001098,0.000954,0.566026,0.000003,0.001819,0.000098,0.000113
Tick Time,11508,11508.000000,6.055398,0.000003,0.010374,0.000526,0.000317,0.019744,0.000000,0.000191,0.000002,0.000002
LumenScreenProbeGather,5754,5754.000000,5.816457,0.000034,0.005713,0.001011,0.000837,3.390102,0.000001,0.005219,0.000589,0.000397
ReleaseTickGroup Block,17262,17262.000000,5.722793,0.000007,0.002924,0.000332,0.000184,0.001962,0.000000,0.000026,0.000000,0.000000
TickCompletionEvents,20139,20139.000000,5.720831,0.000001,0.002924,0.000284,0.000060,0.017658,0.000000,0.000097,0.000001,0.000001
ProcessUntilTasksComplete,20139,20139.000000,5.686323,0.000000,0.002921,0.000282,0.000059,0.134837,0.000000,0.000964,0.000007,0.000000
ExecuteTask,197795,197795.000000,5.236619,0.000000,0.002039,0.000026,0.000000,0.060774,0.000000,0.000238,0.000000,0.000000
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,5755,5755.000000,4.607505,0.000222,0.003028,0.000801,0.000619,4.607505,0.000222,0.003028,0.000801,0.000619
FTickFunctionTask,174402,174402.000000,4.145089,0.000000,0.002038,0.000024,0.000000,0.073322,0.000000,0.000225,0.000000,0.000000
PrepareImageBasedVRS,2877,2877.000000,3.313510,0.000349,0.004208,0.001152,0.000973,0.028679,0.000001,0.001141,0.000010,0.000001
ContrastAdaptiveShading,2877,2877.000000,3.284831,0.000345,0.003635,0.001142,0.000977,3.284831,0.000345,0.003635,0.001142,0.000977
RenderDeferredLighting,2877,2877.000000,3.216092,0.000440,0.003911,0.001118,0.000826,0.013706,0.000000,0.001213,0.000005,0.000000
ParallelDraw,11508,11508.000000,2.851347,0.000000,0.003132,0.000248,0.000159,2.851347,0.000000,0.003132,0.000248,0.000159
Total Slate Tick Time,5754,5754.000000,2.499101,0.000010,0.002347,0.000434,0.000659,0.020092,0.000000,0.000207,0.000003,0.000003
Slate::Tick (Time and Widgets),2877,2877.000000,2.434613,0.000660,0.002347,0.000846,0.000780,0.000372,0.000000,0.000001,0.000000,0.000000
