Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3702,3702.000000,59.682816,0.005277,0.020230,0.016122,0.016303,0.526865,0.000003,0.003304,0.000142,0.000070
SceneRender,3702,3702.000000,58.303888,0.005225,0.019739,0.015749,0.015927,10.599944,0.000002,0.009361,0.002863,0.002980
RenderGraphExecute,7402,7402.000000,48.409686,0.000001,0.018561,0.006540,0.005344,1.936794,0.000000,0.003064,0.000262,0.000031
Scene,3702,3702.000000,45.538485,0.004631,0.017531,0.012301,0.012059,1.978410,0.000006,0.003830,0.000534,0.000315
FEngineLoop::Tick,1851,1851.000000,29.998407,0.005220,0.020850,0.016207,0.016271,0.015385,0.000002,0.000029,0.000008,0.000008
Frame,1851,1851.000000,29.957239,0.005219,0.020828,0.016184,0.016255,0.006946,0.000001,0.000029,0.000004,0.000004
FrameTime,3701,3701.000000,29.919458,0.000091,0.020504,0.008084,0.005246,0.098839,0.000001,0.000097,0.000027,0.000021
Frame Sync Time,1851,1851.000000,17.876103,0.003933,0.014670,0.009658,0.009790,0.018971,0.000003,0.000044,0.000010,0.000010
GameThreadWaitForTask,1851,1851.000000,17.841504,0.003913,0.014654,0.009639,0.009772,0.001991,0.000000,0.000011,0.000001,0.000001
Game thread idle time,1851,1851.000000,17.839512,0.003912,0.014653,0.009638,0.009771,17.839495,0.003912,0.014653,0.009638,0.009771
Tick_Engine,1850,1850.000000,9.206786,0.003008,0.007891,0.004977,0.005030,0.002218,0.000001,0.000031,0.000001,0.000001
GameEngine Tick,1850,1850.000000,9.204568,0.003008,0.007889,0.004975,0.005029,0.090507,0.000038,0.000194,0.000049,0.000049
DiffuseIndirectAndAO,3700,3700.000000,8.806419,0.000043,0.006780,0.002380,0.002391,0.065562,0.000001,0.001584,0.000018,0.000001
LumenScreenProbeGather,3700,3700.000000,7.750132,0.000041,0.006506,0.002095,0.002163,5.308713,0.000001,0.006152,0.001435,0.000592
PostProcessing,3700,3700.000000,7.170452,0.000207,0.004670,0.001938,0.002191,0.659004,0.000003,0.002422,0.000178,0.000125
UWorld_Tick,1850,1850.000000,7.109896,0.002066,0.006344,0.003843,0.003881,0.040292,0.000016,0.000062,0.000022,0.000022
World Tick Time,1850,1850.000000,7.050187,0.002036,0.006311,0.003811,0.003850,0.048893,0.000020,0.000135,0.000026,0.000026
Tick Time,7400,7400.000000,5.508154,0.000003,0.002875,0.000744,0.000554,0.016240,0.000000,0.000009,0.000002,0.000001
ReleaseTickGroup Block,11100,11100.000000,5.270356,0.000010,0.002356,0.000475,0.000224,0.001772,0.000000,0.000003,0.000000,0.000000
TickCompletionEvents,12950,12950.000000,5.268584,0.000001,0.002356,0.000407,0.000072,0.013231,0.000000,0.000026,0.000001,0.000001
ProcessUntilTasksComplete,12950,12950.000000,5.239986,0.000000,0.002352,0.000405,0.000072,0.110644,0.000000,0.000068,0.000009,0.000004
