Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
FEngineLoop::Tick,1792,1792.000000,29.998488,0.001769,0.027895,0.016740,0.016811,0.015558,0.000002,0.000080,0.000009,0.000008
Frame,1792,1792.000000,29.950616,0.001749,0.027873,0.016714,0.016790,0.011125,0.000001,0.000120,0.000006,0.000006
FrameTime,3583,3583.000000,29.892129,0.000054,0.015726,0.008343,0.008286,0.062802,0.000001,0.000076,0.000018,0.000018
FEngineLoop_UpdateTimeAndHandleMaxTickRate,1792,1792.000000,17.096081,0.000032,0.014609,0.009540,0.009456,0.030047,0.000004,0.000196,0.000017,0.000016
Game thread tick wait time,1792,1792.000000,17.066034,0.000020,0.014594,0.009523,0.009442,0.001086,0.000000,0.000006,0.000001,0.000001
Game thread idle time,1792,1792.000000,17.064948,0.000020,0.014593,0.009523,0.009441,17.064948,0.000020,0.014593,0.009523,0.009441
Tick_Engine,1791,1791.000000,12.199066,0.002798,0.015394,0.006811,0.006996,0.004984,0.000002,0.000052,0.000003,0.000003
GameEngine Tick,1791,1791.000000,12.194082,0.002796,0.015391,0.006809,0.006994,0.083322,0.000035,0.005663,0.000047,0.000035
UWorld_Tick,1791,1791.000000,11.981468,0.002693,0.015271,0.006690,0.006886,0.006743,0.000002,0.000085,0.000004,0.000003
FRHIBreadcrumbScope_GameThread_Begin,1791,1791.000000,11.974725,0.002690,0.015268,0.006686,0.006883,0.037772,0.000012,0.000208,0.000021,0.000020
World Tick Time,1791,1791.000000,11.914538,0.002663,0.015239,0.006652,0.006855,0.049409,0.000020,0.000112,0.000028,0.000027
Tick Time,7164,7164.000000,7.467360,0.000003,0.008019,0.001042,0.000003,0.013402,0.000000,0.000050,0.000002,0.000001
ReleaseTickGroup Block,12537,12537.000000,7.360438,0.000000,0.007270,0.000587,0.000073,0.001535,0.000000,0.000002,0.000000,0.000000
TickCompletionEvents,10746,10746.000000,7.358903,0.000003,0.007270,0.000685,0.000077,0.009563,0.000000,0.000029,0.000001,0.000001
ProcessUntilTasksComplete,10746,10746.000000,7.334761,0.000003,0.007262,0.000683,0.000076,0.144299,0.000001,0.000182,0.000013,0.000004
TG_PrePhysics,1791,1791.000000,6.162920,0.001210,0.007284,0.003441,0.003358,0.004269,0.000001,0.000095,0.000002,0.000003
FTickFunctionTask,106515,106515.000000,4.834594,0.000000,0.002749,0.000045,0.000000,0.052575,0.000000,0.000092,0.000000,0.000000
FActorComponentTickFunction::ExecuteTick,54570,54570.000000,3.744656,0.000000,0.002749,0.000069,0.000000,0.014082,0.000000,0.000113,0.000000,0.000000
TickableGameObjects Time,3582,3582.000000,2.408085,0.000011,0.010042,0.000672,0.000113,0.088000,0.000007,0.000163,0.000025,0.000024
GT Tickable Time,1791,1791.000000,2.395885,0.000070,0.010046,0.001338,0.000171,0.001761,0.000000,0.000004,0.000001,0.000001
WaitForTasks,1025,1025.000000,2.298161,0.000008,0.005707,0.002242,0.002426,2.298161,0.000008,0.005707,0.002242,0.002426
UGuLiBattleAuthoritySubsystem,1791,1791.000000,2.087934,0.000004,0.009246,0.001166,0.000004,0.982390,0.000001,0.005340,0.000549,0.000001
CharMoveComp,7164,7164.000000,1.805388,0.000034,0.000972,0.000252,0.000280,0.003806,0.000000,0.000019,0.000001,0.000000
UCharacterMovementComponent_TickComponent,7164,7164.000000,1.801581,0.000034,0.000970,0.000251,0.000280,0.001333,0.000000,0.000001,0.000000,0.000000
Char Movement Total,7164,7164.000000,1.800249,0.000034,0.000970,0.000251,0.000280,0.001298,0.000000,0.000003,0.000000,0.000000
Char Tick,7164,7164.000000,1.798950,0.000034,0.000970,0.000251,0.000279,0.016065,0.000000,0.000119,0.000002,0.000002
Char NonSimulated Time,7164,7164.000000,1.775640,0.000033,0.000961,0.000248,0.000276,0.010922,0.000000,0.000018,0.000002,0.000001
Char PerformMovement,7164,7164.000000,1.759178,0.000032,0.000954,0.000246,0.000274,0.036250,0.000001,0.000111,0.000005,0.000003
NetBroadcastTickTime,1791,1791.000000,1.572041,0.000453,0.002339,0.000878,0.000815,0.000467,0.000000,0.000014,0.000000,0.000000
Net Broadcast Tick Time,1791,1791.000000,1.571574,0.000453,0.002339,0.000877,0.000815,0.006787,0.000001,0.000041,0.000004,0.000004
NetDriver TickFlush,1791,1791.000000,1.564787,0.000450,0.002336,0.000874,0.000812,0.001902,0.000001,0.000023,0.000001,0.000001
GameNetDriver,1791,1791.000000,1.562885,0.000449,0.002335,0.000873,0.000811,0.065635,0.000023,0.000182,0.000037,0.000036
Char PhysWalking,7164,7164.000000,1.471321,0.000031,0.000820,0.000205,0.000222,0.042134,0.000000,0.000130,0.000006,0.000003
SceneQueryTotal,28678,28678.000000,1.304698,0.000005,0.000443,0.000045,0.000045,0.003450,0.000000,0.000038,0.000000,0.000000
