monotonic_seconds,engine_seconds,connection,in_total_bytes,out_total_bytes,packet_overhead
16791914.666222200,96.088401601,127.0.0.1:58159,28681,2413407,28
16791914.666222200,96.088401601,127.0.0.1:58160,28304,2399343,28
16791914.683209602,96.105389003,127.0.0.1:58159,28719,2413483,28
16791914.683209602,96.105389003,127.0.0.1:58160,28304,2399419,28
16791914.702109601,96.124289002,127.0.0.1:58159,28757,2419513,28
16791914.702109601,96.124289002,127.0.0.1:58160,28380,2405449,28
16791914.715421699,96.137601100,127.0.0.1:58159,28795,2419561,28
16791914.715421699,96.137601100,127.0.0.1:58160,28380,2405497,28
16791914.736978699,96.159158099,127.0.0.1:58159,28833,2425577,28
16791914.736978699,96.159158099,127.0.0.1:58160,28418,2411513,28
16791914.756910700,96.179090101,127.0.0.1:58159,28871,2425886,28
16791914.756910700,96.179090101,127.0.0.1:58160,28418,2411822,28
16791914.770849202,96.193028603,127.0.0.1:58159,28909,2434075,28
16791914.770849202,96.193028603,127.0.0.1:58160,28456,2420011,28
16791914.783872399,96.206051800,127.0.0.1:58159,28947,2437591,28
16791914.783872399,96.206051800,127.0.0.1:58160,28494,2420062,28
16791914.802510299,96.224689700,127.0.0.1:58159,28985,2437650,28
16791914.802510299,96.224689700,127.0.0.1:58160,28532,2420115,28
16791914.816992201,96.239171602,127.0.0.1:58159,29023,2443706,28
16791914.816992201,96.239171602,127.0.0.1:58160,28570,2426165,28
16791914.835260801,96.257440202,127.0.0.1:58159,29061,2443788,28
16791914.835260801,96.257440202,127.0.0.1:58160,28608,2426247,28
16791914.856660701,96.278840102,127.0.0.1:58159,29099,2449780,28
16791914.856660701,96.278840102,127.0.0.1:58160,28646,2432239,28
16791914.870256402,96.292435803,127.0.0.1:58159,29137,2457932,28
16791914.870256402,96.292435803,127.0.0.1:58160,28684,2441728,28
16791914.885233700,96.307413101,127.0.0.1:58159,29175,2458017,28
16791914.885233700,96.307413101,127.0.0.1:58160,28722,2443937,28
16791914.903587800,96.325767200,127.0.0.1:58159,29213,2464019,28
16791914.903587800,96.325767200,127.0.0.1:58160,28760,2447088,28
16791914.916973900,96.339153301,127.0.0.1:58159,29251,2464072,28
16791914.916973900,96.339153301,127.0.0.1:58160,28798,2447141,28
16791914.936677501,96.358856902,127.0.0.1:58159,29289,2470101,28
16791914.936677501,96.358856902,127.0.0.1:58160,28836,2453170,28
16791914.957551502,96.379730903,127.0.0.1:58159,29327,2470186,28
16791914.957551502,96.379730903,127.0.0.1:58160,28874,2453255,28
16791914.971253499,96.393432900,127.0.0.1:58159,29327,2478338,28
16791914.971253499,96.393432900,127.0.0.1:58160,28874,2461407,28
16791914.985685602,96.407865003,127.0.0.1:58159,29365,2481837,28
16791914.985685602,96.407865003,127.0.0.1:58160,28912,2461445,28
16791915.004386600,96.426566001,127.0.0.1:58159,29403,2487005,28
16791915.004386600,96.426566001,127.0.0.1:58160,28950,2467732,28
16791915.018487301,96.440666702,127.0.0.1:58159,29441,2487337,28
16791915.018487301,96.440666702,127.0.0.1:58160,28988,2467834,28
16791915.037383601,96.459563002,127.0.0.1:58159,29479,2493394,28
16791915.037383601,96.459563002,127.0.0.1:58160,29026,2473891,28
16791915.057507999,96.479687400,127.0.0.1:58159,29517,2493432,28
16791915.057507999,96.479687400,127.0.0.1:58160,29026,2473891,28
16791915.072520901,96.494700301,127.0.0.1:58159,29555,2501622,28
16791915.072520901,96.494700301,127.0.0.1:58160,29064,2483418,28
16791915.085991099,96.508170500,127.0.0.1:58159,29593,2501733,28
16791915.085991099,96.508170500,127.0.0.1:58160,29064,2485653,28
16791915.105439100,96.527618501,127.0.0.1:58159,29631,2501781,28
16791915.105439100,96.527618501,127.0.0.1:58160,29102,2485701,28
16791915.119477302,96.541656703,127.0.0.1:58159,29669,2507773,28
16791915.119477302,96.541656703,127.0.0.1:58160,29140,2491693,28
16791915.139051601,96.561231002,127.0.0.1:58159,29707,2513765,28
16791915.139051601,96.561231002,127.0.0.1:58160,29178,2497685,28
16791915.160083301,96.582262702,127.0.0.1:58159,29707,2513865,28
16791915.160083301,96.582262702,127.0.0.1:58160,29216,2497785,28
16791915.171743002,96.593922403,127.0.0.1:58159,29745,2522018,28
16791915.171743002,96.593922403,127.0.0.1:58160,29254,2505938,28
16791915.186962299,96.609141700,127.0.0.1:58159,29783,2525517,28
16791915.186962299,96.609141700,127.0.0.1:58160,29292,2505976,28
16791915.203868899,96.626048300,127.0.0.1:58159,29821,2525565,28
16791915.203868899,96.626048300,127.0.0.1:58160,29330,2506024,28
16791915.220542699,96.642722100,127.0.0.1:58159,29859,2531605,28
16791915.220542699,96.642722100,127.0.0.1:58160,29368,2512064,28
16791915.240075201,96.662254602,127.0.0.1:58159,29897,2531643,28
16791915.240075201,96.662254602,127.0.0.1:58160,29406,2512102,28
16791915.260646801,96.682826202,127.0.0.1:58159,29935,2537919,28
16791915.260646801,96.682826202,127.0.0.1:58160,29444,2518378,28
16791915.273480002,96.695659403,127.0.0.1:58159,29973,2546086,28
16791915.273480002,96.695659403,127.0.0.1:58160,29482,2526545,28
16791915.286442298,96.708621699,127.0.0.1:58159,30011,2546188,28
16791915.286442298,96.708621699,127.0.0.1:58160,29520,2530044,28
16791915.305038702,96.727218103,127.0.0.1:58159,30049,2546283,28
16791915.305038702,96.727218103,127.0.0.1:58160,29558,2530152,28
16791915.318591300,96.740770701,127.0.0.1:58159,30087,2552288,28
16791915.318591300,96.740770701,127.0.0.1:58160,29596,2536144,28
16791915.337421399,96.759600800,127.0.0.1:58159,30125,2552326,28
