t,dt,render_rate,display_speed,history_target_speed,display_error,render_ahead_latest,receipt_age
989.623298,0.03172299999994266,0.9000094568623622,561.2275230455988,561.2275230455988,0.0,-0.1264089999999669,0.03172299999994266
989.648136,0.024838000000045213,0.8999919478182444,547.9215536729733,547.9215536729733,0.0,-0.10405500000001666,0.05656099999998787
989.672902,0.02476599999999962,0.8999838488250428,546.2439923826145,546.2439923826145,0.0,-0.08176600000001599,0.08132699999998749
989.699491,0.026588999999944463,0.8999962390505073,554.2499207688485,554.2499207688485,0.0,-0.05783599999995204,0.10791599999993196
989.733716,0.03422499999999218,0.9000146092037615,576.7957067194193,576.7957067194193,0.0,-0.02703299999996034,0.14214099999992413
989.759195,0.02547900000001846,0.9000353232054732,611.9887582663431,611.9887582663431,0.0,-0.004100999999991473,0.1676199999999426
989.782757,0.023561999999969885,0.8999660470264037,637.6983184948848,637.6983184948848,0.0,0.01710400000001755,0.19118199999991248
989.804887,0.022130000000061045,0.9740171712596201,754.1392834387485,754.1392834387485,0.0,-0.16135299999996278,0.0
989.833884,0.028997000000003936,0.9540297272116107,755.3508602118819,755.3508602118819,0.0,-0.13368900000000394,0.028997000000003936
989.860501,0.026616999999987456,0.9624675958981347,781.1675323415549,781.1675323415549,0.0,-0.10807099999999537,0.05561399999999139
989.883323,0.022822000000019216,0.9671807904635439,789.5093129328505,789.5093129328505,0.0,-0.08599800000001778,0.07843600000001061
989.906238,0.022915000000011787,0.9754309404295788,789.6549709084898,789.6549709084898,0.0,-0.06364600000006249,0.1013510000000224
989.938426,0.0321880000000192,0.9519075431851589,749.4106072226631,749.4106072226631,0.0,-0.03300600000000031,0.1335390000000416
989.968336,0.02990999999997257,0.9611835506510973,715.9845557308005,715.9845557308005,0.0,-0.004257000000052358,0.16344900000001417
989.995562,0.027225999999927808,0.9680085212719602,687.3828574652905,687.3828574652905,0.0,0.02209800000002815,0.19067499999994197
990.01957,0.0240080000000944,1.0974675108247625,776.0038744315922,776.0038744315922,0.0,-0.15156600000000253,0.0
990.048358,0.028787999999963176,1.0999722106437886,777.9668261928139,777.9668261928139,0.0,-0.11990000000002965,0.028787999999963176
990.07359,0.025231999999959953,1.1000317057703701,778.3412177370768,778.3412177370768,0.0,-0.09214400000007572,0.05401999999992313
990.09619,0.022600000000011278,1.099999999998994,778.2158816757083,778.2158816757083,0.0,-0.06728400000008605,0.07661999999993441
990.117981,0.021791000000007443,1.0999954109526164,777.8419820658653,777.8419820658653,0.0,-0.0433140000000094,0.09841099999994185
990.142516,0.024535000000014406,1.100020379047968,777.9564348858588,777.9564348858588,0.0,-0.01632500000005166,0.12294599999995626
990.177167,0.0346510000000535,1.099997114080409,779.8313259314018,779.8313259314018,0.0,0.021791000000007443,0.15759700000000976
990.205698,0.028530999999929918,1.0999964950432803,780.2758677087648,780.2758677087648,0.0,0.053175000000010186,0.18612799999993968
990.229155,0.02345700000000761,1.1000127893587361,893.2715424697286,893.2715424697286,0.0,-0.2210099999999784,0.0
990.258392,0.02923699999996643,1.099976057735511,852.8006611505406,852.8006611505406,0.0,-0.18885000000000218,0.02923699999996643
990.290308,0.031916000000023814,1.100012532899184,862.6003675738774,862.6003675738774,0.0,-0.15374199999996563,0.06115299999999024
990.319819,0.029511000000070453,1.099962725757205,863.7887246875708,863.7887246875708,0.0,-0.12128100000006725,0.0906640000000607
990.34704,0.027220999999940432,1.1000330627113604,857.1646322747769,857.1646322747769,0.0,-0.09133700000006684,0.11788500000000113
990.369795,0.022754999999961,1.1000219731951475,845.2005777177521,845.2005777177521,0.0,-0.06630600000005415,0.14063999999996213
990.403914,0.03411900000003243,1.1000029309189157,824.461771434484,824.461771434484,0.0,-0.028774999999995998,0.17475899999999456
990.426459,0.022545000000036453,1.0999778221330625,797.2668609510758,797.2668609510758,0.0,-0.003975999999966007,0.197304000000031
990.452497,0.026037999999971362,1.0999692756749657,758.3835890380132,758.3835890380132,0.0,-0.17534699999998793,0.0
990.476476,0.02397900000005393,1.100004170309519,710.8708741597911,710.8708741597911,0.0,-0.14897000000007665,0.02397900000005393
990.511692,0.035215999999991254,1.1000397546594565,677.897484915886,677.897484915886,0.0,-0.11023099999999886,0.059195000000045184
