Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3656,3656.000000,59.682356,0.008175,0.019795,0.016324,0.016509,0.507530,0.000002,0.002725,0.000139,0.000085
SceneRender,3656,3656.000000,58.159138,0.008149,0.019580,0.015908,0.016116,10.582757,0.000002,0.007718,0.002895,0.002925
RenderGraphExecute,7310,7310.000000,48.460475,0.000027,0.018755,0.006629,0.007499,1.875114,0.000002,0.002809,0.000257,0.000030
Scene,3656,3656.000000,45.308562,0.006780,0.017718,0.012393,0.012083,2.079878,0.000016,0.005236,0.000569,0.000333
DiffuseIndirectAndAO,3656,3656.000000,8.679751,0.000043,0.007625,0.002374,0.002111,0.057689,0.000001,0.002090,0.000016,0.000001
LumenScreenProbeGather,3656,3656.000000,7.698201,0.000041,0.006297,0.002106,0.002063,5.199619,0.000001,0.005968,0.001422,0.000453
PostProcessing,3654,3654.000000,7.181772,0.000271,0.004769,0.001965,0.002225,0.662700,0.000003,0.002281,0.000181,0.000118
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,3654,3654.000000,5.229633,0.000266,0.003643,0.001431,0.001256,5.229633,0.000266,0.003643,0.001431,0.001256
PrepareImageBasedVRS,1827,1827.000000,4.938729,0.001139,0.004733,0.002703,0.002627,0.042185,0.000001,0.001262,0.000023,0.000001
ContrastAdaptiveShading,1827,1827.000000,4.896544,0.001135,0.004721,0.002680,0.002547,4.896544,0.001135,0.004721,0.002680,0.002547
ParallelDraw,7309,7309.000000,4.604826,0.000000,0.003552,0.000630,0.000108,4.604826,0.000000,0.003552,0.000630,0.000108
RenderDeferredLighting,1827,1827.000000,3.623998,0.000858,0.004804,0.001984,0.002014,0.025796,0.000000,0.001036,0.000014,0.000000
BasePass,1828,1828.000000,2.983286,0.000266,0.003660,0.001632,0.001637,0.191271,0.000023,0.002311,0.000105,0.000023
ShadowDepths,1828,1828.000000,2.433001,0.000444,0.003388,0.001331,0.001128,0.064972,0.000007,0.001483,0.000036,0.000007
PrePass %s %s,1827,1827.000000,2.295235,0.000117,0.003577,0.001256,0.001130,0.207871,0.000020,0.002686,0.000114,0.000020
Nanite::DrawGeometry,3655,3655.000000,2.159237,0.000173,0.002554,0.000591,0.000269,0.365884,0.000007,0.002244,0.000100,0.000030
DiffuseIndirectAndAO,3654,3654.000000,1.963842,0.000072,0.002605,0.000537,0.000302,0.401416,0.000000,0.002314,0.000110,0.000070
UpdateRadianceCaches,3656,3656.000000,1.825208,0.000039,0.002737,0.000499,0.000339,1.825208,0.000039,0.002737,0.000499,0.000339
LumenReflections,1827,1827.000000,1.562426,0.000201,0.002605,0.000855,0.000929,1.562426,0.000201,0.002605,0.000855,0.000929
RenderVirtualShadowMaps,1828,1828.000000,1.533261,0.000266,0.002585,0.000839,0.000922,0.133723,0.000016,0.002190,0.000073,0.000038
ComputeVolumetricFog,1827,1827.000000,1.492346,0.000232,0.002495,0.000817,0.000873,0.002417,0.000000,0.000003,0.000001,0.000001
VolumetricFog,1827,1827.000000,1.489930,0.000230,0.002494,0.000816,0.000871,0.054095,0.000002,0.001830,0.000030,0.000002
