monotonic_seconds,send_ms,receive_ms,ack_ms,capture_ms,wire_read_ms,send_calls,receive_calls,ack_calls,capture_calls,wire_read_calls,decoded_samples,decode_failures,absolute_samples,delta_samples,payload_bytes,cache_bytes,peak_cache_bytes
16800299.341328699,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
16800299.360848300,0.000000000,0.030800700,0.000000000,0.000000000,0.077202916,0,13,0,0,13,300,0,0,0,0,0,0
16800299.375339702,0.000000000,0.030800700,0.000000000,0.000000000,0.077202916,0,13,0,0,13,300,0,0,0,0,0,0
16800299.393466800,0.000000000,0.070899725,0.000000000,0.000000000,0.196602196,0,25,0,0,25,594,0,0,0,0,0,0
16800299.410737298,0.000000000,0.098396093,0.000000000,0.000000000,0.265598297,0,36,0,0,36,860,0,0,0,0,0,0
16800299.426691301,0.000000000,0.106394291,0.000000000,0.000000000,0.281400979,0,39,0,0,39,900,0,0,0,0,0,0
16800299.444477499,0.000000000,0.131394714,0.000000000,0.000000000,0.344198197,0,49,0,0,49,1160,0,0,0,0,0,0
16800299.461675499,0.000000000,0.139094889,0.000000000,0.000000000,0.360194594,0,52,0,0,52,1200,0,0,0,0,0,0
16800299.479216602,0.000000000,0.164899975,0.000000000,0.000000000,0.441893935,0,60,0,0,60,1429,0,0,0,0,0,0
16800299.496684998,0.000000000,0.173799694,0.000000000,0.000000000,0.459492207,0,62,0,0,62,1460,0,0,0,0,0,0
16800299.514087401,0.000000000,0.201091170,0.000000000,0.000000000,0.531390309,0,75,0,0,75,1760,0,0,0,0,0,0
16800299.532995999,0.000000000,0.201091170,0.000000000,0.000000000,0.531390309,0,75,0,0,75,1760,0,0,0,0,0,0
16800299.548449799,0.000000000,0.201091170,0.000000000,0.000000000,0.531390309,0,75,0,0,75,1760,0,0,0,0,0,0
16800299.566545799,0.000000000,0.238493085,0.000000000,0.000000000,0.628083944,0,88,0,0,88,2060,0,0,0,0,0,0
16800299.582670599,0.000000000,0.281207263,0.000000000,0.000000000,0.732086599,0,101,0,0,101,2360,0,0,0,0,0,0
16800299.600751199,0.000000000,0.281207263,0.000000000,0.000000000,0.732086599,0,101,0,0,101,2360,0,0,0,0,0,0
16800299.617552001,0.000000000,0.323615968,0.000000000,0.000000000,0.844091177,0,114,0,0,114,2660,0,0,0,0,0,0
16800299.635655701,0.000000000,0.323615968,0.000000000,0.000000000,0.844091177,0,114,0,0,114,2660,0,0,0,0,0,0
16800299.654658802,0.000000000,0.363416970,0.000000000,0.000000000,0.945985317,0,124,0,0,124,2920,0,0,0,0,0,0
16800299.670406502,0.000000000,0.363416970,0.000000000,0.000000000,0.945985317,0,124,0,0,124,2920,0,0,0,0,0,0
16800299.687552799,0.000000000,0.401817262,0.000000000,0.000000000,1.041181386,0,137,0,0,137,3220,0,0,0,0,0,0
16800299.704942599,0.000000000,0.401817262,0.000000000,0.000000000,1.041181386,0,137,0,0,137,3220,0,0,0,0,0,0
16800299.721396901,0.000000000,0.444911420,0.000000000,0.000000000,1.144777983,0,150,0,0,150,3520,0,0,0,0,0,0
16800299.738903102,0.000000000,0.444911420,0.000000000,0.000000000,1.144777983,0,150,0,0,150,3520,0,0,0,0,0,0
16800299.755487598,0.000000000,0.472810119,0.000000000,0.000000000,1.216374338,0,163,0,0,163,3820,0,0,0,0,0,0
16800299.771883000,0.000000000,0.472810119,0.000000000,0.000000000,1.216374338,0,163,0,0,163,3820,0,0,0,0,0,0
16800299.790190201,0.000000000,0.515509397,0.000000000,0.000000000,1.321870834,0,176,0,0,176,4120,0,0,0,0,0,0
16800299.807110202,0.000000000,0.515509397,0.000000000,0.000000000,1.321870834,0,176,0,0,176,4120,0,0,0,0,0,0
16800299.824283101,0.000000000,0.543810427,0.000000000,0.000000000,1.394376159,0,189,0,0,189,4420,0,0,0,0,0,0
16800299.841621801,0.000000000,0.543810427,0.000000000,0.000000000,1.394376159,0,189,0,0,189,4420,0,0,0,0,0,0
16800299.859483901,0.000000000,0.543810427,0.000000000,0.000000000,1.394376159,0,189,0,0,189,4420,0,0,0,0,0,0
16800299.876350101,0.000000000,0.571310520,0.000000000,0.000000000,1.467082649,0,202,0,0,202,4720,0,0,0,0,0,0
16800299.893185001,0.000000000,0.571310520,0.000000000,0.000000000,1.467082649,0,202,0,0,202,4720,0,0,0,0,0,0
16800299.911033899,0.000000000,0.600304455,0.000000000,0.000000000,1.545488834,0,215,0,0,215,5020,0,0,0,0,0,0
16800299.929208301,0.000000000,0.630307943,0.000000000,0.000000000,1.626189798,0,228,0,0,228,5320,0,0,0,0,0,0
16800299.946017802,0.000000000,0.654406846,0.000000000,0.000000000,1.689292490,0,238,0,0,238,5579,0,0,0,0,0,0
16800299.963465799,0.000000000,0.662807375,0.000000000,0.000000000,1.705586910,0,241,0,0,241,5620,0,0,0,0,0,0
16800299.980157699,0.000000000,0.698510557,0.000000000,0.000000000,1.791384071,0,251,0,0,251,5880,0,0,0,0,0,0
16800299.997552101,0.000000000,0.707406551,0.000000000,0.000000000,1.810885966,0,254,0,0,254,5920,0,0,0,0,0,0
16800300.013347201,0.000000000,0.734906644,0.000000000,0.000000000,1.884177327,0,267,0,0,267,6220,0,0,0,0,0,0
16800300.031984299,0.000000000,0.734906644,0.000000000,0.000000000,1.884177327,0,267,0,0,267,6220,0,0,0,0,0,0
16800300.048377901,0.000000000,0.734906644,0.000000000,0.000000000,1.884177327,0,267,0,0,267,6220,0,0,0,0,0,0
16800300.066230100,0.000000000,0.769905746,0.000000000,0.000000000,1.980673522,0,280,0,0,280,6520,0,0,0,0,0,0
