Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,8236,8236.000000,79.456743,0.005937,0.018942,0.009647,0.009484,0.433881,0.000003,0.002741,0.000053,0.000058
SceneRender,8244,8244.000000,78.395199,0.005885,0.018896,0.009509,0.009302,18.555267,0.000096,0.011898,0.002251,0.002123
RenderGraphExecute,16488,16488.000000,60.402850,0.000001,0.012885,0.003663,0.003580,8.268099,0.000001,0.006369,0.000501,0.000065
Scene,8244,8244.000000,50.775886,0.003610,0.009560,0.006159,0.006194,6.254653,0.000026,0.003435,0.000759,0.000301
WaitForTasks,73135,73135.000000,21.784997,0.000002,0.002599,0.000298,0.000264,21.784997,0.000002,0.002599,0.000298,0.000264
ExecuteTask,122778,122778.000000,17.664132,0.000002,0.008532,0.000144,0.000088,0.126802,0.000000,0.000107,0.000001,0.000001
RHITaskPipe,122793,122793.000000,17.538205,0.000001,0.008524,0.000143,0.000087,0.516090,0.000000,0.000239,0.000004,0.000003
RHI_Translate,222545,222545.000000,14.427013,0.000000,0.008355,0.000065,0.000000,0.533133,0.000000,0.004062,0.000002,0.000000
Frame,222381,222381.000000,13.747592,0.000000,0.008347,0.000062,0.000000,0.234590,0.000000,0.000164,0.000001,0.000000
SceneRender,177164,177164.000000,10.822780,0.000000,0.008346,0.000061,0.000000,1.208049,0.000000,0.000297,0.000007,0.000000
RenderGraphExecute,103075,103075.000000,9.550822,0.000000,0.008346,0.000093,0.000000,2.296128,0.000000,0.000844,0.000022,0.000000
DiffuseIndirectAndAO,8244,8244.000000,7.178760,0.000035,0.003669,0.000871,0.000953,0.053432,0.000001,0.001195,0.000006,0.000001
LumenScreenProbeGather,8244,8244.000000,6.374427,0.000034,0.003232,0.000773,0.000809,4.144005,0.000001,0.002697,0.000503,0.000423
PostProcessing,8244,8244.000000,6.070674,0.000223,0.002752,0.000736,0.000938,0.576701,0.000003,0.001620,0.000070,0.000117
LumenSceneUpdate:,8244,8244.000000,5.782027,0.000011,0.003787,0.000701,0.000049,5.782027,0.000011,0.003787,0.000701,0.000049
ParallelDraw,16488,16488.000000,4.909151,0.000000,0.002356,0.000298,0.000096,4.909151,0.000000,0.002356,0.000298,0.000096
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,8244,8244.000000,4.478641,0.000217,0.002305,0.000543,0.000597,4.478641,0.000217,0.002305,0.000543,0.000597
PrepareImageBasedVRS,4122,4122.000000,4.198388,0.000301,0.002790,0.001019,0.000930,0.021421,0.000001,0.000649,0.000005,0.000008
ContrastAdaptiveShading,4122,4122.000000,4.176967,0.000296,0.002785,0.001013,0.000925,4.176967,0.000296,0.002785,0.001013,0.000925
Scene,53584,53584.000000,3.961360,0.000000,0.001114,0.000074,0.000023,0.460624,0.000000,0.000396,0.000009,0.000000
RenderDeferredLighting,4122,4122.000000,3.427080,0.000486,0.002743,0.000831,0.000737,0.008089,0.000000,0.000340,0.000002,0.000003
BasePass,4122,4122.000000,3.084362,0.000242,0.002462,0.000748,0.000735,0.112860,0.000020,0.001158,0.000027,0.000020
Nanite::Streaming,4122,4122.000000,2.506677,0.000395,0.007661,0.000608,0.000542,0.008638,0.000001,0.000016,0.000002,0.000002
Nanite::Readback,4122,4122.000000,2.498039,0.000393,0.007659,0.000606,0.000540,0.286762,0.000038,0.000285,0.000070,0.000068
PrePass %s %s,4122,4122.000000,2.294901,0.000110,0.002321,0.000557,0.000535,0.119132,0.000017,0.001278,0.000029,0.000017
CopyToStagingBuffer time,12366,12366.000000,2.294125,0.000004,0.007562,0.000186,0.000004,0.126046,0.000004,0.000171,0.000010,0.000010
Present time,4121,4121.000000,2.271926,0.000082,0.003498,0.000551,0.000530,0.149486,0.000023,0.000231,0.000036,0.000036
ShadowDepths,4122,4122.000000,2.244862,0.000303,0.002275,0.000545,0.000462,0.057943,0.000007,0.000701,0.000014,0.000014
D3D12RHI::AllocatePoolResource,4122,4122.000000,2.168078,0.000338,0.007545,0.000526,0.000484,0.048812,0.000007,0.000139,0.000012,0.000011
Nanite::DrawGeometry,8244,8244.000000,2.164393,0.000153,0.002069,0.000263,0.000249,0.368589,0.000028,0.001558,0.000045,0.000043
Submission_Wait,4121,4121.000000,2.122440,0.000055,0.003446,0.000515,0.000500,0.001884,0.000000,0.000024,0.000000,0.000000
FTaskBase::WaitWithNamedThreadsSupport,4121,4121.000000,2.120557,0.000054,0.003445,0.000515,0.000499,0.019523,0.000002,0.000097,0.000005,0.000005
CreateCommittedResource,4122,4122.000000,2.119266,0.000330,0.007532,0.000514,0.000475,2.119266,0.000330,0.007532,0.000514,0.000475
FTaskBase::WaitImpl_StateChangeEvent_WaitFor,4121,4121.000000,2.099675,0.000049,0.003440,0.000510,0.000494,2.099675,0.000049,0.003440,0.000510,0.000494
DiffuseIndirectAndAO,8244,8244.000000,1.986143,0.000069,0.002331,0.000241,0.000206,0.467115,0.000000,0.001453,0.000057,0.000066
UpdateRadianceCaches,8244,8244.000000,1.625284,0.000032,0.002044,0.000197,0.000175,1.625284,0.000032,0.002044,0.000197,0.000175
LumenReflections,4122,4122.000000,1.519028,0.000191,0.002331,0.000369,0.000321,1.519028,0.000191,0.002331,0.000369,0.000321
FXSystemPreRender,8244,8244.000000,1.475019,0.000000,0.001776,0.000179,0.000045,1.474684,0.000000,0.001776,0.000179,0.000045
RHI_SubmitToGPU,53515,53515.000000,1.469703,0.000002,0.000235,0.000027,0.000014,0.569625,0.000001,0.000195,0.000011,0.000005
RenderVirtualShadowMaps,4122,4122.000000,1.456657,0.000174,0.002094,0.000353,0.000290,0.119724,0.000021,0.001170,0.000029,0.000033
CaptureConvolveSkyEnvMap,8244,8244.000000,1.426678,0.000008,0.001915,0.000173,0.000201,0.030853,0.000000,0.001035,0.000004,0.000000
LumenSceneLighting%s,4121,4121.000000,1.301716,0.000239,0.000807,0.000316,0.000279,0.008203,0.000001,0.000009,0.000002,0.000002
Lights,4122,4122.000000,1.166133,0.000172,0.001961,0.000283,0.000244,0.000752,0.000000,0.000365,0.000000,0.000000
DirectLighting,4122,4122.000000,1.165382,0.000172,0.001961,0.000283,0.000244,0.115701,0.000022,0.001071,0.000028,0.000022
ComputeVolumetricFog,4122,4122.000000,1.131154,0.000227,0.001946,0.000274,0.000245,0.005013,0.000000,0.000003,0.000001,0.000001
VolumetricFog,4122,4122.000000,1.126141,0.000226,0.001945,0.000273,0.000244,0.028100,0.000002,0.001406,0.000007,0.000002
RHI_Finalize,135920,135920.000000,1.125403,0.000000,0.000231,0.000008,0.000002,1.108466,0.000000,0.000231,0.000008,0.000002
LumenSceneLighting%s,4122,4122.000000,1.106777,0.000167,0.001972,0.000269,0.000203,0.071200,0.000009,0.001169,0.000017,0.000009
UnbatchedLights,4122,4122.000000,1.049681,0.000143,0.001935,0.000255,0.000216,0.000583,0.000000,0.000003,0.000000,0.000000
%s,4122,4122.000000,1.049097,0.000143,0.001935,0.000255,0.000216,0.170233,0.000027,0.001465,0.000041,0.000041
MainPass,8244,8244.000000,1.020177,0.000060,0.001864,0.000124,0.000097,0.561269,0.000033,0.001766,0.000068,0.000050
