Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,8236,8236.000000,79.456743,0.005937,0.018942,0.009647,0.009484,0.433881,0.000003,0.002741,0.000053,0.000058
SceneRender,8244,8244.000000,78.395199,0.005885,0.018896,0.009509,0.009302,18.555267,0.000096,0.011898,0.002251,0.002123
RenderGraphExecute,16488,16488.000000,60.402850,0.000001,0.012885,0.003663,0.003580,8.268099,0.000001,0.006369,0.000501,0.000065
Scene,8244,8244.000000,50.775886,0.003610,0.009560,0.006159,0.006194,6.254653,0.000026,0.003435,0.000759,0.000301
FEngineLoop::Tick,4121,4121.000000,40.006722,0.007031,0.017389,0.009708,0.009542,0.037496,0.000006,0.000048,0.000009,0.000009
Frame,4121,4121.000000,39.915039,0.007008,0.017363,0.009686,0.009518,0.015087,0.000002,0.000015,0.000004,0.000004
FrameTime,8242,8242.000000,39.836469,0.000115,0.017058,0.004833,0.007217,0.210285,0.000001,0.000211,0.000026,0.000038
Tick_Engine,4121,4121.000000,21.105073,0.003957,0.009313,0.005121,0.005039,0.004826,0.000001,0.000013,0.000001,0.000001
GameEngine Tick,4121,4121.000000,21.100247,0.003956,0.009311,0.005120,0.005038,0.188674,0.000035,0.000085,0.000046,0.000045
UWorld_Tick,4121,4121.000000,16.272734,0.002879,0.007262,0.003949,0.003897,0.086483,0.000015,0.000100,0.000021,0.000020
World Tick Time,4121,4121.000000,16.143041,0.002850,0.007216,0.003917,0.003864,0.099690,0.000019,0.000060,0.000024,0.000024
Tick Time,16484,16484.000000,13.618955,0.000003,0.003467,0.000826,0.001070,0.037553,0.000000,0.000026,0.000002,0.000002
ReleaseTickGroup Block,24726,24726.000000,13.182254,0.000034,0.003117,0.000533,0.000283,0.003781,0.000000,0.000017,0.000000,0.000000
TickCompletionEvents,28847,28847.000000,13.178473,0.000012,0.003117,0.000457,0.000231,0.030132,0.000000,0.000128,0.000001,0.000001
ProcessUntilTasksComplete,28847,28847.000000,13.116428,0.000011,0.003113,0.000455,0.000230,0.263283,0.000002,0.000116,0.000009,0.000004
ExecuteTask,284583,284583.000000,11.920935,0.000000,0.002896,0.000042,0.000000,0.106127,0.000000,0.000080,0.000000,0.000000
FTickFunctionTask,251541,251541.000000,11.098138,0.000000,0.002894,0.000044,0.000000,0.145013,0.000000,0.000091,0.000001,0.000000
Frame Sync Time,4122,4122.000000,10.235833,0.000008,0.008569,0.002483,0.002429,0.041940,0.000005,0.000096,0.000010,0.000010
GameThreadWaitForTask,4104,4104.000000,10.159318,0.000074,0.008531,0.002475,0.002466,0.003523,0.000000,0.000005,0.000001,0.000001
Game thread idle time,4104,4104.000000,10.155795,0.000073,0.008530,0.002475,0.002465,10.155795,0.000073,0.008530,0.002475,0.002465
DiffuseIndirectAndAO,8244,8244.000000,7.178760,0.000035,0.003669,0.000871,0.000953,0.053432,0.000001,0.001195,0.000006,0.000001
LumenScreenProbeGather,8244,8244.000000,6.374427,0.000034,0.003232,0.000773,0.000809,4.144005,0.000001,0.002697,0.000503,0.000423
Total Slate Tick Time,8244,8244.000000,6.168811,0.000022,0.002749,0.000748,0.001303,0.030758,0.000000,0.000105,0.000004,0.000006
PostProcessing,8244,8244.000000,6.070674,0.000223,0.002752,0.000736,0.000938,0.576701,0.000003,0.001620,0.000070,0.000117
Slate::Tick (Time and Widgets),4122,4122.000000,5.956219,0.001323,0.002749,0.001445,0.001410,0.000819,0.000000,0.000002,0.000000,0.000000
Slate::DrawWindows,4122,4122.000000,5.919419,0.001315,0.002733,0.001436,0.001387,0.081630,0.000016,0.000122,0.000020,0.000019
LumenSceneUpdate:,8244,8244.000000,5.782027,0.000011,0.003787,0.000701,0.000049,5.782027,0.000011,0.003787,0.000701,0.000049
TG_PostUpdateWork,4121,4121.000000,5.688443,0.001152,0.003131,0.001380,0.001312,0.006611,0.000001,0.000019,0.000002,0.000001
GuLiCommanderPresentationActor,4121,4121.000000,5.159361,0.001052,0.002890,0.001252,0.001182,0.006610,0.000001,0.000018,0.000002,0.000002
GuLiCommanderPresentation_RebuildLocalInstances,4121,4121.000000,5.152750,0.001050,0.002884,0.001250,0.001180,4.525163,0.000915,0.002642,0.001098,0.001038
ParallelDraw,16488,16488.000000,4.909151,0.000000,0.002356,0.000298,0.000096,4.909151,0.000000,0.002356,0.000298,0.000096
TG_PrePhysics,4121,4121.000000,4.484626,0.000686,0.001948,0.001088,0.001030,0.010028,0.000001,0.000022,0.000002,0.000002
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,8244,8244.000000,4.478641,0.000217,0.002305,0.000543,0.000597,4.478641,0.000217,0.002305,0.000543,0.000597
PrepareImageBasedVRS,4122,4122.000000,4.198388,0.000301,0.002790,0.001019,0.000930,0.021421,0.000001,0.000649,0.000005,0.000008
ContrastAdaptiveShading,4122,4122.000000,4.176967,0.000296,0.002785,0.001013,0.000925,4.176967,0.000296,0.002785,0.001013,0.000925
RedrawViewports,4121,4121.000000,3.595848,0.000759,0.001735,0.000873,0.000847,0.023097,0.000004,0.000074,0.000006,0.000006
FViewport_Draw,4121,4121.000000,3.572751,0.000754,0.001721,0.000867,0.000842,0.225200,0.000045,0.000146,0.000055,0.000053
Draw Window And Children Time,4122,4122.000000,3.439675,0.000755,0.001729,0.000834,0.000804,0.031000,0.000006,0.000024,0.000008,0.000007
RenderDeferredLighting,4122,4122.000000,3.427080,0.000486,0.002743,0.000831,0.000737,0.008089,0.000000,0.000340,0.000002,0.000003
Slate::DrawWindow,4122,4122.000000,3.379414,0.000743,0.001688,0.000820,0.000790,0.040642,0.000008,0.000060,0.000010,0.000010
Slate_PaintSlowPath,4122,4122.000000,3.338772,0.000734,0.001672,0.000810,0.000781,0.070256,0.000014,0.000160,0.000017,0.000016
SViewport_OnPaint,4122,4122.000000,3.221028,0.000708,0.001626,0.000781,0.000754,0.001192,0.000000,0.000003,0.000000,0.000000
Game UI Paint,4122,4122.000000,3.219836,0.000708,0.001624,0.000781,0.000754,0.020698,0.000004,0.000050,0.000005,0.000005
Paint: Game UI,4122,4122.000000,3.111055,0.000685,0.001573,0.000755,0.000730,0.066319,0.000013,0.000164,0.000016,0.000015
BasePass,4122,4122.000000,3.084362,0.000242,0.002462,0.000748,0.000735,0.112860,0.000020,0.001158,0.000027,0.000020
SConstraintCanvas,41220,41220.000000,3.032241,0.000000,0.001490,0.000074,0.000000,1.019392,0.000001,0.000370,0.000025,0.000009
FActorComponentTickFunction::ExecuteTick,115548,115548.000000,2.999938,0.000000,0.000456,0.000026,0.000005,0.031443,0.000000,0.000135,0.000000,0.000000
WBP_CommanderHUD_C /Engine/Transient.GameEngine_0:GameInstance_0.WBP_CommanderHUD_C_0_Paint,4122,4122.000000,2.930000,0.000647,0.001474,0.000711,0.000688,0.005774,0.000001,0.000017,0.000001,0.000001
BeginRenderingViewFamily,4121,4121.000000,2.423233,0.000503,0.001171,0.000588,0.000570,0.268716,0.000057,0.000209,0.000065,0.000063
CharMoveComp,16484,16484.000000,2.338765,0.000039,0.000456,0.000142,0.000140,0.008367,0.000000,0.000018,0.000001,0.000000
