Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3270,3270.000000,59.635982,0.002330,0.025067,0.018237,0.018177,0.536925,0.000001,0.002648,0.000164,0.000081
SceneRender,3270,3270.000000,58.065196,0.001014,0.024293,0.017757,0.017709,11.284519,0.000029,0.011767,0.003451,0.002519
RenderGraphExecute,6537,6537.000000,47.694811,0.000002,0.023420,0.007296,0.001894,2.123055,0.000001,0.003735,0.000325,0.000039
Scene,3269,3269.000000,44.381330,0.000933,0.022364,0.013576,0.013489,2.024862,0.000029,0.004545,0.000619,0.000303
FEngineLoop::Tick,1635,1635.000000,29.998278,0.001712,0.026696,0.018348,0.018368,0.016923,0.000002,0.000069,0.000010,0.000010
Frame,1635,1635.000000,29.955562,0.001692,0.026671,0.018321,0.018345,0.007314,0.000001,0.000042,0.000004,0.000004
FrameTime,3269,3269.000000,29.919004,0.000095,0.026371,0.009152,0.001422,0.101896,0.000001,0.000149,0.000031,0.000022
Frame Sync Time,1634,1634.000000,15.789482,0.001383,0.018200,0.009663,0.009536,0.019876,0.000008,0.000180,0.000012,0.000011
GameThreadWaitForTask,1634,1634.000000,15.753421,0.001358,0.018172,0.009641,0.009510,0.002626,0.000001,0.000031,0.000002,0.000002
Game thread idle time,1634,1634.000000,15.750795,0.001357,0.018170,0.009639,0.009509,15.750795,0.001357,0.018170,0.009639,0.009509
Tick_Engine,1634,1634.000000,10.291569,0.001352,0.012211,0.006298,0.006178,0.002169,0.000001,0.000013,0.000001,0.000001
GameEngine Tick,1634,1634.000000,10.289399,0.001351,0.012208,0.006297,0.006176,0.094706,0.000025,0.000145,0.000058,0.000057
DiffuseIndirectAndAO,3268,3268.000000,8.217181,0.000038,0.008527,0.002514,0.002053,0.078006,0.000001,0.001713,0.000024,0.000001
UWorld_Tick,1634,1634.000000,7.992406,0.001302,0.009797,0.004891,0.004735,0.042061,0.000017,0.000059,0.000026,0.000025
World Tick Time,1634,1634.000000,7.931018,0.001271,0.009743,0.004854,0.004694,0.051599,0.000016,0.000164,0.000032,0.000031
PostProcessing,3269,3269.000000,7.461331,0.000279,0.005236,0.002282,0.002182,0.667383,0.000003,0.001874,0.000204,0.000135
LumenScreenProbeGather,3268,3268.000000,7.132937,0.000036,0.008233,0.002183,0.001775,4.517759,0.000001,0.007861,0.001382,0.000517
Tick Time,6534,6534.000000,6.809388,0.000003,0.004344,0.001042,0.001034,0.018454,0.000000,0.000149,0.000003,0.000002
ReleaseTickGroup Block,9802,9802.000000,6.555136,0.000035,0.003922,0.000669,0.000310,0.001888,0.000000,0.000036,0.000000,0.000000
TickCompletionEvents,11436,11436.000000,6.553248,0.000001,0.003922,0.000573,0.000239,0.016558,0.000000,0.000168,0.000001,0.000002
ProcessUntilTasksComplete,11436,11436.000000,6.520572,0.000000,0.003918,0.000570,0.000238,0.120009,0.000000,0.000187,0.000010,0.000004
ExecuteTask,114252,114252.000000,6.322603,0.000000,0.002682,0.000055,0.000000,0.051557,0.000000,0.000059,0.000000,0.000000
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,3268,3268.000000,5.377451,0.000271,0.003710,0.001645,0.001539,5.377451,0.000271,0.003710,0.001645,0.001539
FTickFunctionTask,100932,100932.000000,5.304058,0.000000,0.002681,0.000053,0.000000,0.076010,0.000000,0.000225,0.000001,0.000000
PrepareImageBasedVRS,1634,1634.000000,4.356243,0.000911,0.005224,0.002666,0.002567,0.035369,0.000001,0.002455,0.000022,0.000001
ContrastAdaptiveShading,1634,1634.000000,4.320874,0.000907,0.005218,0.002644,0.002518,4.320874,0.000907,0.005218,0.002644,0.002518
