Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,5142,5142.000000,58.668236,0.000758,0.023294,0.011410,0.011685,0.636461,0.000002,0.005753,0.000124,0.000060
SceneRender,5142,5142.000000,56.999876,0.000733,0.022523,0.011085,0.011298,15.052804,0.000031,0.012247,0.002927,0.002376
RenderGraphExecute,10281,10281.000000,42.899035,0.000029,0.016361,0.004173,0.003494,6.085706,0.000011,0.010211,0.000592,0.000011
Scene,5140,5140.000000,35.912175,0.003094,0.013599,0.006987,0.006489,5.565407,0.000026,0.007692,0.001083,0.000336
LumenSceneUpdate:,4882,4882.000000,4.787836,0.000011,0.006312,0.000981,0.000011,4.787836,0.000011,0.006312,0.000981,0.000011
PostProcessing,5140,5140.000000,4.626880,0.000218,0.006558,0.000900,0.000922,0.444834,0.000003,0.004908,0.000087,0.000102
DiffuseIndirectAndAO,5140,5140.000000,4.552899,0.000035,0.006100,0.000886,0.000923,0.041845,0.000001,0.003934,0.000008,0.000001
LumenScreenProbeGather,5140,5140.000000,3.886950,0.000033,0.005916,0.000756,0.000746,2.089433,0.000001,0.005357,0.000407,0.000407
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,5140,5140.000000,3.344851,0.000213,0.006171,0.000651,0.000574,3.344851,0.000213,0.006171,0.000651,0.000574
PrepareImageBasedVRS,2570,2570.000000,2.379714,0.000321,0.005588,0.000926,0.000799,0.021162,0.000001,0.003877,0.000008,0.000001
ContrastAdaptiveShading,2570,2570.000000,2.358552,0.000319,0.005583,0.000918,0.000798,2.358552,0.000319,0.005583,0.000918,0.000798
RenderDeferredLighting,2570,2570.000000,2.108932,0.000470,0.005324,0.000821,0.000666,0.010765,0.000000,0.004339,0.000004,0.000000
ParallelDraw,10280,10280.000000,2.031191,0.000000,0.005156,0.000198,0.000105,2.031191,0.000000,0.005156,0.000198,0.000105
ShadowDepths,2570,2570.000000,1.843596,0.000339,0.005223,0.000717,0.000487,0.054513,0.000006,0.004251,0.000021,0.000006
BasePass,2570,2570.000000,1.585029,0.000245,0.005297,0.000617,0.000500,0.132015,0.000018,0.004564,0.000051,0.000018
Nanite::DrawGeometry,5140,5140.000000,1.401576,0.000164,0.004750,0.000273,0.000257,0.287331,0.000028,0.004478,0.000056,0.000028
UpdateRadianceCaches,5140,5140.000000,1.309680,0.000032,0.004772,0.000255,0.000176,1.309680,0.000032,0.004772,0.000255,0.000176
DiffuseIndirectAndAO,5140,5140.000000,1.137034,0.000068,0.004734,0.000221,0.000209,0.299663,0.000000,0.004466,0.000058,0.000023
FXSystemPreRender,5140,5140.000000,1.048757,0.000000,0.004630,0.000204,0.000023,1.048569,0.000000,0.004630,0.000204,0.000023
CaptureConvolveSkyEnvMap,5140,5140.000000,0.993384,0.000007,0.005101,0.000193,0.000187,0.020399,0.000000,0.003874,0.000004,0.000000
LumenSceneLighting%s,2570,2570.000000,0.954340,0.000163,0.005083,0.000371,0.000212,0.066825,0.000009,0.004681,0.000026,0.000009
ComputeVolumetricFog,2570,2570.000000,0.952273,0.000225,0.004889,0.000371,0.000272,0.003247,0.000000,0.000003,0.000001,0.000001
