"Seconds","Role","Pid","CpuCoreEquivalents","WorkingSetMiB","PrivateMiB"
"0.0009905","server","29584","0","5470.70703125","6239.05078125"
"1.0371776","server","29584","0.5277763060358501","5471.046875","6239.05078125"
"2.058362","server","29584","0.6426361389774461","5440","6207.05078125"
"3.0663631","server","29584","0.6510409562053058","5440.1328125","6207.05078125"
"4.0745208","server","29584","0.6354412608265553","5440.328125","6207.05078125"
"5.0950334","server","29584","0.750235714875054","5440.58984375","6207.05078125"
"6.1082983","server","29584","0.7401815655511209","5440.71484375","6207.05078125"
"7.1159473","server","29584","0.666774839254542","5441.08984375","6207.05078125"
"8.12912","server","29584","0.8019363332628288","5441.21875","6207.05078125"
"9.1363366","server","29584","0.8377046208332944","5441.3828125","6207.05078125"
"10.1501012","server","29584","0.7398167187925087","5441.53125","6207.05078125"
"11.1608975","server","29584","0.8192798093938413","5441.6953125","6207.05078125"
"12.1680454","server","29584","0.9308464029960246","5441.83984375","6207.05078125"
"13.1767797","server","29584","0.851933953271937","5441.96484375","6207.05078125"
"14.1869264","server","29584","0.9435510703544348","5442.03125","6207.05078125"
"15.1955095","server","29584","0.8830457301931789","5442.08984375","6206.9375"
"16.2019514","server","29584","0.7607244889148593","5442.21875","6206.9375"
"17.2082289","server","29584","0.8229588756580566","5442.3046875","6206.9375"
"18.2157599","server","29584","0.7599021767072179","5442.50390625","6206.9375"
"19.2220096","server","29584","0.8540375217006276","5448.5859375","6214.125"
"20.2376838","server","29584","0.9384160786992521","5448.7109375","6214.125"
"21.2569662","server","29584","0.8584470800241425","5448.83984375","6214.125"
"22.2622752","server","29584","0.9014641269500223","5448.96875","6214.125"
"23.2710144","server","29584","0.8054609159632143","5449.09765625","6214.125"
"24.276981","server","29584","0.838745540855929","5449.22265625","6214.125"
"25.2843213","server","29584","0.9151574696257063","5449.2890625","6214.125"
"26.3026203","server","29584","0.8746203227146446","5449.4140625","6214.125"
"27.3208652","server","29584","0.8286316975415247","5449.5390625","6214.125"
"28.3314689","server","29584","0.8503580582576532","5449.6640625","6214.125"
"29.3370158","server","29584","0.7769403893542908","5449.79296875","6214.125"
"30.343273","server","29584","0.8074476386355297","5449.921875","6214.125"
"31.3565764","server","29584","0.8172527596374393","5450.046875","6214.125"
"32.3755159","server","29584","0.8127322574107687","5450.171875","6214.125"
"33.3820492","server","29584","0.8382733089903731","5450.296875","6214.125"
"34.3961841","server","29584","0.8782115673171291","5450.421875","6214.125"
"35.4089323","server","29584","0.8948423704924876","5450.546875","6214.125"
"36.4179154","server","29584","0.8826956566467763","5450.671875","6214.125"
"37.4243266","server","29584","0.884951399586968","5450.796875","6214.125"
"38.4318333","server","29584","0.883989158583263","5450.921875","6214.125"
"39.4446423","server","29584","0.92564343326333","5451.05078125","6214.125"
"40.4530334","server","29584","1.038163664871695","5451.17578125","6214.125"
"41.4618089","server","29584","0.8054319320800316","5451.30078125","6214.125"
"42.4688279","server","29584","1.0085460155170856","5451.4296875","6214.125"
"43.4789212","server","29584","0.8353188759889804","5451.5546875","6214.125"
"44.4920642","server","29584","0.8019598417992327","5451.6796875","6214.125"
"45.5008797","server","29584","0.8518653807361206","5451.74609375","6214.125"
"46.5069048","server","29584","1.0095424060493123","5451.87109375","6214.125"
"47.5230339","server","29584","0.7534721719907441","5452.05859375","6214.125"
"48.5359777","server","29584","0.8946695759429102","5452.19140625","6214.125"
"49.5471128","server","29584","0.7726465039142643","5452.31640625","6214.125"
"50.5568382","server","29584","0.8356232298405091","5452.43359375","6214.125"
"51.5625392","server","29584","0.9166491830076733","5452.5703125","6214.125"
"52.5698152","server","29584","0.8841916217600736","5452.6953125","6214.125"
"53.5779904","server","29584","0.8989013020752743","5452.8203125","6214.125"
"54.5863801","server","29584","0.8367300856008347","5452.9453125","6214.125"
"55.5967755","server","29584","0.8659976084610045","5453.0703125","6214.125"
"56.6014575","server","29584","0.8242657875825385","5453.1953125","6214.125"
"57.6102606","server","29584","0.8828531553878056","5453.3203125","6214.125"
"58.6200937","server","29584","0.8664798173084245","5453.4453125","6214.125"
"59.6312725","server","29584","0.8498744237913216","5453.67578125","6214.20703125"
"60.6396662","server","29584","0.7282621856919573","5453.80078125","6214.20703125"
"61.6454221","server","29584","0.7457077805857266","5397.95703125","6145.99609375"
