Name,Count,C.Avg,Incl,I.Min,I.Max,I.Avg,I.Med,Excl,E.Min,E.Max,E.Avg,E.Med
Frame,3683,3683.000000,59.678541,0.000964,0.043867,0.016204,0.016565,0.548371,0.000002,0.002800,0.000149,0.000087
SceneRender,3683,3683.000000,58.278903,0.000908,0.043668,0.015824,0.016025,10.474786,0.000001,0.031753,0.002844,0.002888
RenderGraphExecute,7363,7363.000000,48.493569,0.000032,0.043327,0.006586,0.002218,1.885828,0.000001,0.028167,0.000256,0.000001
Scene,3682,3682.000000,45.513209,0.000906,0.016882,0.012361,0.012041,1.994337,0.000001,0.003694,0.000542,0.000300
FEngineLoop::Tick,1842,1842.000000,29.998533,0.000222,0.041989,0.016286,0.016254,0.017010,0.000001,0.000113,0.000009,0.000009
Frame,1842,1842.000000,29.956793,0.000221,0.041967,0.016263,0.016245,0.007667,0.000001,0.000037,0.000004,0.000004
FrameTime,3683,3683.000000,29.919123,0.000097,0.041647,0.008124,0.000516,0.098615,0.000001,0.000169,0.000027,0.000004
Frame Sync Time,1840,1840.000000,15.801414,0.003038,0.035003,0.008588,0.008849,0.019290,0.000006,0.000145,0.000010,0.000010
GameThreadWaitForTask,1840,1840.000000,15.766715,0.003021,0.034986,0.008569,0.008833,0.001943,0.000001,0.000003,0.000001,0.000001
Game thread idle time,1840,1840.000000,15.764772,0.003020,0.034985,0.008568,0.008832,15.764772,0.003020,0.034985,0.008568,0.008832
Tick_Engine,1841,1841.000000,10.117415,0.002431,0.007697,0.005496,0.005409,0.002131,0.000001,0.000014,0.000001,0.000001
GameEngine Tick,1841,1841.000000,10.115284,0.002430,0.007695,0.005494,0.005408,0.092196,0.000035,0.000174,0.000050,0.000049
DiffuseIndirectAndAO,3680,3680.000000,8.712852,0.000043,0.006611,0.002368,0.002663,0.056523,0.000001,0.001345,0.000015,0.000001
UWorld_Tick,1841,1841.000000,7.857450,0.002375,0.006147,0.004268,0.004204,0.041032,0.000016,0.000111,0.000022,0.000022
World Tick Time,1841,1841.000000,7.797192,0.002345,0.006113,0.004235,0.004172,0.047498,0.000017,0.000208,0.000026,0.000024
LumenScreenProbeGather,3680,3680.000000,7.727093,0.000041,0.005835,0.002100,0.002119,5.304293,0.000001,0.005452,0.001441,0.000910
PostProcessing,3682,3682.000000,7.126589,0.000205,0.007294,0.001936,0.002210,0.646155,0.000003,0.002648,0.000175,0.000137
Tick Time,7363,7363.000000,6.371132,0.000004,0.002877,0.000865,0.000178,0.017167,0.000000,0.000047,0.000002,0.000002
ReleaseTickGroup Block,11045,11045.000000,6.143707,0.000035,0.002491,0.000556,0.000283,0.001721,0.000000,0.000003,0.000000,0.000000
TickCompletionEvents,12886,12886.000000,6.141986,0.000011,0.002490,0.000477,0.000236,0.013584,0.000000,0.000040,0.000001,0.000001
ProcessUntilTasksComplete,12886,12886.000000,6.113385,0.000010,0.002487,0.000474,0.000235,0.124315,0.000002,0.000271,0.000010,0.000005
ExecuteTask,127172,127172.000000,5.625434,0.000000,0.002305,0.000044,0.000000,0.051381,0.000000,0.000072,0.000000,0.000000
FTickFunctionTask,112417,112417.000000,5.236880,0.000000,0.002304,0.000047,0.000000,0.069269,0.000000,0.000081,0.000001,0.000000
TemporalSuperResolution(sg.AntiAliasingQuality=%d%s) %dx%d -> %dx%d,3682,3682.000000,5.184206,0.000201,0.006282,0.001408,0.001245,5.184206,0.000201,0.006282,0.001408,0.001245
PrepareImageBasedVRS,1840,1840.000000,4.969353,0.001188,0.004710,0.002701,0.002611,0.046727,0.000001,0.001045,0.000025,0.000001
ContrastAdaptiveShading,1840,1840.000000,4.922626,0.001181,0.004698,0.002675,0.002566,4.922626,0.001181,0.004698,0.002675,0.002566
ParallelDraw,7361,7361.000000,4.676476,0.000000,0.003495,0.000635,0.000106,4.676476,0.000000,0.003495,0.000635,0.000106
RenderDeferredLighting,1841,1841.000000,3.666180,0.000155,0.003796,0.001991,0.001994,0.024101,0.000001,0.001521,0.000013,0.000001
BasePass,1840,1840.000000,3.086390,0.000279,0.003804,0.001677,0.001846,0.211118,0.000023,0.002153,0.000115,0.000023
Total Slate Tick Time,3680,3680.000000,2.829969,0.000017,0.002259,0.000769,0.001297,0.013864,0.000000,0.000062,0.000004,0.000005
Slate::Tick (Time and Widgets),1840,1840.000000,2.733265,0.001304,0.002259,0.001485,0.001420,0.000377,0.000000,0.000001,0.000000,0.000000
Slate::DrawWindows,1840,1840.000000,2.716379,0.001297,0.002248,0.001476,0.001403,0.036753,0.000012,0.000096,0.000020,0.000019
