"Seconds","Role","Pid","CpuCoreEquivalents","WorkingSetMiB","PrivateMiB"
"0.0011098","server","20972","0","5464.1640625","6235.5625"
"1.0347145","server","20972","0.36280794775797753","5465.25390625","6235.6875"
"2.0561761","server","20972","0.45890124503946106","5465.47265625","6235.6875"
"3.0669091","server","20972","0.4637723315653095","5465.64453125","6235.6875"
"4.0762199","server","20972","0.46442582403755117","5465.84765625","6235.6875"
"5.0864601","server","20972","0.4021320870026752","5465.9921875","6235.6875"
"6.0964892","server","20972","0.41768598548299257","5466.1171875","6235.6875"
"7.10179","server","20972","0.49736357516078766","5466.2421875","6235.6875"
"8.1111531","server","20972","0.4489217012193134","5466.4921875","6235.6875"
"9.1272725","server","20972","0.5997080658040778","5466.6171875","6235.6875"
"10.1376275","server","20972","0.4175512567364936","5466.76171875","6235.6875"
"11.1511958","server","20972","0.5241383338448924","5466.94921875","6235.6875"
"12.1563356","server","20972","0.435262836075141","5467.2265625","6235.76953125"
"13.1641709","server","20972","0.6356445343797742","5467.3515625","6235.76953125"
"14.1830753","server","20972","0.5213933711543497","5467.4765625","6235.76953125"
"15.1972805","server","20972","0.44677842314356114","5467.5546875","6235.6640625"
"16.2078724","server","20972","0.4947595562560911","5467.6875","6235.6640625"
"17.2162144","server","20972","0.5733421795382916","5467.84765625","6235.6640625"
"18.2234971","server","20972","0.4653609160566344","5467.97265625","6235.6640625"
"19.2355156","server","20972","0.6021382020190342","5468.09765625","6235.6640625"
"20.2417141","server","20972","0.5900923127991147","5468.28515625","6235.6640625"
"21.2487924","server","20972","0.6516375141833559","5468.22265625","6235.4140625"
"22.2616927","server","20972","0.5244839990668381","5468.34765625","6235.4140625"
"23.2745839","server","20972","0.5090625725645558","5468.47265625","6235.4140625"
"24.2836293","server","20972","0.5264877080852853","5468.6015625","6235.4140625"
"25.2893498","server","20972","0.6680534005223121","5468.7890625","6235.5390625"
"26.3088269","server","20972","0.5824064120714433","5468.9140625","6235.5390625"
"27.3169129","server","20972","0.5579881081574389","5469.04296875","6235.5390625"
"28.3278706","server","20972","0.5254918183025857","5469.23046875","6235.5390625"
"29.3370391","server","20972","0.6502878359758554","5469.41796875","6235.5390625"
"30.3572784","server","20972","0.6891765490703994","5469.546875","6235.5390625"
"31.3658192","server","20972","0.557736484235442","5469.671875","6235.5390625"
"32.3778468","server","20972","0.5403755786897512","5469.796875","6235.5390625"
"33.3884393","server","20972","0.602987851186309","5469.921875","6235.5390625"
"34.3963826","server","20972","0.6665801538638135","5470.046875","6235.5390625"
"35.4031394","server","20972","0.5897650753389497","5470.171875","6235.5390625"
"36.4105066","server","20972","0.5894077154785266","5470.30078125","6235.5390625"
"37.4259374","server","20972","0.4616267302508452","5470.48828125","6235.5390625"
"38.4353659","server","20972","0.6346412846476991","5470.61328125","6235.5390625"
"39.4437789","server","20972","0.6197857425479442","5470.73828125","6235.5390625"
"40.45276","server","20972","0.6039508569585694","5470.86328125","6235.5390625"
"41.4629788","server","20972","0.5258761765273028","5470.98828125","6235.5390625"
"42.4703354","server","20972","0.5428812398707666","5471.11328125","6235.5390625"
"43.480429","server","20972","0.572347948744552","5471.23828125","6235.5390625"
"44.4874989","server","20972","0.5740664079027682","5471.4296875","6235.5390625"
"45.5069413","server","20972","0.551772223717593","5471.5546875","6235.5390625"
"46.5186287","server","20972","0.5714462787616017","5471.7421875","6235.5390625"
"47.5243797","server","20972","0.5592835602450308","5471.8671875","6235.5390625"
"48.5359255","server","20972","0.6642062079640882","5471.99609375","6235.5390625"
"49.5464149","server","20972","0.6649005917330751","5472.12109375","6235.5390625"
"50.554681","server","20972","0.5578884383795112","5472.24609375","6235.5390625"
"51.5733954","server","20972","0.6902081682559902","5472.578125","6235.6640625"
"52.5827744","server","20972","0.603712777856484","5472.703125","6235.6640625"
"53.5909744","server","20972","0.712904185677445","5434.046875","6190.14453125"
