monotonic_seconds,send_ms,receive_ms,ack_ms,capture_ms,wire_read_ms,send_calls,receive_calls,ack_calls,capture_calls,wire_read_calls,decoded_samples,decode_failures,absolute_samples,delta_samples,payload_bytes,cache_bytes,peak_cache_bytes
16800534.285331700,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0,0,0,0,0,0,0,0,0,0,0,0
16800534.304453298,0.954601914,0.000000000,0.000000000,0.539001077,0.000000000,26,0,0,1,0,0,0,0,0,0,0,0
16800534.319279999,0.954601914,0.000000000,0.000000000,0.539001077,0.000000000,26,0,0,1,0,0,0,0,0,0,0,0
16800534.334037401,0.954601914,0.000000000,0.000000000,0.539001077,0.000000000,26,0,0,1,0,0,0,0,0,0,0,0
16800534.353818901,1.947600394,0.000000000,0.000000000,0.539001077,0.000000000,52,0,0,1,0,0,0,0,0,0,0,0
16800534.376081500,1.947600394,0.000000000,0.000000000,0.539001077,0.000000000,52,0,0,1,0,0,0,0,0,0,0,0
16800534.388434999,2.792000771,0.000000000,0.000000000,0.539001077,0.000000000,78,0,0,1,0,0,0,0,0,0,0,0
16800534.404042002,3.671593964,0.000000000,0.000000000,1.344304532,0.000000000,104,0,0,2,0,0,0,0,0,0,0,0
16800534.422207300,3.671593964,0.000000000,0.000000000,1.344304532,0.000000000,104,0,0,2,0,0,0,0,0,0,0,0
16800534.435594302,4.805993289,0.000000000,0.000000000,1.344304532,0.000000000,130,0,0,2,0,0,0,0,0,0,0,0
16800534.454165298,4.805993289,0.000000000,0.000000000,1.344304532,0.000000000,130,0,0,2,0,0,0,0,0,0,0,0
16800534.476271700,5.658078939,0.000000000,0.000000000,1.344304532,0.000000000,156,0,0,2,0,0,0,0,0,0,0,0
16800534.487999398,6.540685892,0.000000000,0.000000000,2.009902149,0.000000000,182,0,0,3,0,0,0,0,0,0,0,0
16800534.503158201,6.540685892,0.000000000,0.000000000,2.009902149,0.000000000,182,0,0,3,0,0,0,0,0,0,0,0
16800534.520792000,7.366988808,0.000000000,0.000000000,2.009902149,0.000000000,208,0,0,3,0,0,0,0,0,0,0,0
16800534.535009500,7.366988808,0.000000000,0.000000000,2.009902149,0.000000000,208,0,0,3,0,0,0,0,0,0,0,0
16800534.554236598,7.366988808,0.000000000,0.000000000,2.009902149,0.000000000,208,0,0,3,0,0,0,0,0,0,0,0
16800534.578408200,8.200407028,0.000000000,0.000000000,2.009902149,0.000000000,234,0,0,3,0,0,0,0,0,0,0,0
16800534.589261100,9.548407048,0.000000000,0.000000000,2.809103578,0.000000000,260,0,0,4,0,0,0,0,0,0,0,0
16800534.603594299,9.548407048,0.000000000,0.000000000,2.809103578,0.000000000,260,0,0,4,0,0,0,0,0,0,0,0
16800534.620163400,10.246712714,0.000000000,0.000000000,2.809103578,0.000000000,286,0,0,4,0,0,0,0,0,0,0,0
16800534.635122702,10.246712714,0.000000000,0.000000000,2.809103578,0.000000000,286,0,0,4,0,0,0,0,0,0,0,0
16800534.656138200,11.119902134,0.000000000,0.000000000,2.809103578,0.000000000,312,0,0,4,0,0,0,0,0,0,0,0
16800534.675665300,11.119902134,0.000000000,0.000000000,2.809103578,0.000000000,312,0,0,4,0,0,0,0,0,0,0,0
16800534.690569501,11.938687414,0.000000000,0.000000000,3.345802426,0.000000000,338,0,0,5,0,0,0,0,0,0,0,0
16800534.704403900,11.938687414,0.000000000,0.000000000,3.345802426,0.000000000,338,0,0,5,0,0,0,0,0,0,0,0
16800534.722415399,12.712683529,0.000000000,0.000000000,3.345802426,0.000000000,364,0,0,5,0,0,0,0,0,0,0,0
16800534.736048501,12.712683529,0.000000000,0.000000000,3.345802426,0.000000000,364,0,0,5,0,0,0,0,0,0,0,0
16800534.755906500,13.587679714,0.000000000,0.000000000,3.345802426,0.000000000,390,0,0,5,0,0,0,0,0,0,0,0
16800534.778162900,13.587679714,0.000000000,0.000000000,3.345802426,0.000000000,390,0,0,5,0,0,0,0,0,0,0,0
16800534.791345999,14.666877687,0.000000000,0.000000000,3.915801644,0.000000000,416,0,0,6,0,0,0,0,0,0,0,0
16800534.803201199,14.666877687,0.000000000,0.000000000,3.915801644,0.000000000,416,0,0,6,0,0,0,0,0,0,0,0
16800534.823814198,15.442680568,0.000000000,0.000000000,3.915801644,0.000000000,442,0,0,6,0,0,0,0,0,0,0,0
16800534.838266399,15.442680568,0.000000000,0.000000000,3.915801644,0.000000000,442,0,0,6,0,0,0,0,0,0,0,0
16800534.859059300,16.347069293,0.000000000,0.000000000,3.915801644,0.000000000,468,0,0,6,0,0,0,0,0,0,0,0
16800534.878170699,16.347069293,0.000000000,0.000000000,3.915801644,0.000000000,468,0,0,6,0,0,0,0,0,0,0,0
